block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,B,46,0,or,300,congruent,left
cp_prp,B,46,1,or,600,congruent,left
cp_prp,B,46,2,or,300,congruent,left
cp_prp,B,46,3,or,600,incongruent,left
cp_prp,B,46,4,or,100,congruent,left
cp_prp,B,46,5,or,300,congruent,right
cp_prp,B,46,6,or,300,incongruent,right
cp_prp,B,46,7,or,600,incongruent,right
cp_prp,B,46,8,or,300,congruent,right
cp_prp,B,46,9,or,300,incongruent,right
cp_prp,B,46,10,or,100,congruent,right
cp_prp,B,46,11,or,300,incongruent,right
cp_prp,B,46,12,or,600,congruent,right
cp_prp,B,46,13,or,600,incongruent,left
cp_prp,B,46,14,or,100,incongruent,left
cp_prp,B,46,15,or,600,incongruent,right
cp_prp,B,46,16,or,300,congruent,right
cp_prp,B,46,17,or,600,incongruent,right
cp_prp,B,46,18,or,300,incongruent,left
cp_prp,B,46,19,or,300,congruent,left
cp_prp,B,46,20,or,100,congruent,left
cp_prp,B,46,21,or,600,congruent,right
cp_prp,B,46,22,or,600,congruent,right
cp_prp,B,46,23,or,600,incongruent,right
cp_prp,B,46,24,or,100,incongruent,right
cp_prp,B,46,25,or,100,congruent,left
cp_prp,B,46,26,or,100,congruent,right
cp_prp,B,46,27,or,100,incongruent,left
cp_prp,B,46,28,or,600,congruent,left
cp_prp,B,46,29,or,600,congruent,right
cp_prp,B,46,30,or,100,incongruent,right
cp_prp,B,46,31,or,600,congruent,left
cp_prp,B,46,32,or,300,congruent,left
cp_prp,B,46,33,or,100,incongruent,left
cp_prp,B,46,34,or,300,congruent,left
cp_prp,B,46,35,or,600,incongruent,left
cp_prp,B,46,36,or,100,congruent,right
cp_prp,B,46,37,or,100,incongruent,right
cp_prp,B,46,38,or,300,congruent,left
cp_prp,B,46,39,or,300,incongruent,right
cp_prp,B,46,40,or,100,incongruent,right
cp_prp,B,46,41,or,300,incongruent,left
cp_prp,B,46,42,or,100,congruent,right
cp_prp,B,46,43,or,100,incongruent,left
cp_prp,B,46,44,or,100,incongruent,right
cp_prp,B,46,45,or,100,congruent,right
cp_prp,B,46,46,or,600,incongruent,left
cp_prp,B,46,47,or,300,incongruent,right
cp_prp,B,46,48,or,100,congruent,right
cp_prp,B,46,49,or,600,congruent,left
cp_prp,B,46,50,or,600,congruent,left
cp_prp,B,46,51,or,600,incongruent,left
cp_prp,B,46,52,or,100,incongruent,right
cp_prp,B,46,53,or,300,congruent,right
cp_prp,B,46,54,or,100,congruent,left
cp_prp,B,46,55,or,100,congruent,right
cp_prp,B,46,56,or,300,incongruent,left
cp_prp,B,46,57,or,300,congruent,right
cp_prp,B,46,58,or,600,congruent,left
cp_prp,B,46,59,or,100,incongruent,left
cp_prp,B,46,60,or,300,incongruent,left
cp_prp,B,46,61,or,600,congruent,right
cp_prp,B,46,62,or,600,incongruent,left
cp_prp,B,46,63,or,300,incongruent,right
cp_prp,B,46,64,or,600,congruent,left
cp_prp,B,46,65,or,100,incongruent,left
cp_prp,B,46,66,or,300,incongruent,left
cp_prp,B,46,67,or,600,incongruent,left
cp_prp,B,46,68,or,300,congruent,right
cp_prp,B,46,69,or,600,congruent,right
cp_prp,B,46,70,or,300,incongruent,right
cp_prp,B,46,71,or,600,incongruent,right
cp_prp,B,46,72,or,100,congruent,left
cp_prp,B,46,73,or,100,congruent,left
cp_prp,B,46,74,or,100,congruent,right
cp_prp,B,46,75,or,600,congruent,right
cp_prp,B,46,76,or,100,incongruent,right
cp_prp,B,46,77,or,600,incongruent,left
cp_prp,B,46,78,or,600,incongruent,right
cp_prp,B,46,79,or,300,incongruent,left
cp_prp,B,46,80,or,100,congruent,left
cp_prp,B,46,81,or,600,incongruent,right
cp_prp,B,46,82,or,300,congruent,left
cp_prp,B,46,83,or,100,incongruent,left
cp_prp,B,46,84,or,300,incongruent,right
cp_prp,B,46,85,or,300,incongruent,left
cp_prp,B,46,86,or,100,congruent,left
cp_prp,B,46,87,or,600,incongruent,right
cp_prp,B,46,88,or,300,incongruent,left
cp_prp,B,46,89,or,300,congruent,right
cp_prp,B,46,90,or,100,incongruent,right
cp_prp,B,46,91,or,100,incongruent,left
cp_prp,B,46,92,or,600,congruent,left
cp_prp,B,46,93,or,300,congruent,right
cp_prp,B,46,94,or,600,congruent,right
cp_prp,B,46,95,or,300,congruent,left
