block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,A,22,0,mov,100,congruent,left
cp_prp,A,22,1,mov,300,congruent,right
cp_prp,A,22,2,mov,600,congruent,right
cp_prp,A,22,3,mov,100,congruent,left
cp_prp,A,22,4,mov,100,congruent,left
cp_prp,A,22,5,mov,100,incongruent,left
cp_prp,A,22,6,mov,100,incongruent,left
cp_prp,A,22,7,mov,600,incongruent,right
cp_prp,A,22,8,mov,300,congruent,right
cp_prp,A,22,9,mov,600,incongruent,right
cp_prp,A,22,10,mov,100,incongruent,right
cp_prp,A,22,11,mov,600,congruent,right
cp_prp,A,22,12,mov,100,congruent,right
cp_prp,A,22,13,mov,600,congruent,left
cp_prp,A,22,14,mov,600,incongruent,right
cp_prp,A,22,15,mov,300,congruent,right
cp_prp,A,22,16,mov,600,incongruent,left
cp_prp,A,22,17,mov,300,congruent,right
cp_prp,A,22,18,mov,600,congruent,right
cp_prp,A,22,19,mov,100,congruent,left
cp_prp,A,22,20,mov,600,congruent,left
cp_prp,A,22,21,mov,100,congruent,right
cp_prp,A,22,22,mov,300,incongruent,right
cp_prp,A,22,23,mov,100,congruent,right
cp_prp,A,22,24,mov,300,incongruent,left
cp_prp,A,22,25,mov,100,congruent,right
cp_prp,A,22,26,mov,100,incongruent,left
cp_prp,A,22,27,mov,100,incongruent,left
cp_prp,A,22,28,mov,600,congruent,right
cp_prp,A,22,29,mov,300,congruent,right
cp_prp,A,22,30,mov,300,congruent,left
cp_prp,A,22,31,mov,300,incongruent,right
cp_prp,A,22,32,mov,300,incongruent,left
cp_prp,A,22,33,mov,300,congruent,right
cp_prp,A,22,34,mov,100,congruent,right
cp_prp,A,22,35,mov,600,incongruent,left
cp_prp,A,22,36,mov,600,incongruent,left
cp_prp,A,22,37,mov,600,congruent,left
cp_prp,A,22,38,mov,600,incongruent,right
cp_prp,A,22,39,mov,600,congruent,right
cp_prp,A,22,40,mov,300,incongruent,left
cp_prp,A,22,41,mov,100,congruent,right
cp_prp,A,22,42,mov,300,incongruent,right
cp_prp,A,22,43,mov,100,incongruent,right
cp_prp,A,22,44,mov,300,incongruent,left
cp_prp,A,22,45,mov,600,incongruent,left
cp_prp,A,22,46,mov,600,incongruent,right
cp_prp,A,22,47,mov,100,incongruent,left
cp_prp,A,22,48,mov,600,incongruent,right
cp_prp,A,22,49,mov,300,congruent,right
cp_prp,A,22,50,mov,600,incongruent,left
cp_prp,A,22,51,mov,100,congruent,left
cp_prp,A,22,52,mov,100,incongruent,right
cp_prp,A,22,53,mov,600,congruent,left
cp_prp,A,22,54,mov,100,incongruent,right
cp_prp,A,22,55,mov,300,congruent,left
cp_prp,A,22,56,mov,300,congruent,right
cp_prp,A,22,57,mov,600,congruent,left
cp_prp,A,22,58,mov,300,congruent,left
cp_prp,A,22,59,mov,300,incongruent,left
cp_prp,A,22,60,mov,600,incongruent,left
cp_prp,A,22,61,mov,100,incongruent,left
cp_prp,A,22,62,mov,300,congruent,left
cp_prp,A,22,63,mov,100,incongruent,right
cp_prp,A,22,64,mov,600,congruent,right
cp_prp,A,22,65,mov,100,incongruent,right
cp_prp,A,22,66,mov,100,incongruent,left
cp_prp,A,22,67,mov,600,congruent,left
cp_prp,A,22,68,mov,600,congruent,left
cp_prp,A,22,69,mov,100,incongruent,left
cp_prp,A,22,70,mov,300,incongruent,right
cp_prp,A,22,71,mov,600,congruent,left
cp_prp,A,22,72,mov,300,incongruent,left
cp_prp,A,22,73,mov,100,congruent,left
cp_prp,A,22,74,mov,300,incongruent,right
cp_prp,A,22,75,mov,100,incongruent,right
cp_prp,A,22,76,mov,600,incongruent,left
cp_prp,A,22,77,mov,600,incongruent,left
cp_prp,A,22,78,mov,300,congruent,left
cp_prp,A,22,79,mov,600,congruent,right
cp_prp,A,22,80,mov,600,congruent,right
cp_prp,A,22,81,mov,300,congruent,left
cp_prp,A,22,82,mov,100,congruent,left
cp_prp,A,22,83,mov,100,congruent,left
cp_prp,A,22,84,mov,100,congruent,right
cp_prp,A,22,85,mov,100,congruent,right
cp_prp,A,22,86,mov,300,incongruent,right
cp_prp,A,22,87,mov,300,congruent,left
cp_prp,A,22,88,mov,300,incongruent,left
cp_prp,A,22,89,mov,300,congruent,left
cp_prp,A,22,90,mov,100,incongruent,right
cp_prp,A,22,91,mov,300,incongruent,left
cp_prp,A,22,92,mov,600,incongruent,right
cp_prp,A,22,93,mov,300,incongruent,right
cp_prp,A,22,94,mov,600,incongruent,right
cp_prp,A,22,95,mov,300,incongruent,right
