block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,44,0,or,First,First,congruent,hard,left
cp_taskswitch_asym,A,44,1,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,44,2,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,44,3,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,44,4,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,44,5,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,44,6,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,44,7,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,44,8,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,44,9,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,44,10,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,44,11,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,44,12,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,44,13,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,44,14,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,44,15,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,44,16,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,44,17,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,44,18,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,44,19,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,44,20,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,44,21,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,44,22,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,44,23,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,44,24,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,44,25,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,44,26,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,44,27,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,44,28,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,44,29,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,44,30,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,44,31,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,44,32,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,44,33,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,44,34,or,Repeat,Repeat,congruent,hard,left
