block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,A,20,0,mov,congruent,right,First
cp_stroop,A,20,1,mov,congruent,right,Repeat
cp_stroop,A,20,2,mov,congruent,right,Repeat
cp_stroop,A,20,3,mov,incongruent,right,Repeat
cp_stroop,A,20,4,mov,congruent,left,Switch
cp_stroop,A,20,5,mov,congruent,left,Repeat
cp_stroop,A,20,6,mov,congruent,left,Repeat
cp_stroop,A,20,7,mov,incongruent,right,Switch
cp_stroop,A,20,8,mov,incongruent,left,Switch
cp_stroop,A,20,9,mov,congruent,right,Switch
cp_stroop,A,20,10,mov,congruent,right,Repeat
cp_stroop,A,20,11,mov,congruent,right,Repeat
cp_stroop,A,20,12,mov,congruent,right,Repeat
cp_stroop,A,20,13,mov,incongruent,left,Switch
cp_stroop,A,20,14,mov,congruent,left,Repeat
cp_stroop,A,20,15,mov,congruent,right,Switch
cp_stroop,A,20,16,mov,incongruent,right,Repeat
cp_stroop,A,20,17,mov,congruent,left,Switch
cp_stroop,A,20,18,mov,congruent,left,Repeat
cp_stroop,A,20,19,mov,incongruent,left,Repeat
cp_stroop,A,20,20,mov,incongruent,right,Switch
cp_stroop,A,20,21,mov,incongruent,right,Repeat
cp_stroop,A,20,22,mov,congruent,left,Switch
cp_stroop,A,20,23,mov,congruent,right,Switch
cp_stroop,A,20,24,mov,incongruent,left,Switch
cp_stroop,A,20,25,mov,incongruent,left,Repeat
cp_stroop,A,20,26,mov,incongruent,left,Repeat
cp_stroop,A,20,27,mov,congruent,right,Switch
cp_stroop,A,20,28,mov,congruent,left,Switch
cp_stroop,A,20,29,mov,congruent,right,Switch
cp_stroop,A,20,30,mov,incongruent,right,Repeat
cp_stroop,A,20,31,mov,incongruent,left,Switch
cp_stroop,A,20,32,mov,incongruent,right,Switch
cp_stroop,A,20,33,mov,congruent,right,Repeat
cp_stroop,A,20,34,mov,incongruent,left,Switch
cp_stroop,A,20,35,mov,incongruent,left,Repeat
cp_stroop,A,20,36,mov,incongruent,left,Repeat
cp_stroop,A,20,37,mov,incongruent,right,Switch
cp_stroop,A,20,38,mov,congruent,left,Switch
cp_stroop,A,20,39,mov,incongruent,right,Switch
cp_stroop,A,20,40,mov,congruent,right,Repeat
cp_stroop,A,20,41,mov,congruent,left,Switch
cp_stroop,A,20,42,mov,incongruent,right,Switch
cp_stroop,A,20,43,mov,incongruent,left,Switch
cp_stroop,A,20,44,mov,congruent,left,Repeat
cp_stroop,A,20,45,mov,congruent,left,Repeat
cp_stroop,A,20,46,mov,incongruent,left,Repeat
cp_stroop,A,20,47,mov,congruent,right,Switch
cp_stroop,A,20,48,mov,incongruent,right,Repeat
cp_stroop,A,20,49,mov,incongruent,left,Switch
cp_stroop,A,20,50,mov,congruent,right,Switch
cp_stroop,A,20,51,mov,incongruent,right,Repeat
cp_stroop,A,20,52,mov,congruent,left,Switch
cp_stroop,A,20,53,mov,incongruent,right,Switch
cp_stroop,A,20,54,mov,congruent,right,Repeat
cp_stroop,A,20,55,mov,incongruent,left,Switch
cp_stroop,A,20,56,mov,congruent,left,Repeat
cp_stroop,A,20,57,mov,congruent,left,Repeat
cp_stroop,A,20,58,mov,incongruent,right,Switch
cp_stroop,A,20,59,mov,congruent,left,Switch
cp_stroop,A,20,60,mov,congruent,left,Repeat
cp_stroop,A,20,61,mov,incongruent,left,Repeat
cp_stroop,A,20,62,mov,incongruent,right,Switch
cp_stroop,A,20,63,mov,congruent,right,Repeat
cp_stroop,A,20,64,mov,congruent,right,Repeat
cp_stroop,A,20,65,mov,congruent,right,Repeat
cp_stroop,A,20,66,mov,congruent,left,Switch
cp_stroop,A,20,67,mov,congruent,right,Switch
cp_stroop,A,20,68,mov,congruent,right,Repeat
cp_stroop,A,20,69,mov,incongruent,left,Switch
cp_stroop,A,20,70,mov,congruent,left,Repeat
cp_stroop,A,20,71,mov,incongruent,left,Repeat
cp_stroop,A,20,72,mov,incongruent,right,Switch
cp_stroop,A,20,73,mov,incongruent,left,Switch
cp_stroop,A,20,74,mov,incongruent,left,Repeat
cp_stroop,A,20,75,mov,congruent,left,Repeat
cp_stroop,A,20,76,mov,congruent,left,Repeat
cp_stroop,A,20,77,mov,congruent,right,Switch
cp_stroop,A,20,78,mov,incongruent,right,Repeat
cp_stroop,A,20,79,mov,congruent,left,Switch
cp_stroop,A,20,80,mov,incongruent,right,Switch
cp_stroop,A,20,81,mov,incongruent,left,Switch
cp_stroop,A,20,82,mov,congruent,left,Repeat
cp_stroop,A,20,83,mov,congruent,right,Switch
cp_stroop,A,20,84,mov,incongruent,right,Repeat
cp_stroop,A,20,85,mov,incongruent,right,Repeat
cp_stroop,A,20,86,mov,incongruent,left,Switch
cp_stroop,A,20,87,mov,incongruent,right,Switch
cp_stroop,A,20,88,mov,incongruent,left,Switch
cp_stroop,A,20,89,mov,congruent,left,Repeat
cp_stroop,A,20,90,mov,congruent,right,Switch
cp_stroop,A,20,91,mov,incongruent,right,Repeat
cp_stroop,A,20,92,mov,incongruent,left,Switch
cp_stroop,A,20,93,mov,incongruent,right,Switch
cp_stroop,A,20,94,mov,incongruent,right,Repeat
cp_stroop,A,20,95,mov,incongruent,left,Switch
