block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,B,28,0,or,600,incongruent,right
cp_prp,B,28,1,or,600,incongruent,left
cp_prp,B,28,2,or,600,congruent,left
cp_prp,B,28,3,or,100,incongruent,right
cp_prp,B,28,4,or,300,congruent,left
cp_prp,B,28,5,or,600,congruent,left
cp_prp,B,28,6,or,300,congruent,right
cp_prp,B,28,7,or,300,incongruent,right
cp_prp,B,28,8,or,600,incongruent,right
cp_prp,B,28,9,or,100,congruent,left
cp_prp,B,28,10,or,300,congruent,left
cp_prp,B,28,11,or,100,congruent,left
cp_prp,B,28,12,or,100,incongruent,left
cp_prp,B,28,13,or,100,congruent,right
cp_prp,B,28,14,or,100,congruent,right
cp_prp,B,28,15,or,600,congruent,left
cp_prp,B,28,16,or,600,incongruent,left
cp_prp,B,28,17,or,600,incongruent,left
cp_prp,B,28,18,or,300,incongruent,left
cp_prp,B,28,19,or,600,incongruent,left
cp_prp,B,28,20,or,100,incongruent,left
cp_prp,B,28,21,or,300,congruent,left
cp_prp,B,28,22,or,300,congruent,right
cp_prp,B,28,23,or,300,incongruent,right
cp_prp,B,28,24,or,600,incongruent,left
cp_prp,B,28,25,or,100,congruent,left
cp_prp,B,28,26,or,100,congruent,right
cp_prp,B,28,27,or,600,incongruent,right
cp_prp,B,28,28,or,300,incongruent,left
cp_prp,B,28,29,or,600,congruent,left
cp_prp,B,28,30,or,300,incongruent,left
cp_prp,B,28,31,or,600,congruent,right
cp_prp,B,28,32,or,300,congruent,right
cp_prp,B,28,33,or,300,congruent,left
cp_prp,B,28,34,or,600,incongruent,right
cp_prp,B,28,35,or,600,congruent,right
cp_prp,B,28,36,or,300,congruent,left
cp_prp,B,28,37,or,600,congruent,right
cp_prp,B,28,38,or,300,congruent,right
cp_prp,B,28,39,or,300,incongruent,right
cp_prp,B,28,40,or,300,incongruent,left
cp_prp,B,28,41,or,600,congruent,left
cp_prp,B,28,42,or,100,congruent,left
cp_prp,B,28,43,or,300,incongruent,left
cp_prp,B,28,44,or,100,incongruent,left
cp_prp,B,28,45,or,600,congruent,right
cp_prp,B,28,46,or,100,incongruent,right
cp_prp,B,28,47,or,100,incongruent,right
cp_prp,B,28,48,or,600,incongruent,right
cp_prp,B,28,49,or,600,incongruent,left
cp_prp,B,28,50,or,600,congruent,left
cp_prp,B,28,51,or,600,congruent,left
cp_prp,B,28,52,or,100,incongruent,left
cp_prp,B,28,53,or,100,congruent,right
cp_prp,B,28,54,or,300,congruent,right
cp_prp,B,28,55,or,600,incongruent,left
cp_prp,B,28,56,or,600,incongruent,right
cp_prp,B,28,57,or,100,congruent,left
cp_prp,B,28,58,or,600,incongruent,right
cp_prp,B,28,59,or,300,incongruent,right
cp_prp,B,28,60,or,100,incongruent,left
cp_prp,B,28,61,or,100,congruent,left
cp_prp,B,28,62,or,300,congruent,left
cp_prp,B,28,63,or,300,congruent,right
cp_prp,B,28,64,or,100,incongruent,right
cp_prp,B,28,65,or,100,congruent,right
cp_prp,B,28,66,or,100,incongruent,right
cp_prp,B,28,67,or,300,incongruent,right
cp_prp,B,28,68,or,100,incongruent,left
cp_prp,B,28,69,or,100,congruent,right
cp_prp,B,28,70,or,300,incongruent,left
cp_prp,B,28,71,or,300,congruent,right
cp_prp,B,28,72,or,600,incongruent,right
cp_prp,B,28,73,or,600,congruent,right
cp_prp,B,28,74,or,100,congruent,left
cp_prp,B,28,75,or,300,incongruent,right
cp_prp,B,28,76,or,100,incongruent,left
cp_prp,B,28,77,or,100,congruent,right
cp_prp,B,28,78,or,300,incongruent,left
cp_prp,B,28,79,or,300,incongruent,right
cp_prp,B,28,80,or,300,congruent,right
cp_prp,B,28,81,or,600,incongruent,left
cp_prp,B,28,82,or,100,incongruent,right
cp_prp,B,28,83,or,600,congruent,left
cp_prp,B,28,84,or,300,congruent,left
cp_prp,B,28,85,or,600,congruent,right
cp_prp,B,28,86,or,300,incongruent,left
cp_prp,B,28,87,or,300,incongruent,right
cp_prp,B,28,88,or,100,congruent,left
cp_prp,B,28,89,or,100,incongruent,right
cp_prp,B,28,90,or,600,congruent,right
cp_prp,B,28,91,or,100,congruent,right
cp_prp,B,28,92,or,100,incongruent,left
cp_prp,B,28,93,or,300,congruent,left
cp_prp,B,28,94,or,100,incongruent,right
cp_prp,B,28,95,or,600,congruent,right
