block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,A,17,0,mov,congruent,right,First
cp_stroop,A,17,1,mov,incongruent,left,Switch
cp_stroop,A,17,2,mov,congruent,left,Repeat
cp_stroop,A,17,3,mov,incongruent,right,Switch
cp_stroop,A,17,4,mov,congruent,right,Repeat
cp_stroop,A,17,5,mov,congruent,left,Switch
cp_stroop,A,17,6,mov,congruent,right,Switch
cp_stroop,A,17,7,mov,incongruent,right,Repeat
cp_stroop,A,17,8,mov,congruent,left,Switch
cp_stroop,A,17,9,mov,congruent,right,Switch
cp_stroop,A,17,10,mov,incongruent,right,Repeat
cp_stroop,A,17,11,mov,incongruent,right,Repeat
cp_stroop,A,17,12,mov,congruent,left,Switch
cp_stroop,A,17,13,mov,incongruent,right,Switch
cp_stroop,A,17,14,mov,congruent,right,Repeat
cp_stroop,A,17,15,mov,incongruent,right,Repeat
cp_stroop,A,17,16,mov,congruent,right,Repeat
cp_stroop,A,17,17,mov,incongruent,left,Switch
cp_stroop,A,17,18,mov,incongruent,left,Repeat
cp_stroop,A,17,19,mov,incongruent,right,Switch
cp_stroop,A,17,20,mov,incongruent,right,Repeat
cp_stroop,A,17,21,mov,incongruent,left,Switch
cp_stroop,A,17,22,mov,congruent,right,Switch
cp_stroop,A,17,23,mov,congruent,right,Repeat
cp_stroop,A,17,24,mov,congruent,left,Switch
cp_stroop,A,17,25,mov,incongruent,left,Repeat
cp_stroop,A,17,26,mov,congruent,left,Repeat
cp_stroop,A,17,27,mov,congruent,right,Switch
cp_stroop,A,17,28,mov,congruent,right,Repeat
cp_stroop,A,17,29,mov,incongruent,left,Switch
cp_stroop,A,17,30,mov,incongruent,left,Repeat
cp_stroop,A,17,31,mov,incongruent,right,Switch
cp_stroop,A,17,32,mov,congruent,left,Switch
cp_stroop,A,17,33,mov,incongruent,left,Repeat
cp_stroop,A,17,34,mov,incongruent,right,Switch
cp_stroop,A,17,35,mov,incongruent,right,Repeat
cp_stroop,A,17,36,mov,congruent,right,Repeat
cp_stroop,A,17,37,mov,congruent,right,Repeat
cp_stroop,A,17,38,mov,congruent,left,Switch
cp_stroop,A,17,39,mov,congruent,left,Repeat
cp_stroop,A,17,40,mov,congruent,right,Switch
cp_stroop,A,17,41,mov,incongruent,left,Switch
cp_stroop,A,17,42,mov,congruent,left,Repeat
cp_stroop,A,17,43,mov,congruent,right,Switch
cp_stroop,A,17,44,mov,incongruent,right,Repeat
cp_stroop,A,17,45,mov,incongruent,left,Switch
cp_stroop,A,17,46,mov,congruent,left,Repeat
cp_stroop,A,17,47,mov,congruent,left,Repeat
cp_stroop,A,17,48,mov,congruent,right,Switch
cp_stroop,A,17,49,mov,incongruent,left,Switch
cp_stroop,A,17,50,mov,incongruent,left,Repeat
cp_stroop,A,17,51,mov,incongruent,right,Switch
cp_stroop,A,17,52,mov,congruent,right,Repeat
cp_stroop,A,17,53,mov,incongruent,left,Switch
cp_stroop,A,17,54,mov,congruent,right,Switch
cp_stroop,A,17,55,mov,congruent,left,Switch
cp_stroop,A,17,56,mov,congruent,left,Repeat
cp_stroop,A,17,57,mov,incongruent,left,Repeat
cp_stroop,A,17,58,mov,incongruent,right,Switch
cp_stroop,A,17,59,mov,incongruent,right,Repeat
cp_stroop,A,17,60,mov,congruent,left,Switch
cp_stroop,A,17,61,mov,congruent,right,Switch
cp_stroop,A,17,62,mov,congruent,left,Switch
cp_stroop,A,17,63,mov,congruent,left,Repeat
cp_stroop,A,17,64,mov,incongruent,right,Switch
cp_stroop,A,17,65,mov,congruent,right,Repeat
cp_stroop,A,17,66,mov,incongruent,right,Repeat
cp_stroop,A,17,67,mov,congruent,left,Switch
cp_stroop,A,17,68,mov,congruent,right,Switch
cp_stroop,A,17,69,mov,incongruent,left,Switch
cp_stroop,A,17,70,mov,congruent,left,Repeat
cp_stroop,A,17,71,mov,incongruent,left,Repeat
cp_stroop,A,17,72,mov,incongruent,right,Switch
cp_stroop,A,17,73,mov,incongruent,left,Switch
cp_stroop,A,17,74,mov,incongruent,right,Switch
cp_stroop,A,17,75,mov,incongruent,right,Repeat
cp_stroop,A,17,76,mov,incongruent,right,Repeat
cp_stroop,A,17,77,mov,congruent,left,Switch
cp_stroop,A,17,78,mov,congruent,left,Repeat
cp_stroop,A,17,79,mov,incongruent,left,Repeat
cp_stroop,A,17,80,mov,incongruent,right,Switch
cp_stroop,A,17,81,mov,congruent,right,Repeat
cp_stroop,A,17,82,mov,incongruent,left,Switch
cp_stroop,A,17,83,mov,incongruent,right,Switch
cp_stroop,A,17,84,mov,congruent,right,Repeat
cp_stroop,A,17,85,mov,incongruent,left,Switch
cp_stroop,A,17,86,mov,incongruent,left,Repeat
cp_stroop,A,17,87,mov,incongruent,right,Switch
cp_stroop,A,17,88,mov,incongruent,left,Switch
cp_stroop,A,17,89,mov,incongruent,left,Repeat
cp_stroop,A,17,90,mov,congruent,left,Repeat
cp_stroop,A,17,91,mov,congruent,left,Repeat
cp_stroop,A,17,92,mov,congruent,right,Switch
cp_stroop,A,17,93,mov,incongruent,left,Switch
cp_stroop,A,17,94,mov,congruent,left,Repeat
cp_stroop,A,17,95,mov,congruent,right,Switch
