block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,11,0,mov,First,First,incongruent,hard,right
cp_taskswitch,B,11,1,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,11,2,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,11,3,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,11,4,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,11,5,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,11,6,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,11,7,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,11,8,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,11,9,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,11,10,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,11,11,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,11,12,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,11,13,or,Switch,Switch,congruent,easy,right
cp_taskswitch,B,11,14,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,11,15,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,11,16,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,11,17,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,11,18,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,11,19,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,11,20,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,11,21,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,11,22,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,11,23,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,11,24,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,11,25,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,11,26,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,11,27,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,11,28,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,11,29,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,11,30,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,11,31,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,11,32,or,Switch,Switch,congruent,easy,right
cp_taskswitch,B,11,33,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,11,34,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,11,35,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,11,36,or,Switch,Switch,congruent,hard,left
cp_taskswitch,B,11,37,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,11,38,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,11,39,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,11,40,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,11,41,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,11,42,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,11,43,or,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,11,44,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,11,45,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,11,46,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,11,47,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,11,48,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,11,49,or,Switch,Switch,congruent,hard,right
cp_taskswitch,B,11,50,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,11,51,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,11,52,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,11,53,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,11,54,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,11,55,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,11,56,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,B,11,57,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,11,58,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,11,59,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,11,60,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,11,61,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,11,62,or,Switch,Switch,incongruent,easy,left
