block_id,condition,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,0,mov,congruent,low,mid,left
cp_stroop_crossed,A,1,mov,congruent,mid,mid,right
cp_stroop_crossed,A,2,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,3,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,4,mov,congruent,low,low,right
cp_stroop_crossed,A,5,mov,incongruent,low,mid,left
cp_stroop_crossed,A,6,mov,congruent,high,mid,right
cp_stroop_crossed,A,7,mov,incongruent,low,low,left
cp_stroop_crossed,A,8,mov,congruent,low,high,right
cp_stroop_crossed,A,9,mov,congruent,high,high,left
cp_stroop_crossed,A,10,mov,incongruent,low,high,left
cp_stroop_crossed,A,11,mov,congruent,low,mid,right
cp_stroop_crossed,A,12,mov,congruent,mid,mid,left
cp_stroop_crossed,A,13,mov,incongruent,low,mid,right
cp_stroop_crossed,A,14,mov,incongruent,low,low,left
cp_stroop_crossed,A,15,mov,congruent,mid,high,right
cp_stroop_crossed,A,16,mov,congruent,high,low,right
cp_stroop_crossed,A,17,mov,congruent,high,mid,left
cp_stroop_crossed,A,18,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,19,mov,congruent,low,mid,left
cp_stroop_crossed,A,20,mov,incongruent,high,low,left
cp_stroop_crossed,A,21,mov,incongruent,high,high,left
cp_stroop_crossed,A,22,mov,incongruent,low,low,right
cp_stroop_crossed,A,23,mov,congruent,mid,mid,left
cp_stroop_crossed,A,24,mov,incongruent,low,low,right
cp_stroop_crossed,A,25,mov,incongruent,high,mid,right
cp_stroop_crossed,A,26,mov,congruent,high,mid,left
cp_stroop_crossed,A,27,mov,incongruent,low,high,right
cp_stroop_crossed,A,28,mov,congruent,mid,high,left
cp_stroop_crossed,A,29,mov,incongruent,mid,low,right
cp_stroop_crossed,A,30,mov,incongruent,high,low,right
cp_stroop_crossed,A,31,mov,incongruent,high,high,right
cp_stroop_crossed,A,32,mov,incongruent,low,high,right
cp_stroop_crossed,A,33,mov,incongruent,low,mid,right
cp_stroop_crossed,A,34,mov,incongruent,mid,mid,right
