block_id,condition,trial_index,task,soa_level,congruency,target_dir
cp_prp,B,0,mov,600,incongruent,right
cp_prp,B,1,or,300,congruent,left
cp_prp,B,2,or,100,incongruent,left
cp_prp,B,3,mov,100,incongruent,right
cp_prp,B,4,mov,600,congruent,right
cp_prp,B,5,or,600,incongruent,left
cp_prp,B,6,mov,300,congruent,right
cp_prp,B,7,mov,300,incongruent,left
cp_prp,B,8,mov,600,congruent,left
cp_prp,B,9,or,300,incongruent,right
cp_prp,B,10,mov,300,incongruent,left
cp_prp,B,11,or,600,incongruent,left
cp_prp,B,12,mov,600,congruent,left
cp_prp,B,13,or,300,incongruent,right
cp_prp,B,14,or,100,incongruent,left
cp_prp,B,15,mov,300,incongruent,right
cp_prp,B,16,or,100,congruent,left
cp_prp,B,17,or,100,congruent,right
cp_prp,B,18,or,100,incongruent,left
cp_prp,B,19,mov,600,incongruent,right
cp_prp,B,20,mov,300,incongruent,right
cp_prp,B,21,mov,100,congruent,left
cp_prp,B,22,or,600,congruent,right
cp_prp,B,23,or,300,incongruent,left
cp_prp,B,24,or,300,congruent,right
cp_prp,B,25,mov,600,incongruent,left
cp_prp,B,26,or,300,congruent,left
cp_prp,B,27,or,600,incongruent,left
cp_prp,B,28,or,100,incongruent,right
cp_prp,B,29,mov,300,congruent,left
cp_prp,B,30,mov,300,congruent,left
cp_prp,B,31,or,300,incongruent,left
cp_prp,B,32,mov,300,incongruent,left
cp_prp,B,33,mov,100,incongruent,right
cp_prp,B,34,or,600,congruent,right
cp_prp,B,35,mov,100,congruent,right
cp_prp,B,36,mov,600,congruent,right
cp_prp,B,37,mov,600,incongruent,left
cp_prp,B,38,or,100,congruent,right
cp_prp,B,39,or,100,incongruent,right
cp_prp,B,40,mov,600,congruent,left
cp_prp,B,41,or,600,incongruent,left
cp_prp,B,42,mov,100,congruent,right
cp_prp,B,43,mov,600,incongruent,right
cp_prp,B,44,or,300,incongruent,left
cp_prp,B,45,or,300,incongruent,right
cp_prp,B,46,or,600,incongruent,right
cp_prp,B,47,mov,600,congruent,left
cp_prp,B,48,or,100,congruent,left
cp_prp,B,49,mov,300,congruent,left
cp_prp,B,50,or,300,congruent,right
cp_prp,B,51,or,300,incongruent,left
cp_prp,B,52,mov,100,incongruent,right
cp_prp,B,53,mov,300,congruent,left
cp_prp,B,54,or,600,congruent,left
cp_prp,B,55,or,300,incongruent,right
cp_prp,B,56,mov,100,congruent,left
cp_prp,B,57,or,600,congruent,left
cp_prp,B,58,mov,100,incongruent,left
cp_prp,B,59,mov,300,congruent,right
cp_prp,B,60,or,100,incongruent,right
cp_prp,B,61,or,600,congruent,left
cp_prp,B,62,or,100,congruent,left
cp_prp,B,63,mov,100,incongruent,right
cp_prp,B,64,or,300,congruent,right
cp_prp,B,65,mov,100,incongruent,left
cp_prp,B,66,mov,300,incongruent,right
cp_prp,B,67,mov,600,incongruent,left
cp_prp,B,68,or,100,incongruent,left
cp_prp,B,69,or,100,congruent,right
cp_prp,B,70,mov,300,incongruent,right
cp_prp,B,71,or,100,incongruent,right
cp_prp,B,72,mov,100,incongruent,left
cp_prp,B,73,mov,100,congruent,left
cp_prp,B,74,mov,300,incongruent,left
cp_prp,B,75,or,100,congruent,right
cp_prp,B,76,mov,300,congruent,right
cp_prp,B,77,or,300,congruent,left
cp_prp,B,78,or,600,incongruent,right
cp_prp,B,79,mov,300,congruent,right
cp_prp,B,80,mov,100,congruent,right
cp_prp,B,81,mov,100,incongruent,left
cp_prp,B,82,or,600,congruent,right
cp_prp,B,83,or,600,incongruent,right
cp_prp,B,84,mov,600,incongruent,left
cp_prp,B,85,mov,600,congruent,right
cp_prp,B,86,or,600,congruent,right
cp_prp,B,87,mov,100,congruent,right
cp_prp,B,88,mov,100,congruent,left
cp_prp,B,89,or,300,congruent,right
cp_prp,B,90,or,300,congruent,left
cp_prp,B,91,mov,600,incongruent,right
cp_prp,B,92,mov,600,congruent,right
cp_prp,B,93,or,600,congruent,left
cp_prp,B,94,or,100,congruent,left
cp_prp,B,95,or,600,incongruent,right
