block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,1,0,or,congruent,high,mid,left
cp_stroop_crossed,B,1,1,or,incongruent,high,low,right
cp_stroop_crossed,B,1,2,or,congruent,mid,mid,left
cp_stroop_crossed,B,1,3,or,incongruent,low,high,left
cp_stroop_crossed,B,1,4,or,incongruent,low,high,left
cp_stroop_crossed,B,1,5,or,congruent,mid,low,left
cp_stroop_crossed,B,1,6,or,congruent,mid,low,right
cp_stroop_crossed,B,1,7,or,congruent,high,mid,right
cp_stroop_crossed,B,1,8,or,congruent,low,mid,left
cp_stroop_crossed,B,1,9,or,congruent,high,mid,left
cp_stroop_crossed,B,1,10,or,incongruent,high,low,left
cp_stroop_crossed,B,1,11,or,congruent,low,mid,right
cp_stroop_crossed,B,1,12,or,congruent,low,low,left
cp_stroop_crossed,B,1,13,or,congruent,mid,mid,left
cp_stroop_crossed,B,1,14,or,incongruent,high,mid,left
cp_stroop_crossed,B,1,15,or,congruent,low,high,right
cp_stroop_crossed,B,1,16,or,incongruent,high,mid,right
cp_stroop_crossed,B,1,17,or,incongruent,low,low,right
cp_stroop_crossed,B,1,18,or,incongruent,high,low,right
cp_stroop_crossed,B,1,19,or,congruent,low,low,right
cp_stroop_crossed,B,1,20,or,incongruent,low,high,right
cp_stroop_crossed,B,1,21,or,congruent,high,low,right
cp_stroop_crossed,B,1,22,or,congruent,mid,low,right
cp_stroop_crossed,B,1,23,or,incongruent,low,mid,left
cp_stroop_crossed,B,1,24,or,incongruent,mid,high,left
cp_stroop_crossed,B,1,25,or,congruent,low,high,left
cp_stroop_crossed,B,1,26,or,incongruent,high,high,right
cp_stroop_crossed,B,1,27,or,congruent,high,low,right
cp_stroop_crossed,B,1,28,or,incongruent,low,high,left
cp_stroop_crossed,B,1,29,or,congruent,high,low,left
cp_stroop_crossed,B,1,30,or,incongruent,low,low,left
cp_stroop_crossed,B,1,31,or,incongruent,mid,low,left
cp_stroop_crossed,B,1,32,or,incongruent,high,high,left
cp_stroop_crossed,B,1,33,or,congruent,mid,high,right
cp_stroop_crossed,B,1,34,or,incongruent,low,low,left
cp_stroop_crossed,B,1,35,or,congruent,high,high,left
cp_stroop_crossed,B,1,36,or,incongruent,mid,mid,left
cp_stroop_crossed,B,1,37,or,congruent,mid,low,left
cp_stroop_crossed,B,1,38,or,congruent,low,mid,right
cp_stroop_crossed,B,1,39,or,incongruent,high,low,left
cp_stroop_crossed,B,1,40,or,congruent,low,mid,left
cp_stroop_crossed,B,1,41,or,congruent,high,high,right
cp_stroop_crossed,B,1,42,or,congruent,low,low,left
cp_stroop_crossed,B,1,43,or,congruent,mid,high,left
cp_stroop_crossed,B,1,44,or,incongruent,high,low,right
cp_stroop_crossed,B,1,45,or,congruent,high,low,left
cp_stroop_crossed,B,1,46,or,incongruent,mid,low,right
cp_stroop_crossed,B,1,47,or,congruent,low,high,left
cp_stroop_crossed,B,1,48,or,incongruent,high,mid,right
cp_stroop_crossed,B,1,49,or,incongruent,low,high,right
cp_stroop_crossed,B,1,50,or,congruent,mid,high,right
cp_stroop_crossed,B,1,51,or,congruent,mid,high,left
cp_stroop_crossed,B,1,52,or,incongruent,low,high,right
cp_stroop_crossed,B,1,53,or,congruent,high,high,left
cp_stroop_crossed,B,1,54,or,congruent,high,mid,left
cp_stroop_crossed,B,1,55,or,incongruent,high,high,left
cp_stroop_crossed,B,1,56,or,incongruent,mid,high,right
cp_stroop_crossed,B,1,57,or,congruent,low,high,left
cp_stroop_crossed,B,1,58,or,congruent,high,high,right
cp_stroop_crossed,B,1,59,or,incongruent,low,low,left
cp_stroop_crossed,B,1,60,or,congruent,mid,mid,right
cp_stroop_crossed,B,1,61,or,incongruent,high,mid,right
cp_stroop_crossed,B,1,62,or,incongruent,low,mid,right
cp_stroop_crossed,B,1,63,or,incongruent,low,mid,right
cp_stroop_crossed,B,1,64,or,incongruent,mid,high,left
cp_stroop_crossed,B,1,65,or,incongruent,high,mid,left
cp_stroop_crossed,B,1,66,or,incongruent,mid,high,right
cp_stroop_crossed,B,1,67,or,congruent,low,high,right
cp_stroop_crossed,B,1,68,or,incongruent,low,mid,left
cp_stroop_crossed,B,1,69,or,congruent,high,high,right
cp_stroop_crossed,B,1,70,or,congruent,low,low,right
cp_stroop_crossed,B,1,71,or,congruent,high,mid,right
cp_stroop_crossed,B,1,72,or,incongruent,mid,mid,right
cp_stroop_crossed,B,1,73,or,incongruent,high,high,right
cp_stroop_crossed,B,1,74,or,incongruent,high,high,right
cp_stroop_crossed,B,1,75,or,congruent,low,mid,right
cp_stroop_crossed,B,1,76,or,congruent,mid,mid,right
cp_stroop_crossed,B,1,77,or,congruent,low,low,left
cp_stroop_crossed,B,1,78,or,congruent,mid,mid,left
cp_stroop_crossed,B,1,79,or,incongruent,low,mid,right
cp_stroop_crossed,B,1,80,or,congruent,mid,low,left
cp_stroop_crossed,B,1,81,or,incongruent,high,low,left
cp_stroop_crossed,B,1,82,or,incongruent,high,mid,left
cp_stroop_crossed,B,1,83,or,congruent,mid,mid,right
cp_stroop_crossed,B,1,84,or,incongruent,low,mid,left
cp_stroop_crossed,B,1,85,or,congruent,high,low,right
cp_stroop_crossed,B,1,86,or,incongruent,mid,low,right
cp_stroop_crossed,B,1,87,or,incongruent,high,high,left
cp_stroop_crossed,B,1,88,or,incongruent,mid,high,left
cp_stroop_crossed,B,1,89,or,incongruent,low,low,right
cp_stroop_crossed,B,1,90,or,congruent,mid,low,right
cp_stroop_crossed,B,1,91,or,congruent,high,low,left
cp_stroop_crossed,B,1,92,or,congruent,low,mid,left
cp_stroop_crossed,B,1,93,or,incongruent,mid,mid,right
cp_stroop_crossed,B,1,94,or,incongruent,mid,low,left
cp_stroop_crossed,B,1,95,or,congruent,low,high,right
cp_stroop_crossed,B,1,96,or,congruent,low,low,right
cp_stroop_crossed,B,1,97,or,congruent,mid,high,right
