block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,0,or,First,First,incongruent,easy,left
cp_taskswitch,A,1,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,2,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,3,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,4,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,5,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,6,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,7,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,8,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,9,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,10,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,11,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,12,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,13,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,14,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,15,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,16,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,17,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,18,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,19,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,20,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,21,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,22,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,23,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,24,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,25,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,26,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,27,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,28,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,29,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,30,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,31,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,32,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,33,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,34,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,35,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,36,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,37,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,38,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,39,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,40,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,41,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,42,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,43,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,44,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,45,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,46,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,47,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,48,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,49,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,50,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,51,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,52,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,53,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,54,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,55,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,56,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,57,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,58,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,59,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,60,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,61,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,62,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,63,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,64,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,65,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,66,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,67,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,68,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,69,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,70,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,71,or,Repeat,Repeat,incongruent,easy,left
