block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,A,23,0,mov,congruent,left,First
cp_stroop,A,23,1,mov,congruent,right,Switch
cp_stroop,A,23,2,mov,congruent,right,Repeat
cp_stroop,A,23,3,mov,congruent,left,Switch
cp_stroop,A,23,4,mov,incongruent,left,Repeat
cp_stroop,A,23,5,mov,incongruent,left,Repeat
cp_stroop,A,23,6,mov,congruent,right,Switch
cp_stroop,A,23,7,mov,congruent,right,Repeat
cp_stroop,A,23,8,mov,incongruent,right,Repeat
cp_stroop,A,23,9,mov,incongruent,right,Repeat
cp_stroop,A,23,10,mov,incongruent,left,Switch
cp_stroop,A,23,11,mov,congruent,left,Repeat
cp_stroop,A,23,12,mov,incongruent,right,Switch
cp_stroop,A,23,13,mov,congruent,left,Switch
cp_stroop,A,23,14,mov,incongruent,left,Repeat
cp_stroop,A,23,15,mov,congruent,right,Switch
cp_stroop,A,23,16,mov,incongruent,right,Repeat
cp_stroop,A,23,17,mov,incongruent,left,Switch
cp_stroop,A,23,18,mov,congruent,right,Switch
cp_stroop,A,23,19,mov,incongruent,right,Repeat
cp_stroop,A,23,20,mov,congruent,left,Switch
cp_stroop,A,23,21,mov,incongruent,left,Repeat
cp_stroop,A,23,22,mov,incongruent,right,Switch
cp_stroop,A,23,23,mov,congruent,right,Repeat
cp_stroop,A,23,24,mov,incongruent,right,Repeat
cp_stroop,A,23,25,mov,incongruent,left,Switch
cp_stroop,A,23,26,mov,incongruent,left,Repeat
cp_stroop,A,23,27,mov,incongruent,left,Repeat
cp_stroop,A,23,28,mov,congruent,left,Repeat
cp_stroop,A,23,29,mov,incongruent,right,Switch
cp_stroop,A,23,30,mov,congruent,left,Switch
cp_stroop,A,23,31,mov,congruent,left,Repeat
cp_stroop,A,23,32,mov,incongruent,right,Switch
cp_stroop,A,23,33,mov,congruent,right,Repeat
cp_stroop,A,23,34,mov,incongruent,left,Switch
cp_stroop,A,23,35,mov,incongruent,right,Switch
cp_stroop,A,23,36,mov,congruent,left,Switch
cp_stroop,A,23,37,mov,incongruent,left,Repeat
cp_stroop,A,23,38,mov,congruent,right,Switch
cp_stroop,A,23,39,mov,incongruent,left,Switch
cp_stroop,A,23,40,mov,incongruent,left,Repeat
cp_stroop,A,23,41,mov,congruent,right,Switch
cp_stroop,A,23,42,mov,congruent,right,Repeat
cp_stroop,A,23,43,mov,incongruent,right,Repeat
cp_stroop,A,23,44,mov,congruent,left,Switch
cp_stroop,A,23,45,mov,congruent,left,Repeat
cp_stroop,A,23,46,mov,congruent,right,Switch
cp_stroop,A,23,47,mov,congruent,left,Switch
cp_stroop,A,23,48,mov,incongruent,right,Switch
cp_stroop,A,23,49,mov,congruent,right,Repeat
cp_stroop,A,23,50,mov,incongruent,right,Repeat
cp_stroop,A,23,51,mov,congruent,left,Switch
cp_stroop,A,23,52,mov,incongruent,left,Repeat
cp_stroop,A,23,53,mov,incongruent,left,Repeat
cp_stroop,A,23,54,mov,incongruent,left,Repeat
cp_stroop,A,23,55,mov,congruent,right,Switch
cp_stroop,A,23,56,mov,congruent,right,Repeat
cp_stroop,A,23,57,mov,incongruent,right,Repeat
cp_stroop,A,23,58,mov,congruent,right,Repeat
cp_stroop,A,23,59,mov,incongruent,left,Switch
cp_stroop,A,23,60,mov,congruent,left,Repeat
cp_stroop,A,23,61,mov,congruent,left,Repeat
cp_stroop,A,23,62,mov,congruent,right,Switch
cp_stroop,A,23,63,mov,incongruent,right,Repeat
cp_stroop,A,23,64,mov,congruent,left,Switch
cp_stroop,A,23,65,mov,incongruent,right,Switch
cp_stroop,A,23,66,mov,congruent,left,Switch
cp_stroop,A,23,67,mov,incongruent,left,Repeat
cp_stroop,A,23,68,mov,incongruent,right,Switch
cp_stroop,A,23,69,mov,congruent,right,Repeat
cp_stroop,A,23,70,mov,congruent,left,Switch
cp_stroop,A,23,71,mov,incongruent,right,Switch
cp_stroop,A,23,72,mov,incongruent,left,Switch
cp_stroop,A,23,73,mov,congruent,left,Repeat
cp_stroop,A,23,74,mov,congruent,right,Switch
cp_stroop,A,23,75,mov,congruent,right,Repeat
cp_stroop,A,23,76,mov,congruent,right,Repeat
cp_stroop,A,23,77,mov,congruent,left,Switch
cp_stroop,A,23,78,mov,congruent,left,Repeat
cp_stroop,A,23,79,mov,congruent,left,Repeat
cp_stroop,A,23,80,mov,incongruent,right,Switch
cp_stroop,A,23,81,mov,incongruent,left,Switch
cp_stroop,A,23,82,mov,incongruent,right,Switch
cp_stroop,A,23,83,mov,incongruent,right,Repeat
cp_stroop,A,23,84,mov,congruent,left,Switch
cp_stroop,A,23,85,mov,congruent,right,Switch
cp_stroop,A,23,86,mov,incongruent,left,Switch
cp_stroop,A,23,87,mov,incongruent,left,Repeat
cp_stroop,A,23,88,mov,congruent,right,Switch
cp_stroop,A,23,89,mov,incongruent,right,Repeat
cp_stroop,A,23,90,mov,incongruent,left,Switch
cp_stroop,A,23,91,mov,incongruent,right,Switch
cp_stroop,A,23,92,mov,congruent,right,Repeat
cp_stroop,A,23,93,mov,incongruent,right,Repeat
cp_stroop,A,23,94,mov,congruent,left,Switch
cp_stroop,A,23,95,mov,incongruent,left,Repeat
