block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,8,0,mov,First,First,congruent,hard,right
cp_taskswitch_asym,B,8,1,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,8,2,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,8,3,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,8,4,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,8,5,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,8,6,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,8,7,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,8,8,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,8,9,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,8,10,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,8,11,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,8,12,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,8,13,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,8,14,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,8,15,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,8,16,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,8,17,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,8,18,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,8,19,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,8,20,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,8,21,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,8,22,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,8,23,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,8,24,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,8,25,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,8,26,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,8,27,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,8,28,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,8,29,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,8,30,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,8,31,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,8,32,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,8,33,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,8,34,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,8,35,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,8,36,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,8,37,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,8,38,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,8,39,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,8,40,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,8,41,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,8,42,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,8,43,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,8,44,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,8,45,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,8,46,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,8,47,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,8,48,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,8,49,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,8,50,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,8,51,or,Repeat,Switch,incongruent,easy,left
