block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,A,7,0,mov,600,congruent,right
cp_prp,A,7,1,mov,600,congruent,left
cp_prp,A,7,2,mov,300,congruent,right
cp_prp,A,7,3,mov,100,congruent,left
cp_prp,A,7,4,mov,100,incongruent,left
cp_prp,A,7,5,mov,600,congruent,left
cp_prp,A,7,6,mov,300,incongruent,left
cp_prp,A,7,7,mov,300,congruent,right
cp_prp,A,7,8,mov,100,congruent,right
cp_prp,A,7,9,mov,300,congruent,left
cp_prp,A,7,10,mov,600,congruent,right
cp_prp,A,7,11,mov,100,congruent,right
cp_prp,A,7,12,mov,100,incongruent,left
cp_prp,A,7,13,mov,300,incongruent,right
cp_prp,A,7,14,mov,300,congruent,left
cp_prp,A,7,15,mov,600,incongruent,left
cp_prp,A,7,16,mov,300,congruent,right
cp_prp,A,7,17,mov,100,incongruent,right
cp_prp,A,7,18,mov,300,incongruent,right
cp_prp,A,7,19,mov,100,congruent,left
cp_prp,A,7,20,mov,100,incongruent,right
cp_prp,A,7,21,mov,300,incongruent,right
cp_prp,A,7,22,mov,300,incongruent,left
cp_prp,A,7,23,mov,600,incongruent,right
cp_prp,A,7,24,mov,100,incongruent,right
cp_prp,A,7,25,mov,100,congruent,right
cp_prp,A,7,26,mov,600,congruent,left
cp_prp,A,7,27,mov,100,congruent,left
cp_prp,A,7,28,mov,100,incongruent,right
cp_prp,A,7,29,mov,300,congruent,right
cp_prp,A,7,30,mov,600,congruent,left
cp_prp,A,7,31,mov,600,incongruent,left
cp_prp,A,7,32,mov,600,congruent,right
cp_prp,A,7,33,mov,600,congruent,right
cp_prp,A,7,34,mov,600,congruent,left
cp_prp,A,7,35,mov,100,congruent,left
cp_prp,A,7,36,mov,100,incongruent,left
cp_prp,A,7,37,mov,600,congruent,left
cp_prp,A,7,38,mov,300,incongruent,left
cp_prp,A,7,39,mov,100,congruent,right
cp_prp,A,7,40,mov,100,incongruent,left
cp_prp,A,7,41,mov,100,incongruent,right
cp_prp,A,7,42,mov,300,congruent,left
cp_prp,A,7,43,mov,100,congruent,left
cp_prp,A,7,44,mov,300,congruent,left
cp_prp,A,7,45,mov,600,incongruent,left
cp_prp,A,7,46,mov,600,congruent,right
cp_prp,A,7,47,mov,600,incongruent,left
cp_prp,A,7,48,mov,600,incongruent,right
cp_prp,A,7,49,mov,600,incongruent,left
cp_prp,A,7,50,mov,300,incongruent,right
cp_prp,A,7,51,mov,100,congruent,right
cp_prp,A,7,52,mov,300,congruent,right
cp_prp,A,7,53,mov,300,incongruent,right
cp_prp,A,7,54,mov,300,incongruent,left
cp_prp,A,7,55,mov,600,incongruent,right
cp_prp,A,7,56,mov,300,incongruent,right
cp_prp,A,7,57,mov,100,incongruent,left
cp_prp,A,7,58,mov,300,congruent,left
cp_prp,A,7,59,mov,100,incongruent,left
cp_prp,A,7,60,mov,300,congruent,right
cp_prp,A,7,61,mov,600,incongruent,right
cp_prp,A,7,62,mov,300,incongruent,left
cp_prp,A,7,63,mov,300,congruent,left
cp_prp,A,7,64,mov,600,congruent,right
cp_prp,A,7,65,mov,100,incongruent,right
cp_prp,A,7,66,mov,300,incongruent,left
cp_prp,A,7,67,mov,100,congruent,left
cp_prp,A,7,68,mov,300,congruent,right
cp_prp,A,7,69,mov,600,incongruent,right
cp_prp,A,7,70,mov,300,incongruent,left
cp_prp,A,7,71,mov,600,incongruent,right
cp_prp,A,7,72,mov,100,incongruent,left
cp_prp,A,7,73,mov,600,incongruent,left
cp_prp,A,7,74,mov,300,incongruent,left
cp_prp,A,7,75,mov,100,congruent,right
cp_prp,A,7,76,mov,300,congruent,left
cp_prp,A,7,77,mov,300,incongruent,right
cp_prp,A,7,78,mov,300,congruent,left
cp_prp,A,7,79,mov,300,incongruent,right
cp_prp,A,7,80,mov,100,congruent,right
cp_prp,A,7,81,mov,600,incongruent,left
cp_prp,A,7,82,mov,600,congruent,right
cp_prp,A,7,83,mov,100,congruent,left
cp_prp,A,7,84,mov,100,incongruent,left
cp_prp,A,7,85,mov,100,incongruent,right
cp_prp,A,7,86,mov,100,incongruent,right
cp_prp,A,7,87,mov,600,incongruent,right
cp_prp,A,7,88,mov,600,congruent,left
cp_prp,A,7,89,mov,100,congruent,right
cp_prp,A,7,90,mov,600,congruent,left
cp_prp,A,7,91,mov,100,congruent,left
cp_prp,A,7,92,mov,300,congruent,right
cp_prp,A,7,93,mov,600,incongruent,right
cp_prp,A,7,94,mov,600,congruent,right
cp_prp,A,7,95,mov,600,incongruent,left
