block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,0,or,First,First,incongruent,easy,left
cp_taskswitch_asym,B,1,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,2,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,3,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,4,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,5,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,6,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,7,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,8,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,9,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,10,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,11,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,12,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,13,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,14,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,15,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,16,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,17,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,18,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,19,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,20,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,21,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,22,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,23,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,24,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,25,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,26,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,27,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,28,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,29,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,30,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,31,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,32,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,33,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,34,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,35,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,36,or,Switch,Switch,incongruent,easy,right
