block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,B,13,0,or,600,congruent,right
cp_prp,B,13,1,or,600,incongruent,left
cp_prp,B,13,2,or,100,incongruent,left
cp_prp,B,13,3,or,600,congruent,right
cp_prp,B,13,4,or,300,congruent,left
cp_prp,B,13,5,or,100,incongruent,right
cp_prp,B,13,6,or,300,congruent,right
cp_prp,B,13,7,or,600,congruent,left
cp_prp,B,13,8,or,100,incongruent,left
cp_prp,B,13,9,or,300,congruent,left
cp_prp,B,13,10,or,100,congruent,right
cp_prp,B,13,11,or,600,incongruent,right
cp_prp,B,13,12,or,300,congruent,right
cp_prp,B,13,13,or,300,congruent,left
cp_prp,B,13,14,or,300,incongruent,right
cp_prp,B,13,15,or,600,congruent,left
cp_prp,B,13,16,or,600,incongruent,right
cp_prp,B,13,17,or,600,congruent,left
cp_prp,B,13,18,or,100,incongruent,left
cp_prp,B,13,19,or,600,congruent,right
cp_prp,B,13,20,or,600,incongruent,right
cp_prp,B,13,21,or,300,congruent,right
cp_prp,B,13,22,or,300,incongruent,right
cp_prp,B,13,23,or,300,incongruent,left
cp_prp,B,13,24,or,100,congruent,left
cp_prp,B,13,25,or,600,incongruent,left
cp_prp,B,13,26,or,100,congruent,right
cp_prp,B,13,27,or,100,incongruent,left
cp_prp,B,13,28,or,600,incongruent,left
cp_prp,B,13,29,or,600,congruent,right
cp_prp,B,13,30,or,300,congruent,right
cp_prp,B,13,31,or,100,incongruent,left
cp_prp,B,13,32,or,100,congruent,left
cp_prp,B,13,33,or,600,incongruent,left
cp_prp,B,13,34,or,600,congruent,right
cp_prp,B,13,35,or,600,congruent,right
cp_prp,B,13,36,or,300,incongruent,right
cp_prp,B,13,37,or,100,incongruent,right
cp_prp,B,13,38,or,300,incongruent,right
cp_prp,B,13,39,or,300,incongruent,left
cp_prp,B,13,40,or,300,incongruent,right
cp_prp,B,13,41,or,300,incongruent,left
cp_prp,B,13,42,or,100,congruent,right
cp_prp,B,13,43,or,600,incongruent,right
cp_prp,B,13,44,or,300,congruent,right
cp_prp,B,13,45,or,600,incongruent,right
cp_prp,B,13,46,or,100,incongruent,right
cp_prp,B,13,47,or,300,incongruent,left
cp_prp,B,13,48,or,100,congruent,right
cp_prp,B,13,49,or,100,congruent,left
cp_prp,B,13,50,or,100,congruent,right
cp_prp,B,13,51,or,600,congruent,left
cp_prp,B,13,52,or,300,congruent,left
cp_prp,B,13,53,or,100,congruent,left
cp_prp,B,13,54,or,100,congruent,left
cp_prp,B,13,55,or,600,congruent,right
cp_prp,B,13,56,or,300,congruent,right
cp_prp,B,13,57,or,600,congruent,left
cp_prp,B,13,58,or,100,incongruent,right
cp_prp,B,13,59,or,600,congruent,right
cp_prp,B,13,60,or,100,incongruent,right
cp_prp,B,13,61,or,600,incongruent,left
cp_prp,B,13,62,or,300,congruent,right
cp_prp,B,13,63,or,300,incongruent,right
cp_prp,B,13,64,or,100,congruent,left
cp_prp,B,13,65,or,600,incongruent,left
cp_prp,B,13,66,or,100,incongruent,left
cp_prp,B,13,67,or,100,congruent,left
cp_prp,B,13,68,or,300,congruent,left
cp_prp,B,13,69,or,300,incongruent,left
cp_prp,B,13,70,or,300,incongruent,right
cp_prp,B,13,71,or,600,congruent,left
cp_prp,B,13,72,or,100,congruent,left
cp_prp,B,13,73,or,300,incongruent,left
cp_prp,B,13,74,or,600,incongruent,right
cp_prp,B,13,75,or,100,incongruent,left
cp_prp,B,13,76,or,100,incongruent,right
cp_prp,B,13,77,or,100,incongruent,right
cp_prp,B,13,78,or,600,congruent,left
cp_prp,B,13,79,or,300,incongruent,left
cp_prp,B,13,80,or,600,incongruent,right
cp_prp,B,13,81,or,600,incongruent,left
cp_prp,B,13,82,or,100,incongruent,left
cp_prp,B,13,83,or,600,congruent,left
cp_prp,B,13,84,or,100,congruent,right
cp_prp,B,13,85,or,300,congruent,left
cp_prp,B,13,86,or,300,incongruent,right
cp_prp,B,13,87,or,300,congruent,left
cp_prp,B,13,88,or,600,incongruent,right
cp_prp,B,13,89,or,600,incongruent,left
cp_prp,B,13,90,or,100,congruent,right
cp_prp,B,13,91,or,300,congruent,left
cp_prp,B,13,92,or,300,congruent,right
cp_prp,B,13,93,or,100,incongruent,right
cp_prp,B,13,94,or,100,congruent,right
cp_prp,B,13,95,or,300,incongruent,left
