block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,12,0,mov,First,First,congruent,hard,right
cp_taskswitch,A,12,1,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,12,2,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,12,3,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,12,4,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,12,5,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,12,6,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,12,7,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,12,8,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,12,9,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,12,10,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,12,11,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,12,12,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,12,13,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,12,14,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,12,15,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,12,16,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,12,17,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,12,18,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,12,19,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,12,20,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,12,21,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,12,22,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,12,23,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,12,24,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,12,25,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,12,26,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,12,27,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,12,28,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,12,29,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,12,30,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,12,31,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,12,32,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,12,33,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,12,34,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,12,35,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,12,36,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,12,37,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,12,38,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,12,39,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,12,40,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,12,41,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,12,42,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,12,43,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,12,44,or,Switch,Switch,congruent,hard,right
cp_taskswitch,A,12,45,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,12,46,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,12,47,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,12,48,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,12,49,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,12,50,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,12,51,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,12,52,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,12,53,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,12,54,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,12,55,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,12,56,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,12,57,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,12,58,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,12,59,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,12,60,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,12,61,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,12,62,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,12,63,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,12,64,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,12,65,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,12,66,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,12,67,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,12,68,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,12,69,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,12,70,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,12,71,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,12,72,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,12,73,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,12,74,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,12,75,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,12,76,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,12,77,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,12,78,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,12,79,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,12,80,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,12,81,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,12,82,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,12,83,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,12,84,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,12,85,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,12,86,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,12,87,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,12,88,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,12,89,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,12,90,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,12,91,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,12,92,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,12,93,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,12,94,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,12,95,mov,Switch,Switch,congruent,easy,right
