block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,1,0,mov,First,First,incongruent,easy,right
cp_taskswitch_asym,A,1,1,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,2,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,3,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,4,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,1,5,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,1,6,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,1,7,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,1,8,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,1,9,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,10,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,11,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,1,12,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,13,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,14,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,1,15,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,16,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,1,17,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,18,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,1,19,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,1,20,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,21,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,22,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,1,23,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,24,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,1,25,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,26,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,1,27,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,1,28,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,29,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,1,30,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,1,31,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,32,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,1,33,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,1,34,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,1,35,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,1,36,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,1,37,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,38,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,1,39,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,1,40,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,1,41,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,42,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,43,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,1,44,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,1,45,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,46,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,1,47,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,48,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,1,49,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,1,50,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,51,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,1,52,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,1,53,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,1,54,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,1,55,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,1,56,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,1,57,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,1,58,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,59,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,1,60,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,1,61,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,62,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,1,63,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,1,64,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,1,65,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,1,66,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,1,67,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,1,68,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,1,69,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,1,70,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,71,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,1,72,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,1,73,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,1,74,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,1,75,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,1,76,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,1,77,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,1,78,or,Repeat,Switch,congruent,hard,left
