block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,B,5,0,or,congruent,right,First
cp_stroop,B,5,1,or,congruent,right,Repeat
cp_stroop,B,5,2,or,incongruent,left,Switch
cp_stroop,B,5,3,or,incongruent,right,Switch
cp_stroop,B,5,4,or,incongruent,left,Switch
cp_stroop,B,5,5,or,congruent,left,Repeat
cp_stroop,B,5,6,or,incongruent,left,Repeat
cp_stroop,B,5,7,or,congruent,right,Switch
cp_stroop,B,5,8,or,congruent,left,Switch
cp_stroop,B,5,9,or,incongruent,left,Repeat
cp_stroop,B,5,10,or,incongruent,right,Switch
cp_stroop,B,5,11,or,incongruent,left,Switch
cp_stroop,B,5,12,or,incongruent,right,Switch
cp_stroop,B,5,13,or,incongruent,right,Repeat
cp_stroop,B,5,14,or,congruent,left,Switch
cp_stroop,B,5,15,or,congruent,right,Switch
cp_stroop,B,5,16,or,incongruent,left,Switch
cp_stroop,B,5,17,or,congruent,left,Repeat
cp_stroop,B,5,18,or,congruent,left,Repeat
cp_stroop,B,5,19,or,incongruent,right,Switch
cp_stroop,B,5,20,or,congruent,right,Repeat
cp_stroop,B,5,21,or,congruent,right,Repeat
cp_stroop,B,5,22,or,incongruent,left,Switch
cp_stroop,B,5,23,or,congruent,right,Switch
cp_stroop,B,5,24,or,congruent,right,Repeat
cp_stroop,B,5,25,or,congruent,right,Repeat
cp_stroop,B,5,26,or,incongruent,right,Repeat
cp_stroop,B,5,27,or,incongruent,left,Switch
cp_stroop,B,5,28,or,incongruent,right,Switch
cp_stroop,B,5,29,or,congruent,right,Repeat
cp_stroop,B,5,30,or,incongruent,left,Switch
cp_stroop,B,5,31,or,congruent,left,Repeat
cp_stroop,B,5,32,or,incongruent,right,Switch
cp_stroop,B,5,33,or,congruent,right,Repeat
cp_stroop,B,5,34,or,congruent,right,Repeat
cp_stroop,B,5,35,or,congruent,left,Switch
cp_stroop,B,5,36,or,congruent,left,Repeat
cp_stroop,B,5,37,or,incongruent,right,Switch
cp_stroop,B,5,38,or,congruent,left,Switch
cp_stroop,B,5,39,or,congruent,right,Switch
cp_stroop,B,5,40,or,congruent,right,Repeat
cp_stroop,B,5,41,or,incongruent,right,Repeat
cp_stroop,B,5,42,or,incongruent,left,Switch
cp_stroop,B,5,43,or,incongruent,right,Switch
cp_stroop,B,5,44,or,incongruent,right,Repeat
cp_stroop,B,5,45,or,congruent,left,Switch
cp_stroop,B,5,46,or,incongruent,right,Switch
cp_stroop,B,5,47,or,incongruent,right,Repeat
cp_stroop,B,5,48,or,congruent,right,Repeat
cp_stroop,B,5,49,or,incongruent,left,Switch
cp_stroop,B,5,50,or,incongruent,right,Switch
cp_stroop,B,5,51,or,congruent,left,Switch
cp_stroop,B,5,52,or,congruent,left,Repeat
cp_stroop,B,5,53,or,incongruent,left,Repeat
cp_stroop,B,5,54,or,congruent,right,Switch
cp_stroop,B,5,55,or,congruent,right,Repeat
cp_stroop,B,5,56,or,incongruent,left,Switch
cp_stroop,B,5,57,or,incongruent,right,Switch
cp_stroop,B,5,58,or,incongruent,right,Repeat
cp_stroop,B,5,59,or,congruent,left,Switch
cp_stroop,B,5,60,or,congruent,left,Repeat
cp_stroop,B,5,61,or,congruent,left,Repeat
cp_stroop,B,5,62,or,incongruent,left,Repeat
cp_stroop,B,5,63,or,incongruent,right,Switch
cp_stroop,B,5,64,or,incongruent,right,Repeat
cp_stroop,B,5,65,or,congruent,right,Repeat
cp_stroop,B,5,66,or,incongruent,left,Switch
cp_stroop,B,5,67,or,congruent,left,Repeat
cp_stroop,B,5,68,or,incongruent,right,Switch
cp_stroop,B,5,69,or,congruent,right,Repeat
cp_stroop,B,5,70,or,congruent,right,Repeat
cp_stroop,B,5,71,or,incongruent,left,Switch
cp_stroop,B,5,72,or,congruent,right,Switch
cp_stroop,B,5,73,or,incongruent,right,Repeat
cp_stroop,B,5,74,or,incongruent,left,Switch
cp_stroop,B,5,75,or,incongruent,left,Repeat
cp_stroop,B,5,76,or,incongruent,left,Repeat
cp_stroop,B,5,77,or,congruent,left,Repeat
cp_stroop,B,5,78,or,incongruent,right,Switch
cp_stroop,B,5,79,or,congruent,left,Switch
cp_stroop,B,5,80,or,congruent,left,Repeat
cp_stroop,B,5,81,or,congruent,right,Switch
cp_stroop,B,5,82,or,incongruent,left,Switch
cp_stroop,B,5,83,or,congruent,left,Repeat
cp_stroop,B,5,84,or,incongruent,right,Switch
cp_stroop,B,5,85,or,congruent,left,Switch
cp_stroop,B,5,86,or,incongruent,left,Repeat
cp_stroop,B,5,87,or,incongruent,left,Repeat
cp_stroop,B,5,88,or,congruent,right,Switch
cp_stroop,B,5,89,or,congruent,right,Repeat
cp_stroop,B,5,90,or,incongruent,left,Switch
cp_stroop,B,5,91,or,congruent,left,Repeat
cp_stroop,B,5,92,or,incongruent,right,Switch
cp_stroop,B,5,93,or,congruent,left,Switch
cp_stroop,B,5,94,or,congruent,left,Repeat
cp_stroop,B,5,95,or,incongruent,left,Repeat
