block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,35,0,or,incongruent,mid,low,left
cp_stroop_crossed,B,35,1,or,congruent,mid,mid,right
cp_stroop_crossed,B,35,2,or,congruent,low,low,right
cp_stroop_crossed,B,35,3,or,incongruent,mid,low,left
cp_stroop_crossed,B,35,4,or,congruent,high,low,left
cp_stroop_crossed,B,35,5,or,incongruent,mid,mid,right
cp_stroop_crossed,B,35,6,or,incongruent,low,high,left
cp_stroop_crossed,B,35,7,or,incongruent,low,low,left
cp_stroop_crossed,B,35,8,or,incongruent,mid,low,right
cp_stroop_crossed,B,35,9,or,incongruent,low,mid,left
cp_stroop_crossed,B,35,10,or,incongruent,high,low,right
cp_stroop_crossed,B,35,11,or,incongruent,mid,low,right
cp_stroop_crossed,B,35,12,or,incongruent,low,low,right
cp_stroop_crossed,B,35,13,or,incongruent,low,mid,right
cp_stroop_crossed,B,35,14,or,incongruent,high,high,right
cp_stroop_crossed,B,35,15,or,congruent,high,high,left
cp_stroop_crossed,B,35,16,or,incongruent,high,mid,right
cp_stroop_crossed,B,35,17,or,congruent,mid,high,left
cp_stroop_crossed,B,35,18,or,congruent,mid,mid,left
cp_stroop_crossed,B,35,19,or,incongruent,low,high,right
cp_stroop_crossed,B,35,20,or,incongruent,mid,mid,left
cp_stroop_crossed,B,35,21,or,congruent,mid,high,left
cp_stroop_crossed,B,35,22,or,congruent,low,mid,right
cp_stroop_crossed,B,35,23,or,congruent,low,high,right
cp_stroop_crossed,B,35,24,or,congruent,low,low,right
cp_stroop_crossed,B,35,25,or,congruent,mid,low,left
cp_stroop_crossed,B,35,26,or,incongruent,mid,mid,left
cp_stroop_crossed,B,35,27,or,congruent,mid,low,right
cp_stroop_crossed,B,35,28,or,congruent,high,high,left
cp_stroop_crossed,B,35,29,or,congruent,low,high,left
cp_stroop_crossed,B,35,30,or,congruent,low,low,left
cp_stroop_crossed,B,35,31,or,congruent,mid,mid,left
cp_stroop_crossed,B,35,32,or,incongruent,mid,high,left
cp_stroop_crossed,B,35,33,or,incongruent,low,mid,left
cp_stroop_crossed,B,35,34,or,congruent,mid,low,right
cp_stroop_crossed,B,35,35,or,incongruent,mid,low,left
cp_stroop_crossed,B,35,36,or,congruent,mid,low,left
cp_stroop_crossed,B,35,37,or,congruent,high,mid,left
cp_stroop_crossed,B,35,38,or,incongruent,low,high,left
cp_stroop_crossed,B,35,39,or,congruent,low,low,right
cp_stroop_crossed,B,35,40,or,congruent,high,low,right
cp_stroop_crossed,B,35,41,or,incongruent,mid,high,right
cp_stroop_crossed,B,35,42,or,incongruent,mid,mid,left
cp_stroop_crossed,B,35,43,or,incongruent,high,high,left
cp_stroop_crossed,B,35,44,or,congruent,high,high,left
cp_stroop_crossed,B,35,45,or,congruent,high,low,right
cp_stroop_crossed,B,35,46,or,incongruent,low,mid,right
cp_stroop_crossed,B,35,47,or,congruent,mid,low,right
cp_stroop_crossed,B,35,48,or,congruent,mid,mid,right
cp_stroop_crossed,B,35,49,or,incongruent,low,high,right
cp_stroop_crossed,B,35,50,or,congruent,mid,mid,right
cp_stroop_crossed,B,35,51,or,incongruent,high,low,left
