block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,49,0,or,right,600,congruent,First,left
cp_prp,B,49,1,or,right,300,congruent,Congruent,left
cp_prp,B,49,2,or,right,300,incongruent,Congruent,left
cp_prp,B,49,3,or,right,600,incongruent,Incongruent,left
cp_prp,B,49,4,or,right,300,congruent,Incongruent,left
cp_prp,B,49,5,or,right,600,congruent,Congruent,left
cp_prp,B,49,6,or,right,600,incongruent,Congruent,left
cp_prp,B,49,7,or,right,100,incongruent,Incongruent,right
cp_prp,B,49,8,or,right,300,incongruent,Incongruent,left
cp_prp,B,49,9,or,right,100,incongruent,Incongruent,right
cp_prp,B,49,10,or,right,600,incongruent,Incongruent,left
cp_prp,B,49,11,or,right,600,incongruent,Incongruent,right
cp_prp,B,49,12,or,right,600,congruent,Incongruent,right
cp_prp,B,49,13,or,right,100,congruent,Congruent,right
cp_prp,B,49,14,or,right,300,incongruent,Congruent,left
cp_prp,B,49,15,or,right,100,incongruent,Incongruent,left
cp_prp,B,49,16,or,right,300,incongruent,Incongruent,left
cp_prp,B,49,17,or,right,600,congruent,Incongruent,left
cp_prp,B,49,18,or,right,100,congruent,Congruent,left
cp_prp,B,49,19,or,right,100,incongruent,Congruent,right
cp_prp,B,49,20,or,right,100,incongruent,Incongruent,right
cp_prp,B,49,21,or,right,100,congruent,Incongruent,right
cp_prp,B,49,22,or,right,600,congruent,Congruent,right
cp_prp,B,49,23,or,right,600,incongruent,Congruent,left
cp_prp,B,49,24,or,right,300,incongruent,Incongruent,left
cp_prp,B,49,25,or,right,600,congruent,Incongruent,left
cp_prp,B,49,26,or,right,600,incongruent,Congruent,right
cp_prp,B,49,27,or,right,600,congruent,Incongruent,right
cp_prp,B,49,28,or,right,300,incongruent,Congruent,right
cp_prp,B,49,29,or,right,300,incongruent,Incongruent,right
cp_prp,B,49,30,or,right,300,incongruent,Incongruent,right
cp_prp,B,49,31,or,right,300,congruent,Incongruent,right
cp_prp,B,49,32,or,right,600,congruent,Congruent,left
cp_prp,B,49,33,or,right,300,congruent,Congruent,left
cp_prp,B,49,34,or,right,300,incongruent,Congruent,left
cp_prp,B,49,35,or,right,100,congruent,Incongruent,left
cp_prp,B,49,36,or,right,300,incongruent,Congruent,right
cp_prp,B,49,37,or,right,600,incongruent,Incongruent,left
cp_prp,B,49,38,or,right,600,congruent,Incongruent,left
cp_prp,B,49,39,or,right,300,congruent,Congruent,left
cp_prp,B,49,40,or,right,600,incongruent,Congruent,right
cp_prp,B,49,41,or,right,100,incongruent,Incongruent,left
cp_prp,B,49,42,or,right,600,incongruent,Incongruent,right
cp_prp,B,49,43,or,right,300,congruent,Incongruent,right
cp_prp,B,49,44,or,right,100,congruent,Congruent,right
cp_prp,B,49,45,or,right,300,congruent,Congruent,right
cp_prp,B,49,46,or,right,600,incongruent,Congruent,left
cp_prp,B,49,47,or,right,100,congruent,Incongruent,right
cp_prp,B,49,48,or,right,100,congruent,Congruent,left
cp_prp,B,49,49,or,right,600,incongruent,Congruent,right
cp_prp,B,49,50,or,right,300,incongruent,Incongruent,right
cp_prp,B,49,51,or,right,300,congruent,Incongruent,left
cp_prp,B,49,52,or,right,600,incongruent,Congruent,left
cp_prp,B,49,53,or,right,100,congruent,Incongruent,right
cp_prp,B,49,54,or,right,600,congruent,Congruent,right
cp_prp,B,49,55,or,right,300,congruent,Congruent,left
cp_prp,B,49,56,or,right,100,incongruent,Congruent,right
cp_prp,B,49,57,or,right,100,incongruent,Incongruent,right
cp_prp,B,49,58,or,right,600,incongruent,Incongruent,left
cp_prp,B,49,59,or,right,600,congruent,Incongruent,right
cp_prp,B,49,60,or,right,300,incongruent,Congruent,right
cp_prp,B,49,61,or,right,600,incongruent,Incongruent,right
cp_prp,B,49,62,or,right,100,incongruent,Incongruent,left
cp_prp,B,49,63,or,right,100,congruent,Incongruent,left
cp_prp,B,49,64,or,right,100,congruent,Congruent,right
cp_prp,B,49,65,or,right,100,congruent,Congruent,left
cp_prp,B,49,66,or,right,100,incongruent,Congruent,left
cp_prp,B,49,67,or,right,300,incongruent,Incongruent,right
cp_prp,B,49,68,or,right,300,congruent,Incongruent,left
cp_prp,B,49,69,or,right,100,incongruent,Congruent,right
cp_prp,B,49,70,or,right,100,incongruent,Incongruent,left
cp_prp,B,49,71,or,right,100,congruent,Incongruent,left
cp_prp,B,49,72,or,right,600,congruent,Congruent,left
cp_prp,B,49,73,or,right,600,congruent,Congruent,right
cp_prp,B,49,74,or,right,100,incongruent,Congruent,left
cp_prp,B,49,75,or,right,300,congruent,Incongruent,right
cp_prp,B,49,76,or,right,300,incongruent,Congruent,right
cp_prp,B,49,77,or,right,100,congruent,Incongruent,right
cp_prp,B,49,78,or,right,600,congruent,Congruent,right
cp_prp,B,49,79,or,right,600,incongruent,Congruent,right
cp_prp,B,49,80,or,right,300,incongruent,Incongruent,left
cp_prp,B,49,81,or,right,600,congruent,Incongruent,left
cp_prp,B,49,82,or,right,100,incongruent,Congruent,left
cp_prp,B,49,83,or,right,300,congruent,Incongruent,left
cp_prp,B,49,84,or,right,300,congruent,Congruent,right
cp_prp,B,49,85,or,right,300,congruent,Congruent,right
cp_prp,B,49,86,or,right,100,incongruent,Congruent,left
cp_prp,B,49,87,or,right,100,congruent,Incongruent,left
cp_prp,B,49,88,or,right,600,congruent,Congruent,left
cp_prp,B,49,89,or,right,100,congruent,Congruent,right
cp_prp,B,49,90,or,right,100,congruent,Congruent,left
cp_prp,B,49,91,or,right,100,incongruent,Congruent,right
cp_prp,B,49,92,or,right,600,congruent,Incongruent,right
cp_prp,B,49,93,or,right,300,congruent,Congruent,right
cp_prp,B,49,94,or,right,300,incongruent,Congruent,left
cp_prp,B,49,95,or,right,300,congruent,Incongruent,right
