block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,11,0,or,right,600,incongruent,First,right
cp_prp,B,11,1,or,right,100,incongruent,Incongruent,right
cp_prp,B,11,2,or,right,100,congruent,Incongruent,right
cp_prp,B,11,3,or,right,600,incongruent,Congruent,right
cp_prp,B,11,4,or,right,300,congruent,Incongruent,right
cp_prp,B,11,5,or,right,100,incongruent,Congruent,left
cp_prp,B,11,6,or,right,600,incongruent,Incongruent,right
cp_prp,B,11,7,or,right,600,incongruent,Incongruent,right
cp_prp,B,11,8,or,right,600,incongruent,Incongruent,left
cp_prp,B,11,9,or,right,300,congruent,Incongruent,left
cp_prp,B,11,10,or,right,600,congruent,Congruent,left
cp_prp,B,11,11,or,right,100,congruent,Congruent,right
cp_prp,B,11,12,or,right,300,incongruent,Congruent,right
cp_prp,B,11,13,or,right,100,incongruent,Incongruent,left
cp_prp,B,11,14,or,right,300,congruent,Incongruent,left
cp_prp,B,11,15,or,right,600,incongruent,Congruent,right
cp_prp,B,11,16,or,right,100,congruent,Incongruent,left
cp_prp,B,11,17,or,right,100,congruent,Congruent,left
cp_prp,B,11,18,or,right,300,incongruent,Congruent,left
cp_prp,B,11,19,or,right,300,incongruent,Incongruent,left
cp_prp,B,11,20,or,right,300,congruent,Incongruent,right
cp_prp,B,11,21,or,right,100,congruent,Congruent,right
cp_prp,B,11,22,or,right,100,incongruent,Congruent,right
cp_prp,B,11,23,or,right,300,congruent,Incongruent,left
cp_prp,B,11,24,or,right,600,congruent,Congruent,right
cp_prp,B,11,25,or,right,300,incongruent,Congruent,right
cp_prp,B,11,26,or,right,300,congruent,Incongruent,right
cp_prp,B,11,27,or,right,300,congruent,Congruent,left
cp_prp,B,11,28,or,right,300,congruent,Congruent,right
cp_prp,B,11,29,or,right,300,incongruent,Congruent,left
cp_prp,B,11,30,or,right,600,congruent,Incongruent,left
cp_prp,B,11,31,or,right,300,congruent,Congruent,left
cp_prp,B,11,32,or,right,600,congruent,Congruent,right
cp_prp,B,11,33,or,right,600,incongruent,Congruent,left
cp_prp,B,11,34,or,right,100,congruent,Incongruent,right
cp_prp,B,11,35,or,right,300,congruent,Congruent,left
cp_prp,B,11,36,or,right,300,congruent,Congruent,right
cp_prp,B,11,37,or,right,100,congruent,Congruent,right
cp_prp,B,11,38,or,right,300,incongruent,Congruent,right
cp_prp,B,11,39,or,right,600,incongruent,Incongruent,right
cp_prp,B,11,40,or,right,600,congruent,Incongruent,right
cp_prp,B,11,41,or,right,300,congruent,Congruent,right
cp_prp,B,11,42,or,right,100,incongruent,Congruent,left
cp_prp,B,11,43,or,right,600,congruent,Incongruent,right
cp_prp,B,11,44,or,right,300,incongruent,Congruent,right
cp_prp,B,11,45,or,right,100,incongruent,Incongruent,left
cp_prp,B,11,46,or,right,600,congruent,Incongruent,left
cp_prp,B,11,47,or,right,600,incongruent,Congruent,left
cp_prp,B,11,48,or,right,300,incongruent,Incongruent,right
cp_prp,B,11,49,or,right,100,incongruent,Incongruent,right
cp_prp,B,11,50,or,right,100,congruent,Incongruent,right
cp_prp,B,11,51,or,right,100,congruent,Congruent,right
cp_prp,B,11,52,or,right,300,incongruent,Congruent,left
cp_prp,B,11,53,or,right,600,incongruent,Incongruent,left
cp_prp,B,11,54,or,right,300,incongruent,Incongruent,right
cp_prp,B,11,55,or,right,300,incongruent,Incongruent,left
cp_prp,B,11,56,or,right,600,congruent,Incongruent,right
cp_prp,B,11,57,or,right,100,incongruent,Congruent,left
cp_prp,B,11,58,or,right,100,congruent,Incongruent,left
cp_prp,B,11,59,or,right,600,incongruent,Congruent,right
cp_prp,B,11,60,or,right,300,incongruent,Incongruent,left
cp_prp,B,11,61,or,right,100,incongruent,Incongruent,left
cp_prp,B,11,62,or,right,600,congruent,Incongruent,left
cp_prp,B,11,63,or,right,600,congruent,Congruent,left
cp_prp,B,11,64,or,right,100,incongruent,Congruent,right
cp_prp,B,11,65,or,right,300,incongruent,Incongruent,left
cp_prp,B,11,66,or,right,100,congruent,Incongruent,right
cp_prp,B,11,67,or,right,300,congruent,Congruent,right
cp_prp,B,11,68,or,right,100,incongruent,Congruent,right
cp_prp,B,11,69,or,right,300,incongruent,Incongruent,right
cp_prp,B,11,70,or,right,100,congruent,Incongruent,left
cp_prp,B,11,71,or,right,600,incongruent,Congruent,left
cp_prp,B,11,72,or,right,300,incongruent,Incongruent,right
cp_prp,B,11,73,or,right,100,incongruent,Incongruent,right
cp_prp,B,11,74,or,right,100,congruent,Incongruent,left
cp_prp,B,11,75,or,right,600,incongruent,Congruent,right
cp_prp,B,11,76,or,right,600,incongruent,Incongruent,left
cp_prp,B,11,77,or,right,100,incongruent,Incongruent,left
cp_prp,B,11,78,or,right,600,incongruent,Incongruent,right
cp_prp,B,11,79,or,right,300,congruent,Incongruent,left
cp_prp,B,11,80,or,right,600,congruent,Congruent,right
cp_prp,B,11,81,or,right,600,congruent,Congruent,left
cp_prp,B,11,82,or,right,100,congruent,Congruent,left
cp_prp,B,11,83,or,right,100,incongruent,Congruent,left
cp_prp,B,11,84,or,right,600,incongruent,Incongruent,left
cp_prp,B,11,85,or,right,100,incongruent,Incongruent,right
cp_prp,B,11,86,or,right,300,congruent,Incongruent,right
cp_prp,B,11,87,or,right,300,congruent,Congruent,left
cp_prp,B,11,88,or,right,600,congruent,Congruent,right
cp_prp,B,11,89,or,right,100,congruent,Congruent,left
cp_prp,B,11,90,or,right,600,incongruent,Congruent,left
cp_prp,B,11,91,or,right,600,congruent,Incongruent,right
cp_prp,B,11,92,or,right,600,congruent,Congruent,left
cp_prp,B,11,93,or,right,300,incongruent,Congruent,left
cp_prp,B,11,94,or,right,600,congruent,Incongruent,left
cp_prp,B,11,95,or,right,100,congruent,Congruent,left
