block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,37,0,or,right,incongruent,First,right,First
cp_stroop,B,37,1,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,37,2,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,37,3,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,37,4,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,37,5,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,37,6,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,37,7,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,37,8,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,37,9,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,37,10,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,37,11,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,37,12,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,37,13,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,37,14,or,left,congruent,Congruent,right,Switch
cp_stroop,B,37,15,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,37,16,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,37,17,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,37,18,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,37,19,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,37,20,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,37,21,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,37,22,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,37,23,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,37,24,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,37,25,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,37,26,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,37,27,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,37,28,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,37,29,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,37,30,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,37,31,or,left,congruent,Congruent,left,Switch
