block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,4,0,or,right,600,congruent,First,right
cp_prp,B,4,1,or,right,300,congruent,Congruent,left
cp_prp,B,4,2,or,right,100,congruent,Congruent,right
cp_prp,B,4,3,or,right,100,incongruent,Congruent,left
cp_prp,B,4,4,or,right,600,congruent,Incongruent,left
cp_prp,B,4,5,or,right,300,incongruent,Congruent,left
cp_prp,B,4,6,or,right,300,incongruent,Incongruent,right
cp_prp,B,4,7,or,right,100,incongruent,Incongruent,left
cp_prp,B,4,8,or,right,100,incongruent,Incongruent,right
cp_prp,B,4,9,or,right,300,congruent,Incongruent,right
cp_prp,B,4,10,or,right,100,congruent,Congruent,right
cp_prp,B,4,11,or,right,100,incongruent,Congruent,right
cp_prp,B,4,12,or,right,300,incongruent,Incongruent,left
cp_prp,B,4,13,or,right,600,incongruent,Incongruent,right
cp_prp,B,4,14,or,right,300,incongruent,Incongruent,left
cp_prp,B,4,15,or,right,600,congruent,Incongruent,right
cp_prp,B,4,16,or,right,300,incongruent,Congruent,right
cp_prp,B,4,17,or,right,600,incongruent,Incongruent,left
cp_prp,B,4,18,or,right,300,congruent,Incongruent,left
cp_prp,B,4,19,or,right,600,congruent,Congruent,left
cp_prp,B,4,20,or,right,600,congruent,Congruent,right
cp_prp,B,4,21,or,right,300,incongruent,Congruent,left
cp_prp,B,4,22,or,right,100,incongruent,Incongruent,right
cp_prp,B,4,23,or,right,100,incongruent,Incongruent,left
cp_prp,B,4,24,or,right,600,incongruent,Incongruent,right
cp_prp,B,4,25,or,right,300,congruent,Incongruent,right
cp_prp,B,4,26,or,right,300,congruent,Congruent,right
cp_prp,B,4,27,or,right,100,incongruent,Congruent,left
cp_prp,B,4,28,or,right,100,congruent,Incongruent,left
cp_prp,B,4,29,or,right,600,incongruent,Congruent,left
cp_prp,B,4,30,or,right,100,incongruent,Incongruent,right
cp_prp,B,4,31,or,right,100,congruent,Incongruent,left
cp_prp,B,4,32,or,right,600,incongruent,Congruent,right
cp_prp,B,4,33,or,right,100,congruent,Incongruent,left
cp_prp,B,4,34,or,right,100,congruent,Congruent,right
cp_prp,B,4,35,or,right,600,congruent,Congruent,left
cp_prp,B,4,36,or,right,600,congruent,Congruent,right
cp_prp,B,4,37,or,right,300,congruent,Congruent,left
cp_prp,B,4,38,or,right,100,congruent,Congruent,left
cp_prp,B,4,39,or,right,300,congruent,Congruent,right
cp_prp,B,4,40,or,right,100,incongruent,Congruent,left
cp_prp,B,4,41,or,right,300,congruent,Incongruent,right
cp_prp,B,4,42,or,right,300,incongruent,Congruent,right
cp_prp,B,4,43,or,right,300,incongruent,Incongruent,right
cp_prp,B,4,44,or,right,300,incongruent,Incongruent,left
cp_prp,B,4,45,or,right,300,congruent,Incongruent,left
cp_prp,B,4,46,or,right,600,congruent,Congruent,right
cp_prp,B,4,47,or,right,600,incongruent,Congruent,right
cp_prp,B,4,48,or,right,600,incongruent,Incongruent,left
cp_prp,B,4,49,or,right,600,congruent,Incongruent,left
cp_prp,B,4,50,or,right,300,incongruent,Congruent,left
cp_prp,B,4,51,or,right,600,incongruent,Incongruent,left
cp_prp,B,4,52,or,right,600,incongruent,Incongruent,left
cp_prp,B,4,53,or,right,600,congruent,Incongruent,right
cp_prp,B,4,54,or,right,100,congruent,Congruent,left
cp_prp,B,4,55,or,right,300,congruent,Congruent,right
cp_prp,B,4,56,or,right,100,incongruent,Congruent,left
cp_prp,B,4,57,or,right,300,congruent,Incongruent,right
cp_prp,B,4,58,or,right,300,congruent,Congruent,right
cp_prp,B,4,59,or,right,600,congruent,Congruent,left
cp_prp,B,4,60,or,right,600,incongruent,Congruent,left
cp_prp,B,4,61,or,right,100,congruent,Incongruent,right
cp_prp,B,4,62,or,right,100,incongruent,Congruent,right
cp_prp,B,4,63,or,right,300,congruent,Incongruent,left
cp_prp,B,4,64,or,right,600,incongruent,Congruent,right
cp_prp,B,4,65,or,right,300,incongruent,Incongruent,right
cp_prp,B,4,66,or,right,600,incongruent,Incongruent,right
cp_prp,B,4,67,or,right,600,congruent,Incongruent,right
cp_prp,B,4,68,or,right,600,incongruent,Congruent,left
cp_prp,B,4,69,or,right,300,congruent,Incongruent,left
cp_prp,B,4,70,or,right,100,incongruent,Congruent,right
cp_prp,B,4,71,or,right,100,incongruent,Incongruent,left
cp_prp,B,4,72,or,right,600,congruent,Incongruent,left
cp_prp,B,4,73,or,right,300,congruent,Congruent,left
cp_prp,B,4,74,or,right,100,congruent,Congruent,right
cp_prp,B,4,75,or,right,300,incongruent,Congruent,right
cp_prp,B,4,76,or,right,300,incongruent,Incongruent,left
cp_prp,B,4,77,or,right,100,congruent,Incongruent,right
cp_prp,B,4,78,or,right,600,congruent,Congruent,right
cp_prp,B,4,79,or,right,600,congruent,Congruent,left
cp_prp,B,4,80,or,right,600,incongruent,Congruent,right
cp_prp,B,4,81,or,right,600,congruent,Incongruent,left
cp_prp,B,4,82,or,right,100,congruent,Congruent,left
cp_prp,B,4,83,or,right,100,congruent,Congruent,left
cp_prp,B,4,84,or,right,300,incongruent,Congruent,left
cp_prp,B,4,85,or,right,600,congruent,Incongruent,right
cp_prp,B,4,86,or,right,300,incongruent,Congruent,right
cp_prp,B,4,87,or,right,100,incongruent,Incongruent,left
cp_prp,B,4,88,or,right,100,congruent,Incongruent,right
cp_prp,B,4,89,or,right,600,incongruent,Congruent,left
cp_prp,B,4,90,or,right,100,incongruent,Incongruent,right
cp_prp,B,4,91,or,right,300,incongruent,Incongruent,right
cp_prp,B,4,92,or,right,100,congruent,Incongruent,left
cp_prp,B,4,93,or,right,300,congruent,Congruent,left
cp_prp,B,4,94,or,right,100,incongruent,Congruent,right
cp_prp,B,4,95,or,right,600,incongruent,Incongruent,right
