block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,23,0,or,right,congruent,First,right,First
cp_stroop,B,23,1,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,23,2,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,23,3,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,23,4,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,23,5,or,left,congruent,Congruent,left,Switch
cp_stroop,B,23,6,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,23,7,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,23,8,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,23,9,or,right,congruent,Congruent,right,Switch
cp_stroop,B,23,10,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,23,11,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,23,12,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,23,13,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,23,14,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,23,15,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,23,16,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,23,17,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,23,18,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,23,19,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,23,20,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,23,21,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,23,22,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,23,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,24,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,23,25,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,23,26,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,23,27,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,23,28,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,23,29,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,23,30,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,23,31,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,23,32,or,left,congruent,Congruent,left,Switch
cp_stroop,B,23,33,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,23,34,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,23,35,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,36,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,23,37,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,23,38,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,39,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,40,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,23,41,or,left,congruent,Congruent,right,Switch
cp_stroop,B,23,42,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,23,43,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,23,44,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,23,45,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,23,46,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,23,47,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,23,48,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,23,49,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,23,50,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,23,51,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,23,52,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,23,53,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,23,54,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,55,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,23,56,or,left,congruent,Congruent,left,Switch
cp_stroop,B,23,57,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,23,58,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,23,59,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,23,60,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,23,61,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,23,62,or,right,congruent,Congruent,right,Switch
cp_stroop,B,23,63,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,23,64,or,left,congruent,Congruent,left,Switch
cp_stroop,B,23,65,or,right,congruent,Congruent,right,Switch
cp_stroop,B,23,66,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,23,67,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,23,68,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,23,69,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,23,70,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,23,71,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,23,72,or,right,congruent,Congruent,left,Switch
cp_stroop,B,23,73,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,23,74,or,right,congruent,Congruent,right,Switch
cp_stroop,B,23,75,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,23,76,or,right,congruent,Congruent,left,Switch
cp_stroop,B,23,77,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,23,78,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,23,79,or,left,congruent,Congruent,right,Switch
cp_stroop,B,23,80,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,23,81,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,23,82,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,23,83,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,23,84,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,23,85,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,23,86,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,23,87,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,23,88,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,23,89,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,23,90,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,23,91,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,23,92,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,23,93,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,23,94,or,right,congruent,Incongruent,right,Switch
