block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,49,0,or,left,incongruent,high,high,right
cp_stroop_crossed,B,49,1,or,left,congruent,low,low,right
cp_stroop_crossed,B,49,2,or,left,congruent,mid,high,left
cp_stroop_crossed,B,49,3,or,right,congruent,mid,mid,right
cp_stroop_crossed,B,49,4,or,right,congruent,mid,high,right
cp_stroop_crossed,B,49,5,or,right,incongruent,mid,high,right
cp_stroop_crossed,B,49,6,or,left,congruent,mid,low,left
cp_stroop_crossed,B,49,7,or,right,incongruent,mid,mid,right
cp_stroop_crossed,B,49,8,or,right,incongruent,mid,high,right
cp_stroop_crossed,B,49,9,or,left,congruent,low,low,left
cp_stroop_crossed,B,49,10,or,left,incongruent,high,high,left
cp_stroop_crossed,B,49,11,or,left,incongruent,low,high,right
cp_stroop_crossed,B,49,12,or,right,incongruent,mid,low,left
cp_stroop_crossed,B,49,13,or,right,congruent,high,high,left
cp_stroop_crossed,B,49,14,or,left,congruent,high,low,right
cp_stroop_crossed,B,49,15,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,49,16,or,left,incongruent,mid,high,left
cp_stroop_crossed,B,49,17,or,right,incongruent,high,mid,left
cp_stroop_crossed,B,49,18,or,right,congruent,high,high,right
cp_stroop_crossed,B,49,19,or,right,incongruent,high,mid,right
cp_stroop_crossed,B,49,20,or,left,incongruent,mid,low,left
cp_stroop_crossed,B,49,21,or,left,congruent,mid,mid,left
cp_stroop_crossed,B,49,22,or,right,congruent,low,high,left
cp_stroop_crossed,B,49,23,or,left,incongruent,low,low,right
cp_stroop_crossed,B,49,24,or,right,incongruent,high,low,left
cp_stroop_crossed,B,49,25,or,left,incongruent,high,high,right
cp_stroop_crossed,B,49,26,or,right,incongruent,low,high,right
cp_stroop_crossed,B,49,27,or,right,incongruent,low,mid,left
cp_stroop_crossed,B,49,28,or,left,incongruent,high,mid,right
cp_stroop_crossed,B,49,29,or,right,incongruent,low,mid,left
cp_stroop_crossed,B,49,30,or,right,congruent,mid,high,right
cp_stroop_crossed,B,49,31,or,left,incongruent,high,low,left
cp_stroop_crossed,B,49,32,or,right,congruent,low,mid,right
cp_stroop_crossed,B,49,33,or,left,incongruent,low,high,left
cp_stroop_crossed,B,49,34,or,left,incongruent,mid,mid,right
cp_stroop_crossed,B,49,35,or,right,congruent,mid,low,right
cp_stroop_crossed,B,49,36,or,right,incongruent,low,low,left
cp_stroop_crossed,B,49,37,or,left,incongruent,low,mid,right
cp_stroop_crossed,B,49,38,or,left,congruent,high,mid,left
cp_stroop_crossed,B,49,39,or,right,congruent,high,high,left
cp_stroop_crossed,B,49,40,or,left,congruent,mid,mid,right
cp_stroop_crossed,B,49,41,or,left,incongruent,mid,mid,left
cp_stroop_crossed,B,49,42,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,49,43,or,right,incongruent,high,high,left
cp_stroop_crossed,B,49,44,or,right,incongruent,low,high,left
cp_stroop_crossed,B,49,45,or,left,congruent,low,mid,left
cp_stroop_crossed,B,49,46,or,right,congruent,low,high,right
cp_stroop_crossed,B,49,47,or,left,incongruent,mid,mid,left
cp_stroop_crossed,B,49,48,or,right,incongruent,high,low,right
cp_stroop_crossed,B,49,49,or,right,incongruent,low,high,left
cp_stroop_crossed,B,49,50,or,left,incongruent,mid,mid,right
cp_stroop_crossed,B,49,51,or,right,incongruent,low,low,right
cp_stroop_crossed,B,49,52,or,left,congruent,mid,low,right
cp_stroop_crossed,B,49,53,or,right,incongruent,low,low,left
cp_stroop_crossed,B,49,54,or,left,incongruent,high,low,right
cp_stroop_crossed,B,49,55,or,right,incongruent,low,low,right
cp_stroop_crossed,B,49,56,or,left,incongruent,high,mid,right
cp_stroop_crossed,B,49,57,or,right,congruent,high,high,right
