block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,26,0,or,right,600,congruent,First,left
cp_prp,B,26,1,or,right,100,congruent,Congruent,left
cp_prp,B,26,2,or,right,300,incongruent,Congruent,left
cp_prp,B,26,3,or,right,600,incongruent,Incongruent,left
cp_prp,B,26,4,or,right,100,congruent,Incongruent,right
cp_prp,B,26,5,or,right,100,congruent,Congruent,right
cp_prp,B,26,6,or,right,300,incongruent,Congruent,right
cp_prp,B,26,7,or,right,100,congruent,Incongruent,left
cp_prp,B,26,8,or,right,100,incongruent,Congruent,left
cp_prp,B,26,9,or,right,100,incongruent,Incongruent,left
cp_prp,B,26,10,or,right,300,incongruent,Incongruent,right
cp_prp,B,26,11,or,right,300,congruent,Incongruent,left
cp_prp,B,26,12,or,right,100,incongruent,Congruent,left
cp_prp,B,26,13,or,right,600,congruent,Incongruent,left
cp_prp,B,26,14,or,right,100,incongruent,Congruent,right
cp_prp,B,26,15,or,right,300,congruent,Incongruent,right
cp_prp,B,26,16,or,right,600,incongruent,Congruent,left
cp_prp,B,26,17,or,right,300,congruent,Incongruent,left
cp_prp,B,26,18,or,right,100,congruent,Congruent,right
cp_prp,B,26,19,or,right,300,incongruent,Congruent,right
cp_prp,B,26,20,or,right,100,incongruent,Incongruent,right
cp_prp,B,26,21,or,right,600,congruent,Incongruent,left
cp_prp,B,26,22,or,right,100,incongruent,Congruent,left
cp_prp,B,26,23,or,right,300,incongruent,Incongruent,left
cp_prp,B,26,24,or,right,300,incongruent,Incongruent,left
cp_prp,B,26,25,or,right,600,congruent,Incongruent,right
cp_prp,B,26,26,or,right,600,incongruent,Congruent,left
cp_prp,B,26,27,or,right,300,congruent,Incongruent,left
cp_prp,B,26,28,or,right,300,congruent,Congruent,right
cp_prp,B,26,29,or,right,600,congruent,Congruent,right
cp_prp,B,26,30,or,right,100,congruent,Congruent,right
cp_prp,B,26,31,or,right,300,congruent,Congruent,right
cp_prp,B,26,32,or,right,300,congruent,Congruent,left
cp_prp,B,26,33,or,right,600,incongruent,Congruent,right
cp_prp,B,26,34,or,right,100,incongruent,Incongruent,left
cp_prp,B,26,35,or,right,600,incongruent,Incongruent,right
cp_prp,B,26,36,or,right,100,incongruent,Incongruent,left
cp_prp,B,26,37,or,right,600,congruent,Incongruent,left
cp_prp,B,26,38,or,right,300,congruent,Congruent,right
cp_prp,B,26,39,or,right,300,incongruent,Congruent,left
cp_prp,B,26,40,or,right,600,incongruent,Incongruent,left
cp_prp,B,26,41,or,right,100,congruent,Incongruent,right
cp_prp,B,26,42,or,right,600,incongruent,Congruent,right
cp_prp,B,26,43,or,right,600,incongruent,Incongruent,right
cp_prp,B,26,44,or,right,100,congruent,Incongruent,left
cp_prp,B,26,45,or,right,600,congruent,Congruent,right
cp_prp,B,26,46,or,right,100,incongruent,Congruent,right
cp_prp,B,26,47,or,right,600,incongruent,Incongruent,right
cp_prp,B,26,48,or,right,100,congruent,Incongruent,left
cp_prp,B,26,49,or,right,100,congruent,Congruent,left
cp_prp,B,26,50,or,right,600,congruent,Congruent,left
cp_prp,B,26,51,or,right,600,congruent,Congruent,left
cp_prp,B,26,52,or,right,600,congruent,Congruent,left
cp_prp,B,26,53,or,right,300,incongruent,Congruent,right
cp_prp,B,26,54,or,right,600,congruent,Incongruent,right
cp_prp,B,26,55,or,right,300,congruent,Congruent,left
cp_prp,B,26,56,or,right,100,congruent,Congruent,left
cp_prp,B,26,57,or,right,600,incongruent,Congruent,right
cp_prp,B,26,58,or,right,100,incongruent,Incongruent,right
cp_prp,B,26,59,or,right,600,incongruent,Incongruent,left
cp_prp,B,26,60,or,right,600,congruent,Incongruent,right
cp_prp,B,26,61,or,right,600,incongruent,Congruent,left
cp_prp,B,26,62,or,right,600,congruent,Incongruent,right
cp_prp,B,26,63,or,right,600,incongruent,Congruent,left
cp_prp,B,26,64,or,right,300,congruent,Incongruent,right
cp_prp,B,26,65,or,right,600,congruent,Congruent,left
cp_prp,B,26,66,or,right,300,incongruent,Congruent,left
cp_prp,B,26,67,or,right,100,congruent,Incongruent,left
cp_prp,B,26,68,or,right,300,incongruent,Congruent,right
cp_prp,B,26,69,or,right,600,congruent,Incongruent,left
cp_prp,B,26,70,or,right,300,congruent,Congruent,right
cp_prp,B,26,71,or,right,600,incongruent,Congruent,right
cp_prp,B,26,72,or,right,300,congruent,Incongruent,right
cp_prp,B,26,73,or,right,300,incongruent,Congruent,left
cp_prp,B,26,74,or,right,300,incongruent,Incongruent,right
cp_prp,B,26,75,or,right,600,incongruent,Incongruent,left
cp_prp,B,26,76,or,right,100,congruent,Incongruent,right
cp_prp,B,26,77,or,right,600,congruent,Congruent,right
cp_prp,B,26,78,or,right,100,incongruent,Congruent,right
cp_prp,B,26,79,or,right,600,incongruent,Incongruent,right
cp_prp,B,26,80,or,right,300,incongruent,Incongruent,left
cp_prp,B,26,81,or,right,300,congruent,Incongruent,left
cp_prp,B,26,82,or,right,300,congruent,Congruent,left
cp_prp,B,26,83,or,right,100,congruent,Congruent,left
cp_prp,B,26,84,or,right,100,congruent,Congruent,right
cp_prp,B,26,85,or,right,300,congruent,Congruent,left
cp_prp,B,26,86,or,right,100,incongruent,Congruent,left
cp_prp,B,26,87,or,right,300,incongruent,Incongruent,left
cp_prp,B,26,88,or,right,100,incongruent,Incongruent,right
cp_prp,B,26,89,or,right,100,incongruent,Incongruent,left
cp_prp,B,26,90,or,right,100,incongruent,Incongruent,right
cp_prp,B,26,91,or,right,300,incongruent,Incongruent,right
cp_prp,B,26,92,or,right,100,congruent,Incongruent,right
cp_prp,B,26,93,or,right,600,congruent,Congruent,right
cp_prp,B,26,94,or,right,100,incongruent,Congruent,right
cp_prp,B,26,95,or,right,300,congruent,Incongruent,right
