block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,25,0,or,right,600,congruent,First,left
cp_prp,B,25,1,or,right,300,congruent,Congruent,right
cp_prp,B,25,2,or,right,100,incongruent,Congruent,left
cp_prp,B,25,3,or,right,300,incongruent,Incongruent,left
cp_prp,B,25,4,or,right,100,congruent,Incongruent,right
cp_prp,B,25,5,or,right,100,congruent,Congruent,right
cp_prp,B,25,6,or,right,300,congruent,Congruent,left
cp_prp,B,25,7,or,right,300,incongruent,Congruent,left
cp_prp,B,25,8,or,right,100,congruent,Incongruent,left
cp_prp,B,25,9,or,right,600,congruent,Congruent,right
cp_prp,B,25,10,or,right,100,incongruent,Congruent,right
cp_prp,B,25,11,or,right,600,incongruent,Incongruent,right
cp_prp,B,25,12,or,right,600,incongruent,Incongruent,left
cp_prp,B,25,13,or,right,300,incongruent,Incongruent,right
cp_prp,B,25,14,or,right,600,congruent,Incongruent,right
cp_prp,B,25,15,or,right,600,congruent,Congruent,left
cp_prp,B,25,16,or,right,600,incongruent,Congruent,right
cp_prp,B,25,17,or,right,600,congruent,Incongruent,left
cp_prp,B,25,18,or,right,100,incongruent,Congruent,left
cp_prp,B,25,19,or,right,100,incongruent,Incongruent,right
cp_prp,B,25,20,or,right,100,congruent,Incongruent,right
cp_prp,B,25,21,or,right,300,congruent,Congruent,right
cp_prp,B,25,22,or,right,300,incongruent,Congruent,right
cp_prp,B,25,23,or,right,100,incongruent,Incongruent,right
cp_prp,B,25,24,or,right,600,congruent,Incongruent,left
cp_prp,B,25,25,or,right,600,congruent,Congruent,right
cp_prp,B,25,26,or,right,300,congruent,Congruent,left
cp_prp,B,25,27,or,right,100,incongruent,Congruent,right
cp_prp,B,25,28,or,right,100,congruent,Incongruent,right
cp_prp,B,25,29,or,right,300,congruent,Congruent,right
cp_prp,B,25,30,or,right,300,incongruent,Congruent,left
cp_prp,B,25,31,or,right,300,congruent,Incongruent,left
cp_prp,B,25,32,or,right,600,incongruent,Congruent,right
cp_prp,B,25,33,or,right,300,incongruent,Incongruent,right
cp_prp,B,25,34,or,right,100,congruent,Incongruent,left
cp_prp,B,25,35,or,right,100,congruent,Congruent,left
cp_prp,B,25,36,or,right,600,congruent,Congruent,left
cp_prp,B,25,37,or,right,100,congruent,Congruent,right
cp_prp,B,25,38,or,right,100,incongruent,Congruent,left
cp_prp,B,25,39,or,right,600,incongruent,Incongruent,right
cp_prp,B,25,40,or,right,300,congruent,Incongruent,right
cp_prp,B,25,41,or,right,300,incongruent,Congruent,right
cp_prp,B,25,42,or,right,600,congruent,Incongruent,right
cp_prp,B,25,43,or,right,300,incongruent,Congruent,left
cp_prp,B,25,44,or,right,300,incongruent,Incongruent,left
cp_prp,B,25,45,or,right,600,incongruent,Incongruent,right
cp_prp,B,25,46,or,right,100,congruent,Incongruent,right
cp_prp,B,25,47,or,right,600,incongruent,Congruent,left
cp_prp,B,25,48,or,right,100,incongruent,Incongruent,left
cp_prp,B,25,49,or,right,100,incongruent,Incongruent,right
cp_prp,B,25,50,or,right,300,congruent,Incongruent,right
cp_prp,B,25,51,or,right,100,congruent,Congruent,left
cp_prp,B,25,52,or,right,300,incongruent,Congruent,left
cp_prp,B,25,53,or,right,600,incongruent,Incongruent,left
cp_prp,B,25,54,or,right,300,congruent,Incongruent,right
cp_prp,B,25,55,or,right,600,incongruent,Congruent,left
cp_prp,B,25,56,or,right,100,incongruent,Incongruent,left
cp_prp,B,25,57,or,right,600,congruent,Incongruent,right
cp_prp,B,25,58,or,right,100,congruent,Congruent,right
cp_prp,B,25,59,or,right,300,congruent,Congruent,left
cp_prp,B,25,60,or,right,600,incongruent,Congruent,right
cp_prp,B,25,61,or,right,300,incongruent,Incongruent,right
cp_prp,B,25,62,or,right,600,congruent,Incongruent,left
cp_prp,B,25,63,or,right,600,incongruent,Congruent,right
cp_prp,B,25,64,or,right,600,congruent,Incongruent,left
cp_prp,B,25,65,or,right,300,incongruent,Congruent,right
cp_prp,B,25,66,or,right,300,congruent,Incongruent,left
cp_prp,B,25,67,or,right,100,congruent,Congruent,left
cp_prp,B,25,68,or,right,100,incongruent,Congruent,right
cp_prp,B,25,69,or,right,600,incongruent,Incongruent,left
cp_prp,B,25,70,or,right,100,incongruent,Incongruent,right
cp_prp,B,25,71,or,right,100,incongruent,Incongruent,left
cp_prp,B,25,72,or,right,600,congruent,Incongruent,right
cp_prp,B,25,73,or,right,600,congruent,Congruent,right
cp_prp,B,25,74,or,right,600,incongruent,Congruent,left
cp_prp,B,25,75,or,right,300,incongruent,Incongruent,left
cp_prp,B,25,76,or,right,600,incongruent,Incongruent,left
cp_prp,B,25,77,or,right,300,congruent,Incongruent,left
cp_prp,B,25,78,or,right,100,incongruent,Congruent,left
cp_prp,B,25,79,or,right,100,incongruent,Incongruent,left
cp_prp,B,25,80,or,right,600,incongruent,Incongruent,right
cp_prp,B,25,81,or,right,100,congruent,Incongruent,left
cp_prp,B,25,82,or,right,100,congruent,Congruent,right
cp_prp,B,25,83,or,right,100,congruent,Congruent,left
cp_prp,B,25,84,or,right,300,congruent,Congruent,left
cp_prp,B,25,85,or,right,300,congruent,Congruent,right
cp_prp,B,25,86,or,right,300,incongruent,Congruent,right
cp_prp,B,25,87,or,right,300,congruent,Incongruent,right
cp_prp,B,25,88,or,right,600,congruent,Congruent,left
