block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,45,0,or,left,incongruent,low,low,left
cp_stroop_crossed,B,45,1,or,left,incongruent,low,low,right
cp_stroop_crossed,B,45,2,or,right,congruent,mid,high,left
cp_stroop_crossed,B,45,3,or,left,incongruent,low,low,left
cp_stroop_crossed,B,45,4,or,left,incongruent,low,mid,left
cp_stroop_crossed,B,45,5,or,right,incongruent,high,low,right
cp_stroop_crossed,B,45,6,or,right,congruent,mid,high,right
cp_stroop_crossed,B,45,7,or,left,incongruent,low,high,left
cp_stroop_crossed,B,45,8,or,left,incongruent,high,high,right
cp_stroop_crossed,B,45,9,or,right,incongruent,mid,high,left
cp_stroop_crossed,B,45,10,or,right,incongruent,high,mid,left
cp_stroop_crossed,B,45,11,or,right,incongruent,high,low,left
cp_stroop_crossed,B,45,12,or,left,congruent,mid,low,left
cp_stroop_crossed,B,45,13,or,right,congruent,high,low,left
cp_stroop_crossed,B,45,14,or,right,incongruent,high,low,left
cp_stroop_crossed,B,45,15,or,left,congruent,high,high,left
cp_stroop_crossed,B,45,16,or,left,congruent,mid,high,right
cp_stroop_crossed,B,45,17,or,right,incongruent,low,mid,left
cp_stroop_crossed,B,45,18,or,left,congruent,low,high,right
cp_stroop_crossed,B,45,19,or,right,congruent,low,mid,right
cp_stroop_crossed,B,45,20,or,right,congruent,mid,mid,right
cp_stroop_crossed,B,45,21,or,right,congruent,high,high,right
cp_stroop_crossed,B,45,22,or,left,congruent,mid,low,left
cp_stroop_crossed,B,45,23,or,right,congruent,low,mid,right
cp_stroop_crossed,B,45,24,or,left,congruent,mid,high,right
cp_stroop_crossed,B,45,25,or,left,congruent,low,mid,left
cp_stroop_crossed,B,45,26,or,left,congruent,high,low,left
cp_stroop_crossed,B,45,27,or,right,congruent,mid,high,left
cp_stroop_crossed,B,45,28,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,45,29,or,left,congruent,high,mid,right
cp_stroop_crossed,B,45,30,or,right,incongruent,low,low,right
cp_stroop_crossed,B,45,31,or,left,congruent,low,mid,right
cp_stroop_crossed,B,45,32,or,right,congruent,high,high,left
cp_stroop_crossed,B,45,33,or,right,incongruent,low,high,right
cp_stroop_crossed,B,45,34,or,left,incongruent,mid,mid,right
cp_stroop_crossed,B,45,35,or,left,incongruent,low,low,left
cp_stroop_crossed,B,45,36,or,left,congruent,high,mid,right
cp_stroop_crossed,B,45,37,or,right,congruent,mid,mid,right
cp_stroop_crossed,B,45,38,or,left,congruent,high,low,right
cp_stroop_crossed,B,45,39,or,left,incongruent,mid,high,right
cp_stroop_crossed,B,45,40,or,left,incongruent,high,mid,right
cp_stroop_crossed,B,45,41,or,right,congruent,low,high,right
cp_stroop_crossed,B,45,42,or,left,incongruent,high,high,right
cp_stroop_crossed,B,45,43,or,right,incongruent,high,high,left
cp_stroop_crossed,B,45,44,or,left,incongruent,low,high,left
cp_stroop_crossed,B,45,45,or,left,incongruent,high,low,right
cp_stroop_crossed,B,45,46,or,right,incongruent,high,low,left
cp_stroop_crossed,B,45,47,or,left,incongruent,high,low,right
cp_stroop_crossed,B,45,48,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,45,49,or,left,congruent,low,mid,left
cp_stroop_crossed,B,45,50,or,left,congruent,low,low,left
