block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,35,0,mov,right,First,First,First,incongruent,easy,left
cp_taskswitch,A,35,1,mov,left,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,35,2,mov,left,Repeat,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,35,3,or,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,35,4,or,right,Repeat,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,35,5,mov,left,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,35,6,mov,left,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,35,7,mov,right,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,A,35,8,or,right,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,35,9,mov,left,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,35,10,mov,right,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,35,11,or,right,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,35,12,or,left,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,35,13,mov,left,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,35,14,mov,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,35,15,mov,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,35,16,or,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,35,17,or,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,A,35,18,or,left,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,35,19,mov,left,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,35,20,or,right,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch,A,35,21,mov,right,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,35,22,mov,left,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,35,23,or,left,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,35,24,mov,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,35,25,mov,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,35,26,mov,left,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,35,27,or,right,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,35,28,or,right,Repeat,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,35,29,mov,left,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,35,30,mov,right,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch,A,35,31,or,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,35,32,mov,left,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,35,33,or,right,Switch,Switch,Repeat,congruent,easy,right
