block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,2,0,or,right,First,First,First,congruent,easy,left
cp_taskswitch_asym,B,2,1,or,right,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,2,or,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,2,3,mov,left,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,2,4,mov,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,5,or,left,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,6,mov,right,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,2,7,mov,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,2,8,or,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,9,mov,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,2,10,or,left,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,11,mov,left,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,2,12,mov,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,13,or,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,2,14,or,left,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,15,or,left,Repeat,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,2,16,mov,left,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,2,17,or,right,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,18,mov,right,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,2,19,mov,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,2,20,mov,left,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,2,21,or,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,22,or,right,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,2,23,or,right,Repeat,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,2,24,mov,left,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,25,mov,left,Repeat,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,26,or,left,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,27,or,right,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,28,or,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,2,29,mov,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,30,mov,right,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,2,31,mov,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,2,32,or,left,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,33,or,left,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,34,or,left,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,35,mov,right,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,2,36,mov,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,37,mov,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,38,or,right,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,39,mov,right,Switch,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,40,mov,left,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,41,mov,left,Repeat,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,2,42,or,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,43,or,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,44,or,right,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,45,mov,right,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,2,46,or,right,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,47,or,left,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,2,48,or,right,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,2,49,mov,left,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,50,or,left,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,2,51,mov,left,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,2,52,mov,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,53,or,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,2,54,or,left,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,55,or,left,Repeat,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,2,56,mov,left,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,2,57,mov,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,58,mov,left,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,59,or,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,60,or,right,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,61,mov,left,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,2,62,mov,right,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,63,mov,right,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,2,64,or,left,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,2,65,mov,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,66,or,left,Switch,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,67,or,right,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,2,68,mov,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,2,69,or,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,70,or,right,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,2,71,or,left,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,72,mov,right,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,73,mov,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,2,74,or,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,75,or,left,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,76,or,left,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,2,77,mov,right,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,2,78,mov,right,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,79,or,left,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,80,or,left,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,81,or,right,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,2,82,mov,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,2,83,mov,right,Repeat,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,84,or,left,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,2,85,mov,left,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,2,86,or,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,87,mov,left,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,2,88,mov,left,Repeat,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,89,or,right,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,2,90,mov,right,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,2,91,mov,right,Repeat,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,2,92,or,left,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,2,93,mov,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,94,mov,left,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,95,or,right,Switch,Switch,Repeat,congruent,easy,right
