block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,A,48,0,mov,right,congruent,First,left,First
cp_stroop,A,48,1,mov,right,congruent,Congruent,right,Switch
cp_stroop,A,48,2,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,48,3,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,48,4,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,48,5,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,48,6,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,48,7,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,48,8,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,48,9,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,48,10,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,48,11,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,48,12,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,48,13,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,48,14,mov,left,congruent,Incongruent,right,Switch
cp_stroop,A,48,15,mov,left,congruent,Congruent,right,Repeat
cp_stroop,A,48,16,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,48,17,mov,right,incongruent,Congruent,right,Repeat
cp_stroop,A,48,18,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,48,19,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,48,20,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,48,21,mov,right,incongruent,Incongruent,right,Switch
cp_stroop,A,48,22,mov,left,congruent,Incongruent,right,Repeat
cp_stroop,A,48,23,mov,left,congruent,Congruent,right,Repeat
cp_stroop,A,48,24,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,48,25,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,48,26,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,48,27,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,48,28,mov,left,congruent,Incongruent,right,Switch
cp_stroop,A,48,29,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,48,30,mov,left,congruent,Congruent,left,Switch
cp_stroop,A,48,31,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,48,32,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,48,33,mov,left,incongruent,Incongruent,right,Repeat
cp_stroop,A,48,34,mov,right,congruent,Incongruent,right,Repeat
cp_stroop,A,48,35,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,48,36,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,48,37,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,48,38,mov,right,congruent,Incongruent,right,Repeat
cp_stroop,A,48,39,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,48,40,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,48,41,mov,left,congruent,Congruent,left,Repeat
cp_stroop,A,48,42,mov,right,congruent,Congruent,right,Switch
cp_stroop,A,48,43,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,48,44,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,48,45,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,48,46,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,48,47,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,48,48,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,48,49,mov,right,incongruent,Incongruent,right,Switch
cp_stroop,A,48,50,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,48,51,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,48,52,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,48,53,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,48,54,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,48,55,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,48,56,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,48,57,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,48,58,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,48,59,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,48,60,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,48,61,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,48,62,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,48,63,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,48,64,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,48,65,mov,right,congruent,Congruent,right,Switch
cp_stroop,A,48,66,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,48,67,mov,right,congruent,Incongruent,right,Repeat
cp_stroop,A,48,68,mov,right,incongruent,Congruent,right,Repeat
cp_stroop,A,48,69,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,48,70,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,48,71,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,48,72,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,48,73,mov,left,incongruent,Incongruent,right,Repeat
cp_stroop,A,48,74,mov,left,congruent,Incongruent,right,Repeat
cp_stroop,A,48,75,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,48,76,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,48,77,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,48,78,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,48,79,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,48,80,mov,left,incongruent,Congruent,right,Switch
cp_stroop,A,48,81,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,48,82,mov,left,congruent,Congruent,left,Repeat
cp_stroop,A,48,83,mov,right,congruent,Congruent,right,Switch
cp_stroop,A,48,84,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,48,85,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,48,86,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,48,87,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,48,88,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,48,89,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,48,90,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,48,91,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,48,92,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,48,93,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,48,94,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,48,95,mov,left,congruent,Incongruent,left,Switch
