block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,41,0,or,right,First,First,First,incongruent,hard,left
cp_taskswitch_asym,A,41,1,or,left,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,41,2,or,right,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,41,3,mov,left,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,41,4,or,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,41,5,or,right,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,41,6,or,left,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,41,7,mov,right,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,41,8,or,right,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,41,9,or,left,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,41,10,or,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,41,11,mov,right,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,41,12,mov,right,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,41,13,or,left,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,41,14,or,right,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,41,15,mov,left,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,41,16,or,left,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,41,17,or,right,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,41,18,mov,right,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,41,19,mov,left,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,41,20,or,right,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,41,21,or,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,41,22,or,right,Repeat,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,41,23,mov,left,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,41,24,mov,right,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,41,25,mov,left,Repeat,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,41,26,or,right,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,41,27,or,left,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,41,28,mov,left,Switch,Repeat,Repeat,congruent,easy,right
