block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,A,25,0,mov,left,600,congruent,First,left
cp_prp,A,25,1,mov,left,300,congruent,Congruent,right
cp_prp,A,25,2,mov,left,100,incongruent,Congruent,left
cp_prp,A,25,3,mov,left,300,incongruent,Incongruent,left
cp_prp,A,25,4,mov,left,100,congruent,Incongruent,right
cp_prp,A,25,5,mov,left,100,congruent,Congruent,right
cp_prp,A,25,6,mov,left,300,congruent,Congruent,left
cp_prp,A,25,7,mov,left,300,incongruent,Congruent,left
cp_prp,A,25,8,mov,left,100,congruent,Incongruent,left
cp_prp,A,25,9,mov,left,600,congruent,Congruent,right
cp_prp,A,25,10,mov,left,100,incongruent,Congruent,right
cp_prp,A,25,11,mov,left,600,incongruent,Incongruent,right
cp_prp,A,25,12,mov,left,600,incongruent,Incongruent,left
cp_prp,A,25,13,mov,left,300,incongruent,Incongruent,right
cp_prp,A,25,14,mov,left,600,congruent,Incongruent,right
cp_prp,A,25,15,mov,left,600,congruent,Congruent,left
cp_prp,A,25,16,mov,left,600,incongruent,Congruent,right
cp_prp,A,25,17,mov,left,600,congruent,Incongruent,left
cp_prp,A,25,18,mov,left,100,incongruent,Congruent,left
cp_prp,A,25,19,mov,left,100,incongruent,Incongruent,right
cp_prp,A,25,20,mov,left,100,congruent,Incongruent,right
cp_prp,A,25,21,mov,left,300,congruent,Congruent,right
cp_prp,A,25,22,mov,left,300,incongruent,Congruent,right
cp_prp,A,25,23,mov,left,100,incongruent,Incongruent,right
cp_prp,A,25,24,mov,left,600,congruent,Incongruent,left
cp_prp,A,25,25,mov,left,600,congruent,Congruent,right
cp_prp,A,25,26,mov,left,300,congruent,Congruent,left
cp_prp,A,25,27,mov,left,100,incongruent,Congruent,right
cp_prp,A,25,28,mov,left,100,congruent,Incongruent,right
cp_prp,A,25,29,mov,left,300,congruent,Congruent,right
cp_prp,A,25,30,mov,left,300,incongruent,Congruent,left
cp_prp,A,25,31,mov,left,300,congruent,Incongruent,left
cp_prp,A,25,32,mov,left,600,incongruent,Congruent,right
cp_prp,A,25,33,mov,left,300,incongruent,Incongruent,right
cp_prp,A,25,34,mov,left,100,congruent,Incongruent,left
cp_prp,A,25,35,mov,left,100,congruent,Congruent,left
cp_prp,A,25,36,mov,left,600,congruent,Congruent,left
cp_prp,A,25,37,mov,left,100,congruent,Congruent,right
cp_prp,A,25,38,mov,left,100,incongruent,Congruent,left
cp_prp,A,25,39,mov,left,600,incongruent,Incongruent,right
cp_prp,A,25,40,mov,left,300,congruent,Incongruent,right
cp_prp,A,25,41,mov,left,300,incongruent,Congruent,right
cp_prp,A,25,42,mov,left,600,congruent,Incongruent,right
cp_prp,A,25,43,mov,left,300,incongruent,Congruent,left
cp_prp,A,25,44,mov,left,300,incongruent,Incongruent,left
cp_prp,A,25,45,mov,left,600,incongruent,Incongruent,right
cp_prp,A,25,46,mov,left,100,congruent,Incongruent,right
cp_prp,A,25,47,mov,left,600,incongruent,Congruent,left
cp_prp,A,25,48,mov,left,100,incongruent,Incongruent,left
cp_prp,A,25,49,mov,left,100,incongruent,Incongruent,right
cp_prp,A,25,50,mov,left,300,congruent,Incongruent,right
