block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,3,0,or,right,300,incongruent,First,left
cp_prp,B,3,1,or,right,600,incongruent,Incongruent,left
cp_prp,B,3,2,or,right,100,incongruent,Incongruent,left
cp_prp,B,3,3,or,right,600,congruent,Incongruent,right
cp_prp,B,3,4,or,right,100,incongruent,Congruent,left
cp_prp,B,3,5,or,right,600,congruent,Incongruent,left
cp_prp,B,3,6,or,right,600,incongruent,Congruent,right
cp_prp,B,3,7,or,right,600,congruent,Incongruent,left
cp_prp,B,3,8,or,right,100,congruent,Congruent,left
cp_prp,B,3,9,or,right,600,incongruent,Congruent,right
cp_prp,B,3,10,or,right,100,incongruent,Incongruent,left
cp_prp,B,3,11,or,right,300,incongruent,Incongruent,left
cp_prp,B,3,12,or,right,600,incongruent,Incongruent,right
cp_prp,B,3,13,or,right,100,incongruent,Incongruent,right
cp_prp,B,3,14,or,right,600,congruent,Incongruent,left
cp_prp,B,3,15,or,right,600,incongruent,Congruent,left
cp_prp,B,3,16,or,right,100,congruent,Incongruent,right
cp_prp,B,3,17,or,right,100,incongruent,Congruent,left
cp_prp,B,3,18,or,right,100,incongruent,Incongruent,right
cp_prp,B,3,19,or,right,300,congruent,Incongruent,right
cp_prp,B,3,20,or,right,300,congruent,Congruent,right
cp_prp,B,3,21,or,right,300,congruent,Congruent,left
cp_prp,B,3,22,or,right,300,congruent,Congruent,right
cp_prp,B,3,23,or,right,600,congruent,Congruent,left
cp_prp,B,3,24,or,right,100,congruent,Congruent,right
cp_prp,B,3,25,or,right,100,incongruent,Congruent,right
cp_prp,B,3,26,or,right,300,congruent,Incongruent,left
cp_prp,B,3,27,or,right,100,congruent,Congruent,left
cp_prp,B,3,28,or,right,300,incongruent,Congruent,right
cp_prp,B,3,29,or,right,100,congruent,Incongruent,right
cp_prp,B,3,30,or,right,300,incongruent,Congruent,left
cp_prp,B,3,31,or,right,300,incongruent,Incongruent,left
cp_prp,B,3,32,or,right,600,incongruent,Incongruent,right
cp_prp,B,3,33,or,right,300,congruent,Incongruent,right
cp_prp,B,3,34,or,right,100,incongruent,Congruent,left
cp_prp,B,3,35,or,right,600,congruent,Incongruent,right
cp_prp,B,3,36,or,right,600,congruent,Congruent,right
cp_prp,B,3,37,or,right,300,congruent,Congruent,left
cp_prp,B,3,38,or,right,600,congruent,Congruent,left
cp_prp,B,3,39,or,right,600,congruent,Congruent,right
cp_prp,B,3,40,or,right,100,incongruent,Congruent,right
cp_prp,B,3,41,or,right,300,incongruent,Incongruent,right
cp_prp,B,3,42,or,right,600,incongruent,Incongruent,left
cp_prp,B,3,43,or,right,300,incongruent,Incongruent,left
cp_prp,B,3,44,or,right,100,congruent,Incongruent,left
cp_prp,B,3,45,or,right,100,congruent,Congruent,right
cp_prp,B,3,46,or,right,100,congruent,Congruent,left
cp_prp,B,3,47,or,right,600,incongruent,Congruent,left
cp_prp,B,3,48,or,right,600,incongruent,Incongruent,left
cp_prp,B,3,49,or,right,100,congruent,Incongruent,right
cp_prp,B,3,50,or,right,300,incongruent,Congruent,left
cp_prp,B,3,51,or,right,600,congruent,Incongruent,right
cp_prp,B,3,52,or,right,100,congruent,Congruent,right
cp_prp,B,3,53,or,right,100,congruent,Congruent,left
cp_prp,B,3,54,or,right,600,congruent,Congruent,left
cp_prp,B,3,55,or,right,600,incongruent,Congruent,left
cp_prp,B,3,56,or,right,300,congruent,Incongruent,right
cp_prp,B,3,57,or,right,100,incongruent,Congruent,right
cp_prp,B,3,58,or,right,300,congruent,Incongruent,left
cp_prp,B,3,59,or,right,100,congruent,Congruent,right
cp_prp,B,3,60,or,right,600,incongruent,Congruent,right
cp_prp,B,3,61,or,right,100,congruent,Incongruent,left
cp_prp,B,3,62,or,right,300,incongruent,Congruent,left
cp_prp,B,3,63,or,right,100,incongruent,Incongruent,right
cp_prp,B,3,64,or,right,600,incongruent,Incongruent,right
cp_prp,B,3,65,or,right,300,incongruent,Incongruent,right
cp_prp,B,3,66,or,right,100,incongruent,Incongruent,left
cp_prp,B,3,67,or,right,600,congruent,Incongruent,right
cp_prp,B,3,68,or,right,600,congruent,Congruent,right
cp_prp,B,3,69,or,right,300,congruent,Congruent,left
cp_prp,B,3,70,or,right,600,incongruent,Congruent,right
cp_prp,B,3,71,or,right,300,incongruent,Incongruent,left
cp_prp,B,3,72,or,right,300,incongruent,Incongruent,right
cp_prp,B,3,73,or,right,300,incongruent,Incongruent,right
cp_prp,B,3,74,or,right,100,congruent,Incongruent,left
cp_prp,B,3,75,or,right,100,incongruent,Congruent,left
cp_prp,B,3,76,or,right,600,incongruent,Incongruent,left
cp_prp,B,3,77,or,right,100,incongruent,Incongruent,right
cp_prp,B,3,78,or,right,100,congruent,Incongruent,left
cp_prp,B,3,79,or,right,600,congruent,Congruent,right
cp_prp,B,3,80,or,right,600,incongruent,Congruent,left
cp_prp,B,3,81,or,right,100,congruent,Incongruent,right
cp_prp,B,3,82,or,right,300,incongruent,Congruent,right
cp_prp,B,3,83,or,right,300,congruent,Incongruent,right
cp_prp,B,3,84,or,right,300,congruent,Congruent,right
cp_prp,B,3,85,or,right,300,congruent,Congruent,left
cp_prp,B,3,86,or,right,300,congruent,Congruent,right
cp_prp,B,3,87,or,right,600,congruent,Congruent,left
cp_prp,B,3,88,or,right,300,incongruent,Congruent,right
cp_prp,B,3,89,or,right,300,congruent,Incongruent,left
cp_prp,B,3,90,or,right,300,incongruent,Congruent,left
cp_prp,B,3,91,or,right,300,congruent,Incongruent,left
cp_prp,B,3,92,or,right,300,incongruent,Congruent,right
cp_prp,B,3,93,or,right,100,incongruent,Incongruent,left
cp_prp,B,3,94,or,right,600,incongruent,Incongruent,right
cp_prp,B,3,95,or,right,600,congruent,Incongruent,left
