block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,A,42,0,mov,left,100,congruent,First,right
cp_prp,A,42,1,mov,left,300,incongruent,Congruent,left
cp_prp,A,42,2,mov,left,600,congruent,Incongruent,left
cp_prp,A,42,3,mov,left,300,congruent,Congruent,right
cp_prp,A,42,4,mov,left,300,congruent,Congruent,left
cp_prp,A,42,5,mov,left,600,congruent,Congruent,left
cp_prp,A,42,6,mov,left,300,incongruent,Congruent,right
cp_prp,A,42,7,mov,left,600,incongruent,Incongruent,left
cp_prp,A,42,8,mov,left,100,incongruent,Incongruent,left
cp_prp,A,42,9,mov,left,300,incongruent,Incongruent,left
cp_prp,A,42,10,mov,left,100,incongruent,Incongruent,right
cp_prp,A,42,11,mov,left,600,incongruent,Incongruent,left
cp_prp,A,42,12,mov,left,300,incongruent,Incongruent,left
cp_prp,A,42,13,mov,left,300,incongruent,Incongruent,left
cp_prp,A,42,14,mov,left,100,congruent,Incongruent,left
cp_prp,A,42,15,mov,left,100,congruent,Congruent,right
cp_prp,A,42,16,mov,left,600,incongruent,Congruent,right
cp_prp,A,42,17,mov,left,100,incongruent,Incongruent,left
cp_prp,A,42,18,mov,left,300,congruent,Incongruent,left
cp_prp,A,42,19,mov,left,300,congruent,Congruent,left
cp_prp,A,42,20,mov,left,600,congruent,Congruent,left
cp_prp,A,42,21,mov,left,300,congruent,Congruent,right
cp_prp,A,42,22,mov,left,100,incongruent,Congruent,left
cp_prp,A,42,23,mov,left,100,congruent,Incongruent,right
cp_prp,A,42,24,mov,left,100,congruent,Congruent,right
cp_prp,A,42,25,mov,left,600,congruent,Congruent,right
cp_prp,A,42,26,mov,left,100,incongruent,Congruent,right
cp_prp,A,42,27,mov,left,600,congruent,Incongruent,left
cp_prp,A,42,28,mov,left,300,congruent,Congruent,right
cp_prp,A,42,29,mov,left,600,congruent,Congruent,right
cp_prp,A,42,30,mov,left,300,incongruent,Congruent,left
cp_prp,A,42,31,mov,left,300,incongruent,Incongruent,right
cp_prp,A,42,32,mov,left,600,incongruent,Incongruent,right
cp_prp,A,42,33,mov,left,600,incongruent,Incongruent,left
cp_prp,A,42,34,mov,left,600,congruent,Incongruent,left
cp_prp,A,42,35,mov,left,100,congruent,Congruent,left
cp_prp,A,42,36,mov,left,600,incongruent,Congruent,left
cp_prp,A,42,37,mov,left,300,congruent,Incongruent,left
cp_prp,A,42,38,mov,left,100,incongruent,Congruent,left
cp_prp,A,42,39,mov,left,300,congruent,Incongruent,left
cp_prp,A,42,40,mov,left,300,congruent,Congruent,left
cp_prp,A,42,41,mov,left,600,congruent,Congruent,left
cp_prp,A,42,42,mov,left,100,incongruent,Congruent,left
cp_prp,A,42,43,mov,left,300,congruent,Incongruent,right
cp_prp,A,42,44,mov,left,100,congruent,Congruent,right
cp_prp,A,42,45,mov,left,600,incongruent,Congruent,left
cp_prp,A,42,46,mov,left,100,congruent,Incongruent,right
cp_prp,A,42,47,mov,left,600,incongruent,Congruent,right
cp_prp,A,42,48,mov,left,600,incongruent,Incongruent,right
cp_prp,A,42,49,mov,left,100,incongruent,Incongruent,right
cp_prp,A,42,50,mov,left,300,incongruent,Incongruent,right
cp_prp,A,42,51,mov,left,300,congruent,Incongruent,right
cp_prp,A,42,52,mov,left,600,congruent,Congruent,left
cp_prp,A,42,53,mov,left,100,incongruent,Congruent,right
cp_prp,A,42,54,mov,left,100,congruent,Incongruent,left
cp_prp,A,42,55,mov,left,100,congruent,Congruent,left
cp_prp,A,42,56,mov,left,600,incongruent,Congruent,left
cp_prp,A,42,57,mov,left,300,congruent,Incongruent,right
