block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,43,0,or,left,incongruent,First,left,First
cp_stroop,B,43,1,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,43,2,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,43,3,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,43,4,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,43,5,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,43,6,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,43,7,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,43,8,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,43,9,or,left,congruent,Congruent,right,Switch
cp_stroop,B,43,10,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,43,11,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,43,12,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,43,13,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,43,14,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,43,15,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,43,16,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,43,17,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,43,18,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,43,19,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,43,20,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,43,21,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,43,22,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,43,23,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,43,24,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,43,25,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,43,26,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,43,27,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,43,28,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,43,29,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,43,30,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,43,31,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,43,32,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,43,33,or,right,congruent,Congruent,left,Switch
cp_stroop,B,43,34,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,43,35,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,43,36,or,right,congruent,Congruent,right,Switch
cp_stroop,B,43,37,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,43,38,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,43,39,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,43,40,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,43,41,or,right,congruent,Congruent,right,Switch
cp_stroop,B,43,42,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,43,43,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,43,44,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,43,45,or,left,congruent,Congruent,left,Switch
cp_stroop,B,43,46,or,left,congruent,Congruent,right,Switch
cp_stroop,B,43,47,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,43,48,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,43,49,or,right,congruent,Congruent,left,Switch
cp_stroop,B,43,50,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,43,51,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,43,52,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,43,53,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,43,54,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,43,55,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,43,56,or,left,incongruent,Congruent,right,Repeat
