block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,14,0,or,right,incongruent,First,left,First
cp_stroop,B,14,1,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,14,2,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,14,3,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,14,4,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,14,5,or,left,congruent,Congruent,left,Switch
cp_stroop,B,14,6,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,14,7,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,14,8,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,14,9,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,14,10,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,14,11,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,14,12,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,14,13,or,right,congruent,Congruent,left,Switch
cp_stroop,B,14,14,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,14,15,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,14,16,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,14,17,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,14,18,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,14,19,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,14,20,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,14,21,or,right,congruent,Congruent,left,Switch
cp_stroop,B,14,22,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,14,23,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,14,24,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,14,25,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,14,26,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,14,27,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,14,28,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,14,29,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,14,30,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,14,31,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,14,32,or,left,congruent,Congruent,right,Switch
cp_stroop,B,14,33,or,right,congruent,Congruent,left,Switch
cp_stroop,B,14,34,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,14,35,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,14,36,or,right,incongruent,Incongruent,right,Repeat
