block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,8,0,or,left,congruent,First,right,First
cp_stroop,B,8,1,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,8,2,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,8,3,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,8,4,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,8,5,or,right,congruent,Congruent,left,Switch
cp_stroop,B,8,6,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,8,7,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,8,8,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,8,9,or,right,congruent,Congruent,left,Switch
cp_stroop,B,8,10,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,8,11,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,8,12,or,left,congruent,Congruent,right,Switch
cp_stroop,B,8,13,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,8,14,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,8,15,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,8,16,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,8,17,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,8,18,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,8,19,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,8,20,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,8,21,or,right,congruent,Congruent,left,Switch
cp_stroop,B,8,22,or,left,congruent,Congruent,right,Switch
cp_stroop,B,8,23,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,8,24,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,8,25,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,8,26,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,8,27,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,8,28,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,8,29,or,left,congruent,Congruent,right,Switch
cp_stroop,B,8,30,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,8,31,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,8,32,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,8,33,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,8,34,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,8,35,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,8,36,or,right,congruent,Congruent,right,Repeat
