block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,A,33,0,mov,right,incongruent,First,left,First
cp_stroop,A,33,1,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,33,2,mov,left,congruent,Congruent,left,Repeat
cp_stroop,A,33,3,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,33,4,mov,left,incongruent,Incongruent,right,Repeat
cp_stroop,A,33,5,mov,left,incongruent,Incongruent,right,Repeat
cp_stroop,A,33,6,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,33,7,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,33,8,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,33,9,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,33,10,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,33,11,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,33,12,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,33,13,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,33,14,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,33,15,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,33,16,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,33,17,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,33,18,mov,right,incongruent,Incongruent,right,Switch
cp_stroop,A,33,19,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,33,20,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,33,21,mov,left,congruent,Congruent,left,Repeat
cp_stroop,A,33,22,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,33,23,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,33,24,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,33,25,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,33,26,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,33,27,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,33,28,mov,right,incongruent,Congruent,right,Repeat
