block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,A,43,0,mov,left,incongruent,First,left,First
cp_stroop,A,43,1,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,43,2,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,43,3,mov,left,incongruent,Congruent,right,Switch
cp_stroop,A,43,4,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,43,5,mov,left,congruent,Incongruent,right,Repeat
cp_stroop,A,43,6,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,43,7,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,43,8,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,43,9,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,43,10,mov,left,congruent,Congruent,right,Repeat
cp_stroop,A,43,11,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,43,12,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,43,13,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,43,14,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,43,15,mov,right,incongruent,Incongruent,right,Switch
cp_stroop,A,43,16,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,43,17,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,43,18,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,43,19,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,43,20,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,43,21,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,43,22,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,43,23,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,43,24,mov,left,congruent,Congruent,right,Repeat
cp_stroop,A,43,25,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,43,26,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,43,27,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,43,28,mov,left,incongruent,Congruent,right,Switch
cp_stroop,A,43,29,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,43,30,mov,left,congruent,Incongruent,right,Switch
