block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,3,0,mov,right,First,First,First,congruent,easy,left
cp_taskswitch,B,3,1,mov,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,3,2,or,left,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,3,3,mov,left,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,3,4,mov,left,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,3,5,mov,right,Repeat,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,3,6,or,left,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,3,7,or,right,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch,B,3,8,or,right,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,3,9,mov,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,3,10,mov,left,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,3,11,or,left,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,3,12,or,right,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,3,13,mov,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,3,14,or,right,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,3,15,or,left,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,3,16,or,right,Repeat,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,3,17,mov,left,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch,B,3,18,or,right,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,3,19,or,left,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,3,20,or,right,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch,B,3,21,mov,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,3,22,mov,right,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,3,23,or,left,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,3,24,or,left,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,3,25,mov,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,3,26,or,right,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch,B,3,27,or,left,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch,B,3,28,or,left,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,3,29,mov,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,3,30,or,right,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,3,31,or,right,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,3,32,mov,left,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,3,33,mov,left,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,3,34,mov,left,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,3,35,or,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,3,36,mov,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,3,37,mov,right,Repeat,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,3,38,or,left,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,3,39,mov,left,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,3,40,mov,right,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,3,41,mov,right,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,3,42,or,left,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch,B,3,43,or,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,3,44,or,left,Repeat,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,3,45,mov,left,Switch,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,3,46,or,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,3,47,or,right,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,3,48,mov,left,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,3,49,or,left,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,3,50,or,left,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,3,51,mov,right,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,3,52,or,right,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,3,53,mov,left,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,3,54,mov,left,Repeat,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,3,55,or,left,Switch,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,3,56,or,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,3,57,or,right,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,3,58,mov,right,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,3,59,or,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,3,60,mov,right,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,3,61,mov,right,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,3,62,mov,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,3,63,or,left,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,3,64,mov,right,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,3,65,mov,right,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,3,66,mov,left,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,3,67,or,left,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,3,68,mov,left,Switch,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,3,69,mov,right,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,3,70,mov,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,3,71,or,left,Switch,Switch,Switch,congruent,hard,left
cp_taskswitch,B,3,72,mov,right,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch,B,3,73,mov,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,3,74,mov,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,B,3,75,or,right,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,3,76,or,left,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch,B,3,77,or,right,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,3,78,mov,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,3,79,or,left,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,3,80,or,right,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch,B,3,81,mov,right,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,3,82,mov,left,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,3,83,mov,left,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,3,84,or,right,Switch,Switch,Switch,congruent,hard,left
cp_taskswitch,B,3,85,or,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,3,86,or,right,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,3,87,mov,left,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,3,88,mov,left,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,3,89,or,left,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,3,90,or,right,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,3,91,mov,right,Switch,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,3,92,or,right,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,3,93,or,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,3,94,mov,right,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,3,95,mov,right,Repeat,Repeat,Repeat,congruent,easy,left
