block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,8,0,or,right,600,congruent,First,left
cp_prp,B,8,1,or,right,300,congruent,Congruent,left
cp_prp,B,8,2,or,right,300,incongruent,Congruent,left
cp_prp,B,8,3,or,right,300,incongruent,Incongruent,right
cp_prp,B,8,4,or,right,600,congruent,Incongruent,right
cp_prp,B,8,5,or,right,300,congruent,Congruent,right
cp_prp,B,8,6,or,right,100,incongruent,Congruent,left
cp_prp,B,8,7,or,right,100,congruent,Incongruent,left
cp_prp,B,8,8,or,right,100,incongruent,Congruent,right
cp_prp,B,8,9,or,right,100,incongruent,Incongruent,left
cp_prp,B,8,10,or,right,100,congruent,Incongruent,right
cp_prp,B,8,11,or,right,300,incongruent,Congruent,right
cp_prp,B,8,12,or,right,300,congruent,Incongruent,left
cp_prp,B,8,13,or,right,300,congruent,Congruent,right
cp_prp,B,8,14,or,right,600,congruent,Congruent,right
cp_prp,B,8,15,or,right,100,incongruent,Congruent,right
cp_prp,B,8,16,or,right,600,congruent,Incongruent,left
cp_prp,B,8,17,or,right,600,congruent,Congruent,left
cp_prp,B,8,18,or,right,600,incongruent,Congruent,right
cp_prp,B,8,19,or,right,100,incongruent,Incongruent,left
cp_prp,B,8,20,or,right,600,congruent,Incongruent,right
cp_prp,B,8,21,or,right,600,incongruent,Congruent,left
cp_prp,B,8,22,or,right,100,incongruent,Incongruent,left
cp_prp,B,8,23,or,right,100,congruent,Incongruent,right
cp_prp,B,8,24,or,right,100,congruent,Congruent,right
cp_prp,B,8,25,or,right,100,incongruent,Congruent,right
cp_prp,B,8,26,or,right,100,congruent,Incongruent,left
cp_prp,B,8,27,or,right,300,incongruent,Congruent,right
cp_prp,B,8,28,or,right,300,congruent,Incongruent,left
cp_prp,B,8,29,or,right,300,congruent,Congruent,left
cp_prp,B,8,30,or,right,600,congruent,Congruent,right
cp_prp,B,8,31,or,right,100,congruent,Congruent,left
cp_prp,B,8,32,or,right,100,congruent,Congruent,right
cp_prp,B,8,33,or,right,600,congruent,Congruent,left
cp_prp,B,8,34,or,right,100,incongruent,Congruent,left
cp_prp,B,8,35,or,right,600,incongruent,Incongruent,left
cp_prp,B,8,36,or,right,600,congruent,Incongruent,right
cp_prp,B,8,37,or,right,600,incongruent,Congruent,left
cp_prp,B,8,38,or,right,600,incongruent,Incongruent,left
cp_prp,B,8,39,or,right,100,congruent,Incongruent,left
cp_prp,B,8,40,or,right,100,congruent,Congruent,right
cp_prp,B,8,41,or,right,600,congruent,Congruent,left
cp_prp,B,8,42,or,right,300,congruent,Congruent,right
cp_prp,B,8,43,or,right,300,incongruent,Congruent,right
cp_prp,B,8,44,or,right,300,congruent,Incongruent,left
cp_prp,B,8,45,or,right,100,congruent,Congruent,left
cp_prp,B,8,46,or,right,600,incongruent,Congruent,right
cp_prp,B,8,47,or,right,300,incongruent,Incongruent,left
cp_prp,B,8,48,or,right,600,congruent,Incongruent,left
cp_prp,B,8,49,or,right,600,incongruent,Congruent,left
cp_prp,B,8,50,or,right,100,incongruent,Incongruent,right
cp_prp,B,8,51,or,right,100,incongruent,Incongruent,right
cp_prp,B,8,52,or,right,100,incongruent,Incongruent,left
cp_prp,B,8,53,or,right,100,incongruent,Incongruent,right
cp_prp,B,8,54,or,right,300,congruent,Incongruent,right
cp_prp,B,8,55,or,right,100,congruent,Congruent,left
cp_prp,B,8,56,or,right,100,congruent,Congruent,right
cp_prp,B,8,57,or,right,300,incongruent,Congruent,left
cp_prp,B,8,58,or,right,300,congruent,Incongruent,right
cp_prp,B,8,59,or,right,100,congruent,Congruent,left
cp_prp,B,8,60,or,right,100,incongruent,Congruent,left
