block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,39,0,or,left,incongruent,mid,low,left
cp_stroop_crossed,B,39,1,or,right,congruent,low,high,right
cp_stroop_crossed,B,39,2,or,right,congruent,high,low,right
cp_stroop_crossed,B,39,3,or,left,congruent,low,high,left
cp_stroop_crossed,B,39,4,or,right,incongruent,mid,low,right
cp_stroop_crossed,B,39,5,or,left,congruent,mid,high,left
cp_stroop_crossed,B,39,6,or,left,congruent,high,low,left
cp_stroop_crossed,B,39,7,or,right,incongruent,mid,mid,right
cp_stroop_crossed,B,39,8,or,left,congruent,high,low,right
cp_stroop_crossed,B,39,9,or,right,congruent,low,low,left
cp_stroop_crossed,B,39,10,or,right,congruent,low,high,right
cp_stroop_crossed,B,39,11,or,left,incongruent,low,low,right
cp_stroop_crossed,B,39,12,or,right,congruent,high,low,left
cp_stroop_crossed,B,39,13,or,left,incongruent,high,high,right
cp_stroop_crossed,B,39,14,or,left,incongruent,mid,high,right
cp_stroop_crossed,B,39,15,or,right,congruent,mid,high,right
cp_stroop_crossed,B,39,16,or,left,incongruent,low,mid,right
cp_stroop_crossed,B,39,17,or,right,congruent,mid,mid,left
cp_stroop_crossed,B,39,18,or,right,incongruent,high,low,left
cp_stroop_crossed,B,39,19,or,left,incongruent,high,high,left
cp_stroop_crossed,B,39,20,or,left,congruent,mid,low,right
cp_stroop_crossed,B,39,21,or,left,incongruent,high,low,right
cp_stroop_crossed,B,39,22,or,right,incongruent,high,high,left
cp_stroop_crossed,B,39,23,or,left,congruent,mid,mid,right
cp_stroop_crossed,B,39,24,or,right,incongruent,mid,low,left
cp_stroop_crossed,B,39,25,or,left,congruent,low,low,right
cp_stroop_crossed,B,39,26,or,right,incongruent,high,mid,left
cp_stroop_crossed,B,39,27,or,right,incongruent,high,mid,right
cp_stroop_crossed,B,39,28,or,left,congruent,mid,low,left
cp_stroop_crossed,B,39,29,or,left,congruent,high,high,right
cp_stroop_crossed,B,39,30,or,right,incongruent,mid,high,right
cp_stroop_crossed,B,39,31,or,right,congruent,high,mid,right
cp_stroop_crossed,B,39,32,or,right,congruent,low,high,right
cp_stroop_crossed,B,39,33,or,left,incongruent,mid,high,left
cp_stroop_crossed,B,39,34,or,right,congruent,mid,mid,right
