block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,17,0,or,left,incongruent,First,right,First
cp_stroop,B,17,1,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,17,2,or,left,congruent,Congruent,right,Switch
cp_stroop,B,17,3,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,17,4,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,17,5,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,17,6,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,17,7,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,17,8,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,17,9,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,17,10,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,17,11,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,17,12,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,17,13,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,17,14,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,17,15,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,17,16,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,17,17,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,17,18,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,17,19,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,17,20,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,17,21,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,17,22,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,17,23,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,17,24,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,17,25,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,17,26,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,17,27,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,17,28,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,17,29,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,17,30,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,17,31,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,17,32,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,17,33,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,17,34,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,17,35,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,17,36,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,17,37,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,17,38,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,17,39,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,17,40,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,17,41,or,right,congruent,Congruent,left,Switch
cp_stroop,B,17,42,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,17,43,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,17,44,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,17,45,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,17,46,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,17,47,or,right,congruent,Congruent,left,Switch
cp_stroop,B,17,48,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,17,49,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,17,50,or,right,congruent,Congruent,right,Switch
cp_stroop,B,17,51,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,17,52,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,17,53,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,17,54,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,17,55,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,17,56,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,17,57,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,17,58,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,17,59,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,17,60,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,17,61,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,17,62,or,left,congruent,Congruent,right,Switch
cp_stroop,B,17,63,or,left,congruent,Congruent,left,Switch
cp_stroop,B,17,64,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,17,65,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,17,66,or,right,congruent,Congruent,left,Switch
cp_stroop,B,17,67,or,left,congruent,Congruent,right,Switch
cp_stroop,B,17,68,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,17,69,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,17,70,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,17,71,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,17,72,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,17,73,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,17,74,or,right,congruent,Congruent,right,Repeat
