block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,47,0,mov,left,incongruent,mid,high,left
cp_stroop_crossed,A,47,1,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,47,2,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,47,3,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,47,4,mov,left,incongruent,low,mid,left
cp_stroop_crossed,A,47,5,mov,right,congruent,mid,high,right
cp_stroop_crossed,A,47,6,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,47,7,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,47,8,mov,left,congruent,low,low,right
cp_stroop_crossed,A,47,9,mov,left,incongruent,high,high,right
cp_stroop_crossed,A,47,10,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,47,11,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,47,12,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,47,13,mov,left,congruent,low,high,right
cp_stroop_crossed,A,47,14,mov,left,incongruent,mid,mid,right
cp_stroop_crossed,A,47,15,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,47,16,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,47,17,mov,right,congruent,low,mid,left
cp_stroop_crossed,A,47,18,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,47,19,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,47,20,mov,left,incongruent,low,low,left
cp_stroop_crossed,A,47,21,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,47,22,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,47,23,mov,left,congruent,low,high,right
cp_stroop_crossed,A,47,24,mov,right,incongruent,mid,low,left
cp_stroop_crossed,A,47,25,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,47,26,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,47,27,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,47,28,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,47,29,mov,right,incongruent,low,low,right
cp_stroop_crossed,A,47,30,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,47,31,mov,right,incongruent,low,mid,right
cp_stroop_crossed,A,47,32,mov,left,incongruent,high,low,left
cp_stroop_crossed,A,47,33,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,47,34,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,47,35,mov,left,incongruent,low,high,right
cp_stroop_crossed,A,47,36,mov,left,congruent,low,high,left
cp_stroop_crossed,A,47,37,mov,right,congruent,mid,high,right
cp_stroop_crossed,A,47,38,mov,right,congruent,high,low,right
cp_stroop_crossed,A,47,39,mov,left,incongruent,high,high,left
cp_stroop_crossed,A,47,40,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,47,41,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,47,42,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,47,43,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,47,44,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,47,45,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,47,46,mov,right,congruent,high,low,left
cp_stroop_crossed,A,47,47,mov,right,incongruent,low,mid,right
cp_stroop_crossed,A,47,48,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,47,49,mov,left,incongruent,mid,mid,left
cp_stroop_crossed,A,47,50,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,47,51,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,47,52,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,47,53,mov,right,congruent,mid,mid,left
cp_stroop_crossed,A,47,54,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,47,55,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,47,56,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,47,57,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,47,58,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,47,59,mov,left,congruent,low,low,left
cp_stroop_crossed,A,47,60,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,47,61,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,47,62,mov,right,incongruent,mid,low,right
cp_stroop_crossed,A,47,63,mov,right,congruent,low,low,left
cp_stroop_crossed,A,47,64,mov,left,congruent,high,high,right
cp_stroop_crossed,A,47,65,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,47,66,mov,right,congruent,mid,mid,right
cp_stroop_crossed,A,47,67,mov,left,congruent,high,high,left
cp_stroop_crossed,A,47,68,mov,left,congruent,high,high,right
cp_stroop_crossed,A,47,69,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,47,70,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,47,71,mov,right,incongruent,high,high,right
cp_stroop_crossed,A,47,72,mov,left,congruent,low,high,left
cp_stroop_crossed,A,47,73,mov,left,congruent,high,high,left
cp_stroop_crossed,A,47,74,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,47,75,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,47,76,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,47,77,mov,right,congruent,low,high,right
cp_stroop_crossed,A,47,78,mov,left,congruent,high,low,left
cp_stroop_crossed,A,47,79,mov,right,incongruent,low,mid,right
cp_stroop_crossed,A,47,80,mov,left,congruent,high,low,right
cp_stroop_crossed,A,47,81,mov,right,congruent,mid,mid,left
cp_stroop_crossed,A,47,82,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,47,83,mov,left,incongruent,low,high,right
cp_stroop_crossed,A,47,84,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,47,85,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,47,86,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,47,87,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,47,88,mov,left,incongruent,high,mid,right
cp_stroop_crossed,A,47,89,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,47,90,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,47,91,mov,left,congruent,high,high,right
cp_stroop_crossed,A,47,92,mov,right,congruent,low,low,right
cp_stroop_crossed,A,47,93,mov,left,congruent,mid,low,right
cp_stroop_crossed,A,47,94,mov,right,incongruent,mid,low,right
cp_stroop_crossed,A,47,95,mov,right,congruent,low,low,left
cp_stroop_crossed,A,47,96,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,47,97,mov,left,incongruent,low,mid,left
cp_stroop_crossed,A,47,98,mov,right,congruent,high,low,right
cp_stroop_crossed,A,47,99,mov,left,congruent,high,high,left
cp_stroop_crossed,A,47,100,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,47,101,mov,right,congruent,low,low,right
cp_stroop_crossed,A,47,102,mov,left,incongruent,high,mid,left
cp_stroop_crossed,A,47,103,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,47,104,mov,left,congruent,low,high,left
cp_stroop_crossed,A,47,105,mov,right,incongruent,high,high,right
cp_stroop_crossed,A,47,106,mov,left,congruent,high,mid,right
cp_stroop_crossed,A,47,107,mov,right,congruent,high,low,left
