block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,6,0,or,right,100,congruent,First,left
cp_prp,B,6,1,or,right,300,incongruent,Congruent,right
cp_prp,B,6,2,or,right,600,congruent,Incongruent,left
cp_prp,B,6,3,or,right,600,incongruent,Congruent,right
cp_prp,B,6,4,or,right,600,incongruent,Incongruent,left
cp_prp,B,6,5,or,right,100,incongruent,Incongruent,right
cp_prp,B,6,6,or,right,600,incongruent,Incongruent,right
cp_prp,B,6,7,or,right,100,congruent,Incongruent,left
cp_prp,B,6,8,or,right,300,incongruent,Congruent,left
cp_prp,B,6,9,or,right,100,incongruent,Incongruent,left
cp_prp,B,6,10,or,right,300,congruent,Incongruent,right
cp_prp,B,6,11,or,right,300,incongruent,Congruent,right
cp_prp,B,6,12,or,right,300,congruent,Incongruent,left
cp_prp,B,6,13,or,right,300,congruent,Congruent,right
cp_prp,B,6,14,or,right,300,incongruent,Congruent,right
cp_prp,B,6,15,or,right,600,incongruent,Incongruent,left
cp_prp,B,6,16,or,right,600,congruent,Incongruent,left
cp_prp,B,6,17,or,right,100,incongruent,Congruent,right
cp_prp,B,6,18,or,right,100,incongruent,Incongruent,right
cp_prp,B,6,19,or,right,300,incongruent,Incongruent,right
cp_prp,B,6,20,or,right,300,incongruent,Incongruent,left
cp_prp,B,6,21,or,right,300,congruent,Incongruent,left
cp_prp,B,6,22,or,right,100,incongruent,Congruent,left
cp_prp,B,6,23,or,right,300,incongruent,Incongruent,left
cp_prp,B,6,24,or,right,300,congruent,Incongruent,right
cp_prp,B,6,25,or,right,100,congruent,Congruent,right
cp_prp,B,6,26,or,right,300,congruent,Congruent,right
cp_prp,B,6,27,or,right,600,congruent,Congruent,right
cp_prp,B,6,28,or,right,600,congruent,Congruent,right
cp_prp,B,6,29,or,right,300,incongruent,Congruent,left
cp_prp,B,6,30,or,right,600,congruent,Incongruent,right
cp_prp,B,6,31,or,right,100,congruent,Congruent,left
cp_prp,B,6,32,or,right,300,incongruent,Congruent,left
cp_prp,B,6,33,or,right,100,congruent,Incongruent,right
cp_prp,B,6,34,or,right,300,congruent,Congruent,left
cp_prp,B,6,35,or,right,100,congruent,Congruent,right
cp_prp,B,6,36,or,right,600,congruent,Congruent,left
cp_prp,B,6,37,or,right,100,congruent,Congruent,right
cp_prp,B,6,38,or,right,100,congruent,Congruent,left
cp_prp,B,6,39,or,right,100,incongruent,Congruent,right
cp_prp,B,6,40,or,right,600,incongruent,Incongruent,left
cp_prp,B,6,41,or,right,100,congruent,Incongruent,right
cp_prp,B,6,42,or,right,100,incongruent,Congruent,left
cp_prp,B,6,43,or,right,300,incongruent,Incongruent,left
cp_prp,B,6,44,or,right,300,incongruent,Incongruent,right
cp_prp,B,6,45,or,right,300,congruent,Incongruent,left
cp_prp,B,6,46,or,right,300,incongruent,Congruent,right
cp_prp,B,6,47,or,right,100,congruent,Incongruent,left
cp_prp,B,6,48,or,right,600,incongruent,Congruent,left
cp_prp,B,6,49,or,right,600,incongruent,Incongruent,left
cp_prp,B,6,50,or,right,600,congruent,Incongruent,right
cp_prp,B,6,51,or,right,600,congruent,Congruent,left
cp_prp,B,6,52,or,right,600,congruent,Congruent,left
cp_prp,B,6,53,or,right,300,congruent,Congruent,right
cp_prp,B,6,54,or,right,600,incongruent,Congruent,left
cp_prp,B,6,55,or,right,600,congruent,Incongruent,left
cp_prp,B,6,56,or,right,600,incongruent,Congruent,left
cp_prp,B,6,57,or,right,100,congruent,Incongruent,right
cp_prp,B,6,58,or,right,100,incongruent,Congruent,left
cp_prp,B,6,59,or,right,300,incongruent,Incongruent,right
cp_prp,B,6,60,or,right,600,incongruent,Incongruent,right
cp_prp,B,6,61,or,right,100,incongruent,Incongruent,right
cp_prp,B,6,62,or,right,300,incongruent,Incongruent,left
cp_prp,B,6,63,or,right,600,congruent,Incongruent,left
cp_prp,B,6,64,or,right,300,incongruent,Congruent,left
cp_prp,B,6,65,or,right,300,congruent,Incongruent,right
cp_prp,B,6,66,or,right,300,congruent,Congruent,left
cp_prp,B,6,67,or,right,600,incongruent,Congruent,right
cp_prp,B,6,68,or,right,300,congruent,Incongruent,right
cp_prp,B,6,69,or,right,600,incongruent,Congruent,left
cp_prp,B,6,70,or,right,600,incongruent,Incongruent,right
cp_prp,B,6,71,or,right,100,congruent,Incongruent,left
cp_prp,B,6,72,or,right,600,incongruent,Congruent,right
cp_prp,B,6,73,or,right,100,congruent,Incongruent,right
cp_prp,B,6,74,or,right,600,congruent,Congruent,right
cp_prp,B,6,75,or,right,100,congruent,Congruent,right
cp_prp,B,6,76,or,right,100,incongruent,Congruent,right
cp_prp,B,6,77,or,right,100,incongruent,Incongruent,left
cp_prp,B,6,78,or,right,600,congruent,Incongruent,right
