block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,28,0,or,right,congruent,low,mid,left
cp_stroop_crossed,B,28,1,or,left,congruent,mid,high,right
cp_stroop_crossed,B,28,2,or,right,congruent,high,high,left
cp_stroop_crossed,B,28,3,or,left,incongruent,mid,low,left
cp_stroop_crossed,B,28,4,or,left,congruent,low,high,left
cp_stroop_crossed,B,28,5,or,left,congruent,mid,mid,right
cp_stroop_crossed,B,28,6,or,right,incongruent,low,low,left
cp_stroop_crossed,B,28,7,or,left,congruent,low,high,left
cp_stroop_crossed,B,28,8,or,right,congruent,mid,high,left
cp_stroop_crossed,B,28,9,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,28,10,or,right,incongruent,low,mid,right
cp_stroop_crossed,B,28,11,or,left,incongruent,high,low,left
cp_stroop_crossed,B,28,12,or,right,incongruent,mid,low,left
cp_stroop_crossed,B,28,13,or,left,incongruent,mid,high,right
cp_stroop_crossed,B,28,14,or,right,congruent,high,high,right
cp_stroop_crossed,B,28,15,or,right,incongruent,high,high,right
cp_stroop_crossed,B,28,16,or,right,incongruent,high,low,right
cp_stroop_crossed,B,28,17,or,left,incongruent,high,low,right
cp_stroop_crossed,B,28,18,or,right,congruent,mid,high,right
cp_stroop_crossed,B,28,19,or,right,congruent,low,low,left
cp_stroop_crossed,B,28,20,or,left,incongruent,mid,high,left
cp_stroop_crossed,B,28,21,or,left,congruent,high,low,left
cp_stroop_crossed,B,28,22,or,right,incongruent,mid,mid,right
cp_stroop_crossed,B,28,23,or,right,congruent,low,high,left
cp_stroop_crossed,B,28,24,or,left,congruent,high,mid,left
cp_stroop_crossed,B,28,25,or,left,incongruent,high,mid,right
cp_stroop_crossed,B,28,26,or,left,incongruent,mid,mid,right
cp_stroop_crossed,B,28,27,or,right,incongruent,high,mid,left
cp_stroop_crossed,B,28,28,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,28,29,or,right,congruent,mid,low,left
cp_stroop_crossed,B,28,30,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,28,31,or,left,incongruent,high,low,left
cp_stroop_crossed,B,28,32,or,left,incongruent,low,high,right
cp_stroop_crossed,B,28,33,or,right,incongruent,low,high,left
cp_stroop_crossed,B,28,34,or,right,incongruent,mid,low,left
cp_stroop_crossed,B,28,35,or,left,congruent,mid,mid,left
cp_stroop_crossed,B,28,36,or,left,incongruent,low,mid,left
cp_stroop_crossed,B,28,37,or,left,congruent,high,mid,right
cp_stroop_crossed,B,28,38,or,right,congruent,high,low,right
cp_stroop_crossed,B,28,39,or,left,congruent,mid,high,left
cp_stroop_crossed,B,28,40,or,left,congruent,low,low,right
cp_stroop_crossed,B,28,41,or,left,incongruent,high,high,left
cp_stroop_crossed,B,28,42,or,right,congruent,mid,mid,right
cp_stroop_crossed,B,28,43,or,left,congruent,mid,mid,left
cp_stroop_crossed,B,28,44,or,right,congruent,mid,mid,left
cp_stroop_crossed,B,28,45,or,left,congruent,high,low,left
cp_stroop_crossed,B,28,46,or,left,congruent,low,mid,left
cp_stroop_crossed,B,28,47,or,left,incongruent,low,high,right
cp_stroop_crossed,B,28,48,or,right,incongruent,low,low,right
cp_stroop_crossed,B,28,49,or,left,congruent,mid,low,right
cp_stroop_crossed,B,28,50,or,right,congruent,high,high,right
cp_stroop_crossed,B,28,51,or,left,incongruent,high,high,right
cp_stroop_crossed,B,28,52,or,left,incongruent,high,high,right
cp_stroop_crossed,B,28,53,or,right,congruent,high,mid,right
cp_stroop_crossed,B,28,54,or,left,congruent,high,high,right
cp_stroop_crossed,B,28,55,or,right,congruent,low,mid,right
cp_stroop_crossed,B,28,56,or,left,incongruent,low,mid,right
cp_stroop_crossed,B,28,57,or,left,incongruent,low,low,left
cp_stroop_crossed,B,28,58,or,left,incongruent,high,high,left
cp_stroop_crossed,B,28,59,or,right,congruent,low,low,right
cp_stroop_crossed,B,28,60,or,right,incongruent,low,high,right
cp_stroop_crossed,B,28,61,or,right,congruent,high,mid,left
cp_stroop_crossed,B,28,62,or,left,incongruent,high,mid,right
cp_stroop_crossed,B,28,63,or,right,incongruent,mid,high,left
cp_stroop_crossed,B,28,64,or,left,congruent,low,low,right
cp_stroop_crossed,B,28,65,or,right,congruent,low,high,right
cp_stroop_crossed,B,28,66,or,left,congruent,high,high,left
cp_stroop_crossed,B,28,67,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,28,68,or,right,incongruent,low,mid,left
cp_stroop_crossed,B,28,69,or,left,congruent,high,high,left
cp_stroop_crossed,B,28,70,or,right,congruent,mid,low,left
cp_stroop_crossed,B,28,71,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,28,72,or,right,congruent,low,high,right
cp_stroop_crossed,B,28,73,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,28,74,or,left,incongruent,low,low,right
cp_stroop_crossed,B,28,75,or,right,congruent,mid,high,left
cp_stroop_crossed,B,28,76,or,left,incongruent,low,high,left
cp_stroop_crossed,B,28,77,or,right,congruent,mid,low,right
cp_stroop_crossed,B,28,78,or,left,congruent,high,low,right
cp_stroop_crossed,B,28,79,or,right,incongruent,low,high,left
cp_stroop_crossed,B,28,80,or,left,congruent,high,mid,right
cp_stroop_crossed,B,28,81,or,right,congruent,mid,low,right
cp_stroop_crossed,B,28,82,or,right,incongruent,mid,mid,right
cp_stroop_crossed,B,28,83,or,right,congruent,low,low,left
cp_stroop_crossed,B,28,84,or,left,incongruent,mid,high,right
cp_stroop_crossed,B,28,85,or,right,congruent,low,mid,left
cp_stroop_crossed,B,28,86,or,right,incongruent,low,low,left
cp_stroop_crossed,B,28,87,or,left,incongruent,high,low,right
cp_stroop_crossed,B,28,88,or,right,incongruent,high,mid,left
cp_stroop_crossed,B,28,89,or,right,congruent,mid,high,right
cp_stroop_crossed,B,28,90,or,left,incongruent,low,low,right
cp_stroop_crossed,B,28,91,or,left,congruent,high,mid,left
cp_stroop_crossed,B,28,92,or,left,incongruent,low,mid,left
cp_stroop_crossed,B,28,93,or,right,congruent,mid,low,left
cp_stroop_crossed,B,28,94,or,right,congruent,low,high,right
cp_stroop_crossed,B,28,95,or,right,incongruent,high,low,left
cp_stroop_crossed,B,28,96,or,left,incongruent,high,high,left
cp_stroop_crossed,B,28,97,or,right,congruent,low,mid,right
cp_stroop_crossed,B,28,98,or,right,incongruent,high,mid,left
cp_stroop_crossed,B,28,99,or,left,incongruent,mid,high,left
cp_stroop_crossed,B,28,100,or,right,incongruent,mid,high,right
cp_stroop_crossed,B,28,101,or,right,congruent,low,mid,right
cp_stroop_crossed,B,28,102,or,left,congruent,high,low,right
cp_stroop_crossed,B,28,103,or,right,incongruent,low,mid,right
cp_stroop_crossed,B,28,104,or,right,congruent,high,low,left
cp_stroop_crossed,B,28,105,or,left,congruent,low,low,left
cp_stroop_crossed,B,28,106,or,left,congruent,mid,mid,right
cp_stroop_crossed,B,28,107,or,left,incongruent,high,mid,right
