block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,A,6,0,mov,left,100,congruent,First,left
cp_prp,A,6,1,mov,left,300,incongruent,Congruent,right
cp_prp,A,6,2,mov,left,600,congruent,Incongruent,left
cp_prp,A,6,3,mov,left,600,incongruent,Congruent,right
cp_prp,A,6,4,mov,left,600,incongruent,Incongruent,left
cp_prp,A,6,5,mov,left,100,incongruent,Incongruent,right
cp_prp,A,6,6,mov,left,600,incongruent,Incongruent,right
cp_prp,A,6,7,mov,left,100,congruent,Incongruent,left
cp_prp,A,6,8,mov,left,300,incongruent,Congruent,left
cp_prp,A,6,9,mov,left,100,incongruent,Incongruent,left
cp_prp,A,6,10,mov,left,300,congruent,Incongruent,right
cp_prp,A,6,11,mov,left,300,incongruent,Congruent,right
cp_prp,A,6,12,mov,left,300,congruent,Incongruent,left
cp_prp,A,6,13,mov,left,300,congruent,Congruent,right
cp_prp,A,6,14,mov,left,300,incongruent,Congruent,right
cp_prp,A,6,15,mov,left,600,incongruent,Incongruent,left
cp_prp,A,6,16,mov,left,600,congruent,Incongruent,left
cp_prp,A,6,17,mov,left,100,incongruent,Congruent,right
cp_prp,A,6,18,mov,left,100,incongruent,Incongruent,right
cp_prp,A,6,19,mov,left,300,incongruent,Incongruent,right
cp_prp,A,6,20,mov,left,300,incongruent,Incongruent,left
cp_prp,A,6,21,mov,left,300,congruent,Incongruent,left
cp_prp,A,6,22,mov,left,100,incongruent,Congruent,left
cp_prp,A,6,23,mov,left,300,incongruent,Incongruent,left
cp_prp,A,6,24,mov,left,300,congruent,Incongruent,right
cp_prp,A,6,25,mov,left,100,congruent,Congruent,right
cp_prp,A,6,26,mov,left,300,congruent,Congruent,right
cp_prp,A,6,27,mov,left,600,congruent,Congruent,right
cp_prp,A,6,28,mov,left,600,congruent,Congruent,right
cp_prp,A,6,29,mov,left,300,incongruent,Congruent,left
cp_prp,A,6,30,mov,left,600,congruent,Incongruent,right
