block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,35,0,or,right,incongruent,First,right,First
cp_stroop,B,35,1,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,2,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,35,3,or,right,congruent,Congruent,left,Switch
cp_stroop,B,35,4,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,35,5,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,35,6,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,35,7,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,35,8,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,35,9,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,10,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,35,11,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,35,12,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,35,13,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,35,14,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,35,15,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,35,16,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,35,17,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,18,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,35,19,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,35,20,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,35,21,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,35,22,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,35,23,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,35,24,or,right,congruent,Congruent,left,Switch
cp_stroop,B,35,25,or,left,congruent,Congruent,right,Switch
cp_stroop,B,35,26,or,right,congruent,Congruent,left,Switch
cp_stroop,B,35,27,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,35,28,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,35,29,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,35,30,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,35,31,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,35,32,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,35,33,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,35,34,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,35,35,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,35,36,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,37,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,35,38,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,35,39,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,35,40,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,35,41,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,35,42,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,35,43,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,35,44,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,35,45,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,46,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,35,47,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,35,48,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,35,49,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,50,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,35,51,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,35,52,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,35,53,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,54,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,35,55,or,right,congruent,Congruent,left,Switch
cp_stroop,B,35,56,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,35,57,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,35,58,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,35,59,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,35,60,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,35,61,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,35,62,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,35,63,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,35,64,or,left,congruent,Congruent,left,Switch
cp_stroop,B,35,65,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,35,66,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,35,67,or,right,congruent,Congruent,right,Switch
cp_stroop,B,35,68,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,35,69,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,35,70,or,left,congruent,Congruent,right,Switch
cp_stroop,B,35,71,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,35,72,or,right,congruent,Congruent,left,Switch
cp_stroop,B,35,73,or,left,congruent,Congruent,right,Switch
cp_stroop,B,35,74,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,35,75,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,35,76,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,35,77,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,78,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,35,79,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,35,80,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,35,81,or,left,congruent,Congruent,left,Switch
cp_stroop,B,35,82,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,35,83,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,35,84,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,35,85,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,35,86,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,35,87,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,35,88,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,35,89,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,35,90,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,35,91,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,35,92,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,35,93,or,left,congruent,Congruent,right,Switch
cp_stroop,B,35,94,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,35,95,or,right,congruent,Incongruent,left,Switch
