block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,A,11,0,mov,left,600,incongruent,First,right
cp_prp,A,11,1,mov,left,100,incongruent,Incongruent,right
cp_prp,A,11,2,mov,left,100,congruent,Incongruent,right
cp_prp,A,11,3,mov,left,600,incongruent,Congruent,right
cp_prp,A,11,4,mov,left,300,congruent,Incongruent,right
cp_prp,A,11,5,mov,left,100,incongruent,Congruent,left
cp_prp,A,11,6,mov,left,600,incongruent,Incongruent,right
cp_prp,A,11,7,mov,left,600,incongruent,Incongruent,right
cp_prp,A,11,8,mov,left,600,incongruent,Incongruent,left
cp_prp,A,11,9,mov,left,300,congruent,Incongruent,left
cp_prp,A,11,10,mov,left,600,congruent,Congruent,left
cp_prp,A,11,11,mov,left,100,congruent,Congruent,right
cp_prp,A,11,12,mov,left,300,incongruent,Congruent,right
cp_prp,A,11,13,mov,left,100,incongruent,Incongruent,left
cp_prp,A,11,14,mov,left,300,congruent,Incongruent,left
cp_prp,A,11,15,mov,left,600,incongruent,Congruent,right
cp_prp,A,11,16,mov,left,100,congruent,Incongruent,left
cp_prp,A,11,17,mov,left,100,congruent,Congruent,left
cp_prp,A,11,18,mov,left,300,incongruent,Congruent,left
cp_prp,A,11,19,mov,left,300,incongruent,Incongruent,left
cp_prp,A,11,20,mov,left,300,congruent,Incongruent,right
cp_prp,A,11,21,mov,left,100,congruent,Congruent,right
cp_prp,A,11,22,mov,left,100,incongruent,Congruent,right
cp_prp,A,11,23,mov,left,300,congruent,Incongruent,left
cp_prp,A,11,24,mov,left,600,congruent,Congruent,right
cp_prp,A,11,25,mov,left,300,incongruent,Congruent,right
cp_prp,A,11,26,mov,left,300,congruent,Incongruent,right
cp_prp,A,11,27,mov,left,300,congruent,Congruent,left
cp_prp,A,11,28,mov,left,300,congruent,Congruent,right
cp_prp,A,11,29,mov,left,300,incongruent,Congruent,left
cp_prp,A,11,30,mov,left,600,congruent,Incongruent,left
cp_prp,A,11,31,mov,left,300,congruent,Congruent,left
cp_prp,A,11,32,mov,left,600,congruent,Congruent,right
cp_prp,A,11,33,mov,left,600,incongruent,Congruent,left
cp_prp,A,11,34,mov,left,100,congruent,Incongruent,right
cp_prp,A,11,35,mov,left,300,congruent,Congruent,left
cp_prp,A,11,36,mov,left,300,congruent,Congruent,right
cp_prp,A,11,37,mov,left,100,congruent,Congruent,right
cp_prp,A,11,38,mov,left,300,incongruent,Congruent,right
cp_prp,A,11,39,mov,left,600,incongruent,Incongruent,right
cp_prp,A,11,40,mov,left,600,congruent,Incongruent,right
cp_prp,A,11,41,mov,left,300,congruent,Congruent,right
cp_prp,A,11,42,mov,left,100,incongruent,Congruent,left
cp_prp,A,11,43,mov,left,600,congruent,Incongruent,right
cp_prp,A,11,44,mov,left,300,incongruent,Congruent,right
cp_prp,A,11,45,mov,left,100,incongruent,Incongruent,left
cp_prp,A,11,46,mov,left,600,congruent,Incongruent,left
cp_prp,A,11,47,mov,left,600,incongruent,Congruent,left
cp_prp,A,11,48,mov,left,300,incongruent,Incongruent,right
cp_prp,A,11,49,mov,left,100,incongruent,Incongruent,right
cp_prp,A,11,50,mov,left,100,congruent,Incongruent,right
cp_prp,A,11,51,mov,left,100,congruent,Congruent,right
cp_prp,A,11,52,mov,left,300,incongruent,Congruent,left
cp_prp,A,11,53,mov,left,600,incongruent,Incongruent,left
cp_prp,A,11,54,mov,left,300,incongruent,Incongruent,right
cp_prp,A,11,55,mov,left,300,incongruent,Incongruent,left
cp_prp,A,11,56,mov,left,600,congruent,Incongruent,right
cp_prp,A,11,57,mov,left,100,incongruent,Congruent,left
cp_prp,A,11,58,mov,left,100,congruent,Incongruent,left
cp_prp,A,11,59,mov,left,600,incongruent,Congruent,right
cp_prp,A,11,60,mov,left,300,incongruent,Incongruent,left
cp_prp,A,11,61,mov,left,100,incongruent,Incongruent,left
cp_prp,A,11,62,mov,left,600,congruent,Incongruent,left
cp_prp,A,11,63,mov,left,600,congruent,Congruent,left
cp_prp,A,11,64,mov,left,100,incongruent,Congruent,right
cp_prp,A,11,65,mov,left,300,incongruent,Incongruent,left
cp_prp,A,11,66,mov,left,100,congruent,Incongruent,right
cp_prp,A,11,67,mov,left,300,congruent,Congruent,right
cp_prp,A,11,68,mov,left,100,incongruent,Congruent,right
