block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,49,0,or,left,incongruent,First,left,First
cp_stroop,B,49,1,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,49,2,or,left,congruent,Congruent,left,Switch
cp_stroop,B,49,3,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,49,4,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,49,5,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,49,6,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,49,7,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,49,8,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,49,9,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,49,10,or,left,congruent,Congruent,left,Switch
cp_stroop,B,49,11,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,49,12,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,49,13,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,49,14,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,49,15,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,49,16,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,49,17,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,49,18,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,49,19,or,left,congruent,Congruent,left,Switch
cp_stroop,B,49,20,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,49,21,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,49,22,or,left,congruent,Incongruent,right,Repeat
cp_stroop,B,49,23,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,49,24,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,49,25,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,49,26,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,49,27,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,49,28,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,49,29,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,49,30,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,49,31,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,49,32,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,49,33,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,49,34,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,49,35,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,49,36,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,49,37,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,49,38,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,49,39,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,49,40,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,49,41,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,49,42,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,49,43,or,right,congruent,Congruent,right,Switch
cp_stroop,B,49,44,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,49,45,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,49,46,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,49,47,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,49,48,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,49,49,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,49,50,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,49,51,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,49,52,or,right,congruent,Congruent,right,Switch
cp_stroop,B,49,53,or,left,congruent,Congruent,left,Switch
cp_stroop,B,49,54,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,49,55,or,right,congruent,Congruent,right,Switch
cp_stroop,B,49,56,or,right,congruent,Congruent,left,Switch
cp_stroop,B,49,57,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,49,58,or,left,congruent,Incongruent,right,Switch
