block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,prev_cross_congruency,target_dir
cp_prp,B,40,0,or,right,300,congruent,First,left
cp_prp,B,40,1,or,right,300,congruent,Congruent,left
cp_prp,B,40,2,or,right,100,congruent,Congruent,right
cp_prp,B,40,3,or,right,100,incongruent,Congruent,left
cp_prp,B,40,4,or,right,300,congruent,Incongruent,left
cp_prp,B,40,5,or,right,300,congruent,Congruent,right
cp_prp,B,40,6,or,right,300,incongruent,Congruent,left
cp_prp,B,40,7,or,right,300,incongruent,Incongruent,left
cp_prp,B,40,8,or,right,300,congruent,Incongruent,left
cp_prp,B,40,9,or,right,100,congruent,Congruent,right
cp_prp,B,40,10,or,right,300,incongruent,Congruent,right
cp_prp,B,40,11,or,right,600,congruent,Incongruent,right
cp_prp,B,40,12,or,right,300,incongruent,Congruent,right
cp_prp,B,40,13,or,right,100,congruent,Incongruent,left
cp_prp,B,40,14,or,right,600,incongruent,Congruent,right
cp_prp,B,40,15,or,right,100,congruent,Incongruent,right
cp_prp,B,40,16,or,right,600,incongruent,Congruent,left
cp_prp,B,40,17,or,right,600,congruent,Incongruent,left
cp_prp,B,40,18,or,right,600,congruent,Congruent,left
cp_prp,B,40,19,or,right,100,incongruent,Congruent,left
cp_prp,B,40,20,or,right,100,incongruent,Incongruent,left
cp_prp,B,40,21,or,right,100,congruent,Incongruent,left
cp_prp,B,40,22,or,right,300,congruent,Congruent,right
cp_prp,B,40,23,or,right,100,incongruent,Congruent,right
cp_prp,B,40,24,or,right,600,incongruent,Incongruent,left
cp_prp,B,40,25,or,right,100,congruent,Incongruent,left
cp_prp,B,40,26,or,right,300,incongruent,Congruent,left
cp_prp,B,40,27,or,right,300,incongruent,Incongruent,left
cp_prp,B,40,28,or,right,600,incongruent,Incongruent,right
cp_prp,B,40,29,or,right,300,congruent,Incongruent,left
cp_prp,B,40,30,or,right,300,congruent,Congruent,right
cp_prp,B,40,31,or,right,300,congruent,Congruent,right
cp_prp,B,40,32,or,right,100,incongruent,Congruent,left
cp_prp,B,40,33,or,right,300,incongruent,Incongruent,right
cp_prp,B,40,34,or,right,100,congruent,Incongruent,right
cp_prp,B,40,35,or,right,100,congruent,Congruent,left
cp_prp,B,40,36,or,right,600,incongruent,Congruent,right
cp_prp,B,40,37,or,right,100,incongruent,Incongruent,right
cp_prp,B,40,38,or,right,300,congruent,Incongruent,right
cp_prp,B,40,39,or,right,100,incongruent,Congruent,right
cp_prp,B,40,40,or,right,300,incongruent,Incongruent,right
cp_prp,B,40,41,or,right,100,incongruent,Incongruent,left
cp_prp,B,40,42,or,right,300,congruent,Incongruent,right
cp_prp,B,40,43,or,right,600,congruent,Congruent,right
cp_prp,B,40,44,or,right,600,congruent,Congruent,left
cp_prp,B,40,45,or,right,600,congruent,Congruent,right
