block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,A,38,0,mov,left,congruent,First,left,First
cp_stroop,A,38,1,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,38,2,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,38,3,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,38,4,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,38,5,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,38,6,mov,left,congruent,Incongruent,right,Switch
cp_stroop,A,38,7,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,38,8,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,38,9,mov,right,incongruent,Incongruent,right,Switch
cp_stroop,A,38,10,mov,left,congruent,Incongruent,right,Repeat
cp_stroop,A,38,11,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,38,12,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,38,13,mov,left,congruent,Congruent,left,Switch
cp_stroop,A,38,14,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,38,15,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,38,16,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,38,17,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,38,18,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,38,19,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,38,20,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,38,21,mov,right,incongruent,Incongruent,right,Switch
cp_stroop,A,38,22,mov,left,congruent,Incongruent,right,Repeat
cp_stroop,A,38,23,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,38,24,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,25,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,26,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,38,27,mov,left,incongruent,Congruent,right,Switch
cp_stroop,A,38,28,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,38,29,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,38,30,mov,right,congruent,Incongruent,right,Repeat
cp_stroop,A,38,31,mov,right,incongruent,Congruent,right,Repeat
cp_stroop,A,38,32,mov,left,incongruent,Incongruent,right,Repeat
cp_stroop,A,38,33,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,38,34,mov,left,congruent,Congruent,left,Repeat
cp_stroop,A,38,35,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,38,36,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,38,37,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,38,38,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,38,39,mov,right,incongruent,Congruent,right,Switch
cp_stroop,A,38,40,mov,right,congruent,Incongruent,right,Repeat
cp_stroop,A,38,41,mov,left,congruent,Congruent,left,Switch
cp_stroop,A,38,42,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,38,43,mov,left,congruent,Incongruent,right,Switch
cp_stroop,A,38,44,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,38,45,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,38,46,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,38,47,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,38,48,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,49,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,38,50,mov,right,congruent,Incongruent,left,Switch
cp_stroop,A,38,51,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,38,52,mov,left,congruent,Congruent,right,Repeat
cp_stroop,A,38,53,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,38,54,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,38,55,mov,left,congruent,Incongruent,right,Switch
cp_stroop,A,38,56,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,38,57,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,38,58,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,59,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,38,60,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,38,61,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,38,62,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,38,63,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,38,64,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,38,65,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,38,66,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,38,67,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,68,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,38,69,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,38,70,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,38,71,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,38,72,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,38,73,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,38,74,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,38,75,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,38,76,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,38,77,mov,left,incongruent,Congruent,left,Repeat
cp_stroop,A,38,78,mov,left,congruent,Incongruent,right,Switch
cp_stroop,A,38,79,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,38,80,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,38,81,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,38,82,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,38,83,mov,right,congruent,Incongruent,right,Repeat
cp_stroop,A,38,84,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,38,85,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,38,86,mov,right,incongruent,Congruent,left,Repeat
cp_stroop,A,38,87,mov,left,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,88,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,38,89,mov,right,incongruent,Incongruent,left,Switch
cp_stroop,A,38,90,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,38,91,mov,left,congruent,Incongruent,left,Repeat
cp_stroop,A,38,92,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,38,93,mov,left,congruent,Congruent,right,Repeat
cp_stroop,A,38,94,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,38,95,mov,right,congruent,Congruent,right,Repeat
