block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,7,0,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,7,1,mov,right,congruent,high,low,left
cp_stroop_crossed,A,7,2,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,7,3,mov,left,congruent,high,mid,right
cp_stroop_crossed,A,7,4,mov,left,congruent,low,high,left
cp_stroop_crossed,A,7,5,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,7,6,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,7,7,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,7,8,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,7,9,mov,right,congruent,high,high,right
cp_stroop_crossed,A,7,10,mov,left,incongruent,mid,mid,right
cp_stroop_crossed,A,7,11,mov,left,congruent,high,low,right
cp_stroop_crossed,A,7,12,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,7,13,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,7,14,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,7,15,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,7,16,mov,right,congruent,low,high,right
cp_stroop_crossed,A,7,17,mov,left,incongruent,high,mid,left
cp_stroop_crossed,A,7,18,mov,right,congruent,mid,high,left
cp_stroop_crossed,A,7,19,mov,right,congruent,mid,mid,left
cp_stroop_crossed,A,7,20,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,7,21,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,7,22,mov,left,congruent,low,high,left
cp_stroop_crossed,A,7,23,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,7,24,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,7,25,mov,left,incongruent,low,low,left
cp_stroop_crossed,A,7,26,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,7,27,mov,left,congruent,low,low,right
cp_stroop_crossed,A,7,28,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,7,29,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,7,30,mov,left,congruent,high,high,left
cp_stroop_crossed,A,7,31,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,7,32,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,7,33,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,7,34,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,7,35,mov,left,incongruent,high,high,right
cp_stroop_crossed,A,7,36,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,7,37,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,7,38,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,7,39,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,7,40,mov,right,incongruent,mid,low,left
cp_stroop_crossed,A,7,41,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,7,42,mov,left,congruent,high,high,right
cp_stroop_crossed,A,7,43,mov,right,congruent,low,low,left
cp_stroop_crossed,A,7,44,mov,left,incongruent,mid,high,left
cp_stroop_crossed,A,7,45,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,7,46,mov,right,congruent,high,low,right
cp_stroop_crossed,A,7,47,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,7,48,mov,right,congruent,low,low,right
cp_stroop_crossed,A,7,49,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,7,50,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,7,51,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,7,52,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,7,53,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,7,54,mov,right,congruent,low,high,left
cp_stroop_crossed,A,7,55,mov,left,incongruent,low,mid,left
cp_stroop_crossed,A,7,56,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,7,57,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,7,58,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,7,59,mov,left,congruent,low,low,left
cp_stroop_crossed,A,7,60,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,7,61,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,7,62,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,7,63,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,7,64,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,7,65,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,7,66,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,7,67,mov,right,congruent,high,high,right
cp_stroop_crossed,A,7,68,mov,right,congruent,high,high,left
cp_stroop_crossed,A,7,69,mov,left,incongruent,low,high,left
cp_stroop_crossed,A,7,70,mov,right,incongruent,low,low,right
cp_stroop_crossed,A,7,71,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,7,72,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,7,73,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,7,74,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,7,75,mov,left,congruent,low,low,left
cp_stroop_crossed,A,7,76,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,7,77,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,7,78,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,7,79,mov,right,congruent,high,low,right
cp_stroop_crossed,A,7,80,mov,right,congruent,low,high,right
cp_stroop_crossed,A,7,81,mov,right,incongruent,high,high,right
cp_stroop_crossed,A,7,82,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,7,83,mov,left,congruent,low,high,right
cp_stroop_crossed,A,7,84,mov,right,incongruent,low,low,right
cp_stroop_crossed,A,7,85,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,7,86,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,7,87,mov,left,congruent,high,low,left
cp_stroop_crossed,A,7,88,mov,right,congruent,high,low,left
cp_stroop_crossed,A,7,89,mov,left,incongruent,low,mid,right
