block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,A,19,0,mov,right,incongruent,First,left,First
cp_stroop,A,19,1,mov,right,incongruent,Incongruent,left,Repeat
cp_stroop,A,19,2,mov,left,incongruent,Incongruent,right,Switch
cp_stroop,A,19,3,mov,right,incongruent,Incongruent,right,Repeat
cp_stroop,A,19,4,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,19,5,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,19,6,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,19,7,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,19,8,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,19,9,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,19,10,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,19,11,mov,left,congruent,Incongruent,left,Switch
cp_stroop,A,19,12,mov,right,congruent,Congruent,right,Switch
cp_stroop,A,19,13,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,19,14,mov,left,congruent,Incongruent,right,Repeat
cp_stroop,A,19,15,mov,right,incongruent,Congruent,right,Repeat
cp_stroop,A,19,16,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,19,17,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,19,18,mov,right,congruent,Congruent,left,Switch
cp_stroop,A,19,19,mov,right,congruent,Congruent,left,Repeat
cp_stroop,A,19,20,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,19,21,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,19,22,mov,right,incongruent,Congruent,left,Switch
cp_stroop,A,19,23,mov,right,congruent,Incongruent,left,Repeat
cp_stroop,A,19,24,mov,left,congruent,Congruent,right,Switch
cp_stroop,A,19,25,mov,right,congruent,Congruent,right,Repeat
cp_stroop,A,19,26,mov,left,incongruent,Congruent,right,Repeat
cp_stroop,A,19,27,mov,left,incongruent,Incongruent,right,Repeat
cp_stroop,A,19,28,mov,left,incongruent,Incongruent,left,Switch
cp_stroop,A,19,29,mov,right,congruent,Incongruent,right,Switch
cp_stroop,A,19,30,mov,left,incongruent,Congruent,left,Switch
cp_stroop,A,19,31,mov,left,incongruent,Incongruent,left,Repeat
