block_id,condition,sequence_id,trial_index,task,hand,congruency,prev_congruency,target_dir,response_transition
cp_stroop,B,39,0,or,left,incongruent,First,left,First
cp_stroop,B,39,1,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,39,2,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,39,3,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,39,4,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,39,5,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,39,6,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,39,7,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,39,8,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,39,9,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,39,10,or,right,incongruent,Congruent,left,Repeat
cp_stroop,B,39,11,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,39,12,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,39,13,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,39,14,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,39,15,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,39,16,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,39,17,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,39,18,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,39,19,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,39,20,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,39,21,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,39,22,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,39,23,or,left,incongruent,Incongruent,left,Repeat
cp_stroop,B,39,24,or,right,incongruent,Incongruent,left,Repeat
cp_stroop,B,39,25,or,right,incongruent,Incongruent,right,Switch
cp_stroop,B,39,26,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,39,27,or,right,congruent,Incongruent,left,Switch
cp_stroop,B,39,28,or,left,congruent,Congruent,right,Switch
cp_stroop,B,39,29,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,39,30,or,right,congruent,Congruent,left,Switch
cp_stroop,B,39,31,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,39,32,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,39,33,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,39,34,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,39,35,or,right,congruent,Congruent,right,Repeat
cp_stroop,B,39,36,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,39,37,or,left,congruent,Congruent,left,Switch
cp_stroop,B,39,38,or,right,congruent,Congruent,right,Switch
cp_stroop,B,39,39,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,39,40,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,39,41,or,left,congruent,Congruent,right,Switch
cp_stroop,B,39,42,or,right,congruent,Congruent,left,Switch
cp_stroop,B,39,43,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,39,44,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,39,45,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,39,46,or,left,congruent,Incongruent,left,Repeat
cp_stroop,B,39,47,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,39,48,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,39,49,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,39,50,or,right,incongruent,Congruent,left,Switch
cp_stroop,B,39,51,or,left,congruent,Incongruent,right,Switch
cp_stroop,B,39,52,or,left,congruent,Congruent,left,Switch
cp_stroop,B,39,53,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,39,54,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,39,55,or,right,congruent,Congruent,left,Repeat
cp_stroop,B,39,56,or,left,congruent,Congruent,right,Switch
cp_stroop,B,39,57,or,left,congruent,Congruent,left,Switch
cp_stroop,B,39,58,or,right,congruent,Congruent,right,Switch
cp_stroop,B,39,59,or,left,incongruent,Congruent,right,Repeat
cp_stroop,B,39,60,or,left,incongruent,Incongruent,right,Repeat
cp_stroop,B,39,61,or,right,incongruent,Incongruent,left,Switch
cp_stroop,B,39,62,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,39,63,or,left,congruent,Congruent,left,Repeat
cp_stroop,B,39,64,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,39,65,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,39,66,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,39,67,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,39,68,or,right,incongruent,Congruent,right,Switch
cp_stroop,B,39,69,or,right,incongruent,Incongruent,right,Repeat
cp_stroop,B,39,70,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,39,71,or,left,congruent,Congruent,right,Repeat
cp_stroop,B,39,72,or,right,congruent,Congruent,left,Switch
cp_stroop,B,39,73,or,right,congruent,Congruent,right,Switch
cp_stroop,B,39,74,or,right,incongruent,Congruent,right,Repeat
cp_stroop,B,39,75,or,left,congruent,Incongruent,left,Switch
cp_stroop,B,39,76,or,left,incongruent,Congruent,right,Switch
cp_stroop,B,39,77,or,left,incongruent,Incongruent,left,Switch
cp_stroop,B,39,78,or,right,congruent,Incongruent,left,Repeat
cp_stroop,B,39,79,or,left,incongruent,Congruent,left,Repeat
cp_stroop,B,39,80,or,left,incongruent,Incongruent,right,Switch
cp_stroop,B,39,81,or,right,congruent,Incongruent,right,Repeat
cp_stroop,B,39,82,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,39,83,or,right,congruent,Incongruent,right,Switch
cp_stroop,B,39,84,or,left,incongruent,Congruent,left,Switch
cp_stroop,B,39,85,or,right,incongruent,Incongruent,left,Repeat
