block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,5,0,mov,right,congruent,mid,mid,left
cp_stroop_crossed,A,5,1,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,5,2,mov,left,incongruent,high,mid,right
cp_stroop_crossed,A,5,3,mov,right,congruent,high,low,left
cp_stroop_crossed,A,5,4,mov,right,congruent,mid,mid,right
cp_stroop_crossed,A,5,5,mov,left,incongruent,mid,mid,right
cp_stroop_crossed,A,5,6,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,5,7,mov,left,congruent,low,low,left
cp_stroop_crossed,A,5,8,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,5,9,mov,left,congruent,high,high,right
cp_stroop_crossed,A,5,10,mov,left,incongruent,mid,high,left
cp_stroop_crossed,A,5,11,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,5,12,mov,right,congruent,high,high,left
cp_stroop_crossed,A,5,13,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,5,14,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,5,15,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,5,16,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,5,17,mov,right,congruent,low,high,right
cp_stroop_crossed,A,5,18,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,5,19,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,5,20,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,5,21,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,5,22,mov,right,congruent,high,low,right
cp_stroop_crossed,A,5,23,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,5,24,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,5,25,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,5,26,mov,right,congruent,low,low,right
cp_stroop_crossed,A,5,27,mov,right,congruent,low,high,right
cp_stroop_crossed,A,5,28,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,5,29,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,5,30,mov,left,congruent,low,high,left
cp_stroop_crossed,A,5,31,mov,right,congruent,high,high,left
cp_stroop_crossed,A,5,32,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,5,33,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,5,34,mov,right,congruent,high,low,left
cp_stroop_crossed,A,5,35,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,5,36,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,5,37,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,5,38,mov,left,incongruent,mid,mid,left
cp_stroop_crossed,A,5,39,mov,right,incongruent,high,high,right
cp_stroop_crossed,A,5,40,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,5,41,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,5,42,mov,left,congruent,high,low,right
cp_stroop_crossed,A,5,43,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,5,44,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,5,45,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,5,46,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,5,47,mov,left,incongruent,low,mid,left
cp_stroop_crossed,A,5,48,mov,right,congruent,mid,high,right
cp_stroop_crossed,A,5,49,mov,left,incongruent,low,low,left
cp_stroop_crossed,A,5,50,mov,right,incongruent,mid,low,right
cp_stroop_crossed,A,5,51,mov,right,congruent,mid,high,right
cp_stroop_crossed,A,5,52,mov,right,congruent,high,low,right
cp_stroop_crossed,A,5,53,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,5,54,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,5,55,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,5,56,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,5,57,mov,right,congruent,low,mid,left
cp_stroop_crossed,A,5,58,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,5,59,mov,left,incongruent,mid,mid,left
cp_stroop_crossed,A,5,60,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,5,61,mov,left,congruent,mid,low,right
cp_stroop_crossed,A,5,62,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,5,63,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,5,64,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,5,65,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,5,66,mov,right,incongruent,low,low,right
cp_stroop_crossed,A,5,67,mov,right,congruent,low,high,left
cp_stroop_crossed,A,5,68,mov,left,congruent,low,low,right
cp_stroop_crossed,A,5,69,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,5,70,mov,right,congruent,high,mid,left
cp_stroop_crossed,A,5,71,mov,left,congruent,high,high,right
cp_stroop_crossed,A,5,72,mov,left,incongruent,low,high,right
cp_stroop_crossed,A,5,73,mov,left,congruent,mid,low,right
cp_stroop_crossed,A,5,74,mov,right,congruent,low,mid,left
cp_stroop_crossed,A,5,75,mov,right,congruent,low,low,right
cp_stroop_crossed,A,5,76,mov,left,congruent,high,high,left
cp_stroop_crossed,A,5,77,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,5,78,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,5,79,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,5,80,mov,right,congruent,low,low,left
cp_stroop_crossed,A,5,81,mov,left,incongruent,low,low,left
cp_stroop_crossed,A,5,82,mov,right,incongruent,low,mid,right
cp_stroop_crossed,A,5,83,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,5,84,mov,left,incongruent,high,high,left
cp_stroop_crossed,A,5,85,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,5,86,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,5,87,mov,right,congruent,mid,mid,right
