block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,44,0,or,right,First,First,First,congruent,easy,right
cp_taskswitch_asym,B,44,1,or,right,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,44,2,mov,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,44,3,mov,left,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,44,4,mov,right,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,44,5,or,right,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,44,6,mov,right,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,44,7,mov,left,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,44,8,mov,left,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,44,9,or,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,44,10,or,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,44,11,mov,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,44,12,or,left,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,44,13,or,right,Repeat,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,44,14,or,left,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,44,15,mov,right,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,44,16,mov,right,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,44,17,or,right,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,44,18,or,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,44,19,or,right,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,44,20,mov,left,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,44,21,mov,left,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,44,22,mov,right,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,44,23,or,right,Switch,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,44,24,or,right,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,44,25,or,left,Repeat,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,44,26,mov,left,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,44,27,mov,left,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,44,28,or,right,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,44,29,or,left,Repeat,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,44,30,or,left,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,44,31,mov,right,Switch,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,44,32,mov,right,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,44,33,mov,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,44,34,or,left,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,44,35,or,right,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,44,36,or,right,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,44,37,mov,right,Switch,Repeat,Switch,congruent,hard,left
